,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
474,10.57,0.04628,5.459e-08,251.4,3.238e-06,0.0001204,0.3415,8.738,156.8,0.7348,0.9841,1.656,1.048,0.4934,0.8617,0.5331,0.8765,0.5278,0.9406,0.4351,0.4641,0.1604,0.1263,0.0533,0.04049,0.04539,0.03203,0.03224,0.03217,0.03235,0.0,0.0001002,13.92,713.7,61240.0,11190000.0,1.471,0.006588,3.654e-09,45.19,2.351e-07,9.896e-06,0.1462,1.343,-1120.0,0.02825,-0.1314,-0.2608,-0.183,0.03735,0.1157,-0.0721,-0.139,-0.08226,-0.1273,0.01116,0.06617,-0.02794,0.02174,0.008453,0.005923,0.006866,0.004441,0.002254,0.003073,0.002568,0.0,9.028e-06,2.452,129.9,10550.0,2062000.0,0.20568077,0.22798681,0.27989396,0.31508675,0.3281636,0.34083974,0.28354675,0.24666253,0.20660096,0.1834527,0.16286042,0.17710224
475,39.89,0.2241,0.0005048,744.0,0.001098,0.04338,0.1048,74.22,428.2,10.94,5.685,5.373,4.709,3.376,3.339,3.062,2.801,2.334,2.49,2.557,2.671,0.4676,0.3546,0.2375,0.2383,0.1813,0.153,0.1584,0.1431,0.1586,0.0,0.1158,41.99,1745.0,166600.0,27730000.0,30.25,0.1706,0.0003052,1195.0,0.000989,0.03996,0.5501,56.8,-412.5,4.32,-1.802,-3.487,-0.3143,-0.114,0.4065,-0.494,-1.847,-1.2,-1.568,-0.7094,-0.9401,-0.5861,0.4573,0.1448,0.06915,-0.01484,0.07994,-0.05819,0.01612,0.05949,0.0,0.1017,44.53,2107.0,173500.0,35090000.0,0.32367906,0.32966906,0.32509482,0.34856564,0.42199102,0.40781066,0.3271687,0.33550563,0.33591202,0.3709628,0.3678843,0.3127287
476,41.39,0.2402,0.0005937,419.9,0.001353,0.05182,0.1027,79.02,199.0,8.223,8.644,7.012,5.074,3.096,3.865,2.404,3.08,3.219,2.246,2.495,2.297,0.3968,0.296,0.3197,0.2748,0.2419,0.2001,0.1785,0.1738,0.1736,0.0,0.1205,37.74,1388.0,154000.0,19160000.0,40.76,0.2313,0.0004187,1643.0,0.001694,0.06804,0.5393,83.57,-188.8,2.04,-1.017,-4.596,-1.792,-1.899,-0.7685,-1.236,-3.503,-3.605,-2.428,-2.788,-1.302,-0.7368,0.5427,-0.01797,0.1292,0.105,0.06991,-0.07377,0.04456,0.09222,0.0,0.1601,61.33,2913.0,210400.0,45450000.0,0.4395215,0.3685451,0.3894633,0.41099006,0.40241486,0.43532735,0.3549603,0.28926536,0.30437028,0.35991284,0.41789487,0.47009373
477,7.49,0.06598,0.001727,241.7,0.001402,0.05029,0.05393,21.71,82.88,4.528,2.754,2.675,2.35,2.162,1.708,2.002,1.704,1.571,1.711,1.844,1.819,0.0888,0.38,0.2377,0.1626,0.1163,0.1031,0.09622,0.09394,0.1018,0.0,0.09019,18.78,1820.0,159200.0,31680000.0,11.32,0.06611,0.0006599,1702.0,0.003057,0.1197,0.547,36.39,-122.4,9.505,1.219,4.619,1.411,1.442,1.73,2.746,-0.09431,0.03409,0.08874,-1.57,-1.096,-0.9565,0.3105,0.0487,-0.05367,-0.0006098,0.01073,-0.002744,0.04047,-0.01544,0.0,0.2535,39.79,3047.0,309000.0,58210000.0,0.5980827,0.6557624,0.7716803,0.70361704,0.7357363,0.73385364,0.7255038,0.6943104,0.7003428,0.71495664,0.63985056,0.6044046
478,7.151,0.05803,0.00206,220.0,0.001494,0.05352,0.06041,18.97,50.46,5.148,2.896,2.304,2.065,1.936,1.965,1.968,1.632,1.559,1.816,1.678,1.553,0.06249,0.3296,0.2514,0.1424,0.1167,0.09098,0.08574,0.08735,0.07639,0.0,0.08408,16.48,1702.0,176600.0,34300000.0,9.725,0.05525,0.0006733,1697.0,0.003019,0.117,0.5577,29.71,-122.4,11.18,1.256,3.98,1.253,2.019,2.234,3.071,-0.1923,-0.1986,-0.01456,-1.186,-0.7162,-0.9708,0.3989,0.05156,-0.003724,0.02618,0.04086,0.002168,0.02536,0.02299,0.0,0.2238,33.97,2473.0,264600.0,48760000.0,0.647582,0.68112135,0.742506,0.7070824,0.75275874,0.7373516,0.69081765,0.68482834,0.6602882,0.6492634,0.6057226,0.6330135
479,6.024,0.04633,0.001948,220.5,0.001559,0.05632,0.05287,18.87,50.62,3.908,2.389,2.047,2.309,2.152,1.904,2.056,1.736,1.432,1.975,1.741,1.765,0.05541,0.3061,0.2322,0.1272,0.1258,0.1035,0.0872,0.09058,0.09689,0.0,0.09362,14.62,1443.0,138100.0,27380000.0,10.07,0.05796,0.0008642,1703.0,0.003689,0.1442,0.5244,30.63,-114.5,9.718,0.8603,3.983,1.216,1.717,1.746,2.803,0.455,0.1505,0.3041,-1.145,-0.2593,-0.9705,0.4377,0.02566,-0.07447,0.03325,0.04037,0.001703,0.003981,0.01207,0.0,0.2892,35.29,2552.0,277400.0,51130000.0,0.6779315,0.7080393,0.7692379,0.696043,0.706855,0.6766784,0.6462569,0.5928876,0.565222,0.5921222,0.58685774,0.65076923
480,6.078,0.05587,0.001951,218.6,0.001397,0.04903,0.04333,17.49,50.06,4.006,2.551,2.3,2.191,2.193,1.767,2.109,1.785,1.567,1.65,1.603,1.484,0.05314,0.3094,0.2387,0.1312,0.1099,0.109,0.09354,0.09141,0.09665,0.0,0.08763,15.47,1590.0,163000.0,32070000.0,10.56,0.06245,0.0006541,1689.0,0.003116,0.1202,0.5643,32.21,-117.0,9.615,0.8787,4.923,1.451,1.649,1.46,2.463,-0.3811,0.09819,0.4413,-1.254,-1.047,-0.9684,0.4239,-0.0003902,-0.08162,-0.01451,0.005193,0.01846,-0.0005311,0.04268,0.0,0.2527,36.3,2535.0,262000.0,48050000.0,0.6847948,0.6363123,0.6909791,0.7041889,0.7362346,0.7510471,0.72663367,0.7299211,0.69236404,0.71168655,0.69016033,0.6736957
481,11.15,0.107,0.00218,226.9,0.001653,0.06022,0.06651,28.33,83.21,3.934,2.616,2.179,2.329,1.917,1.831,1.874,1.551,1.601,2.0,1.963,1.727,0.1186,0.3732,0.2422,0.16,0.1142,0.115,0.09671,0.09632,0.09006,0.0,0.1282,19.96,1707.0,142400.0,26870000.0,12.91,0.07938,0.0009894,1675.0,0.003538,0.1397,0.5383,40.05,-116.7,8.615,2.458,3.828,1.132,0.9625,1.398,2.399,0.07362,0.0144,0.3357,-1.743,-1.237,-0.9442,0.2393,0.07029,-0.06221,0.01619,0.03219,0.00758,0.05022,-0.008533,0.0,0.3152,44.69,3547.0,353000.0,68530000.0,0.58307475,0.61693215,0.7161807,0.6639845,0.7027188,0.7133576,0.72623473,0.71626407,0.7275163,0.73531294,0.65107244,0.6019697
482,30.38,0.2407,0.002522,198.8,0.001553,0.05404,0.04562,61.2,50.53,4.286,2.648,2.221,1.981,2.013,2.019,2.064,2.177,1.528,1.667,1.709,1.826,0.2591,0.4103,0.2513,0.1439,0.1121,0.09934,0.09775,0.09889,0.08365,0.0,0.1294,31.86,1999.0,210200.0,25700000.0,19.49,0.1331,0.001213,1644.0,0.003863,0.1535,0.4935,50.26,-112.5,9.592,3.145,2.654,0.9262,1.188,1.771,2.091,-0.4295,-0.2518,-0.4798,-1.101,-0.7996,-0.8893,0.1877,0.1031,-0.03269,0.056,0.0751,0.0119,0.04734,0.03051,0.0,0.3487,50.19,3852.0,322500.0,73500000.0,0.6510416,0.6488328,0.6826896,0.6985241,0.6657158,0.6759844,0.6359967,0.6610075,0.65427786,0.64584875,0.6186795,0.608603
483,7.124,0.07368,0.002399,211.7,0.001589,0.05701,0.051,21.04,51.41,3.508,2.403,2.126,2.275,2.081,1.974,1.999,1.744,1.546,2.084,1.735,1.874,0.06563,0.3218,0.2195,0.1194,0.1108,0.1025,0.09398,0.07938,0.08582,0.0,0.1063,16.53,1498.0,130500.0,25590000.0,10.91,0.06588,0.001261,1659.0,0.004263,0.1677,0.5266,32.54,-109.3,9.246,1.376,3.407,1.146,1.449,1.654,2.556,0.3058,0.214,0.1859,-1.338,-0.4976,-0.9654,0.3921,0.05055,-0.06284,0.03857,0.0467,0.002358,0.01881,0.003169,0.0,0.3542,38.79,2914.0,308800.0,58100000.0,0.67199033,0.6545595,0.6893852,0.6704472,0.6553501,0.6619118,0.6382487,0.63956773,0.5970236,0.61063385,0.60776955,0.6222223
484,19.58,0.2035,0.002371,201.9,0.001578,0.0539,0.03162,44.48,50.58,3.756,2.189,2.274,2.33,2.183,1.72,1.871,1.875,1.59,1.755,1.833,1.683,0.1699,0.3962,0.2186,0.1339,0.1058,0.09805,0.08894,0.08885,0.08428,0.0,0.1332,26.43,1909.0,166400.0,25080000.0,16.17,0.1165,0.00123,1640.0,0.004007,0.1572,0.4995,44.67,-108.9,8.928,2.144,3.696,1.371,0.794,1.219,1.979,-0.4074,0.2326,0.09826,-1.569,-1.297,-0.9225,0.2652,0.06623,-0.06595,0.0202,0.0353,0.01962,0.01902,0.03998,0.0,0.3696,47.33,3573.0,313500.0,66750000.0,0.6786918,0.6117384,0.6148173,0.63295686,0.6504873,0.69579613,0.6856417,0.7287334,0.71445835,0.72853327,0.71366936,0.67987686
485,45.91,0.236,0.0005035,800.5,0.001258,0.04809,0.3618,78.92,478.8,8.083,5.369,2.146,2.759,2.16,1.938,1.584,1.431,1.463,2.276,2.377,2.082,0.4714,0.2375,0.2228,0.1588,0.1213,0.1308,0.1067,0.1255,0.08134,0.0,0.09794,45.3,2267.0,217400.0,39900000.0,17.31,0.08948,0.0001523,598.4,0.0006945,0.02719,0.3821,32.0,-785.4,1.887,2.394,-0.05858,-0.8025,-0.3765,-0.5696,-0.1778,-0.1331,-0.1204,-0.333,-1.176,-1.051,-0.249,0.101,0.06228,-0.01979,0.04669,0.04938,0.01922,0.04283,0.01674,0.0,0.05188,26.74,1564.0,105800.0,27980000.0,0.19626841,0.14250769,0.114784524,0.119583316,0.1345608,0.14514567,0.16267979,0.20225698,0.24326572,0.26068723,0.23958401,0.22323811
486,64.87,0.3291,0.0007228,606.5,0.001289,0.04893,0.08654,120.3,349.9,14.27,5.706,3.773,4.628,2.831,3.253,3.124,4.433,3.163,3.902,3.095,3.213,0.5966,0.3653,0.2747,0.1767,0.152,0.141,0.1307,0.1423,0.1127,0.0,0.1191,56.21,2027.0,244200.0,34660000.0,41.59,0.2162,0.0003232,1409.0,0.001462,0.05847,0.446,82.34,-303.1,5.789,2.844,-1.169,-0.7392,-0.9301,-2.104,-2.471,-2.154,-1.087,-2.031,-2.011,-1.491,-0.5679,0.3652,0.1711,0.04724,0.1094,0.07811,0.02337,0.0462,0.02791,0.0,0.1227,58.38,2847.0,197500.0,52780000.0,0.405494,0.3738791,0.3653243,0.37473577,0.36762628,0.3567862,0.36549464,0.44458428,0.48229292,0.45660657,0.4133686,0.40039054
487,34.95,0.2142,0.0006214,794.0,0.001199,0.04573,0.356,68.66,485.6,8.325,4.813,2.381,2.18,2.201,2.528,1.752,2.688,1.799,2.609,2.791,2.229,0.4511,0.3179,0.1619,0.09949,0.08574,0.09013,0.09193,0.1002,0.1,0.0,0.08864,40.38,2057.0,156200.0,30900000.0,15.03,0.09022,0.0001897,621.2,0.0006542,0.02609,0.5431,30.32,-763.2,2.1,0.3889,-0.465,-0.2596,0.02644,0.01018,-0.4721,-0.8637,-0.1117,-0.488,-1.418,-1.318,-0.3016,0.1594,0.03234,-0.0001955,0.01985,0.01551,0.002808,0.02993,0.01902,0.0,0.05166,24.56,1323.0,83380.0,20870000.0,0.2266945,0.17986588,0.14925228,0.1513478,0.1629441,0.18576138,0.23854284,0.3232521,0.30304283,0.28067556,0.27150333,0.24892423
488,58.11,0.3017,0.0009269,625.9,0.001416,0.05287,0.1013,108.5,353.2,13.44,6.137,3.74,4.144,2.823,3.297,2.738,3.657,2.58,3.922,3.1,2.905,0.548,0.3402,0.2911,0.1855,0.1468,0.1403,0.1287,0.1369,0.1154,0.0,0.1144,50.66,1884.0,231700.0,35250000.0,36.4,0.1929,0.0003813,1419.0,0.001539,0.06058,0.4701,73.29,-303.9,6.544,2.727,-0.6814,-0.5009,-0.972,-1.548,-0.5697,-1.043,-0.6982,-1.893,-3.22,-2.333,-0.6105,0.3659,0.1421,0.06404,0.08247,0.06579,0.01353,0.03587,0.02323,0.0,0.1192,53.6,2768.0,215200.0,51890000.0,0.47957882,0.39180306,0.32938573,0.3150544,0.32775715,0.3714711,0.41625094,0.4892596,0.5348527,0.5700367,0.56332415,0.5381238
489,8.946,0.08437,0.004033,218.7,0.001431,0.04762,0.05345,22.43,84.5,2.343,2.622,1.865,1.878,1.524,1.476,1.468,1.515,1.338,1.339,1.415,1.385,0.09737,0.3017,0.1348,0.1154,0.08998,0.1076,0.1001,0.0974,0.07681,0.0,0.1542,14.41,1197.0,74110.0,14940000.0,18.9,0.134,0.002611,1625.0,0.004487,0.1872,0.604,58.43,-98.55,4.197,0.3469,2.237,2.526,0.8934,0.8266,1.348,-0.6322,-0.05657,0.9644,-1.043,-0.7791,-0.9136,0.2219,-0.00698,-0.03804,-0.0245,-0.0509,-0.07442,-0.06588,-0.05044,0.0,0.5697,57.1,4166.0,354400.0,68400000.0,0.48873094,0.5257233,0.62294626,0.64945865,0.78132164,0.6623755,0.6060646,0.6454678,0.65184563,0.6606709,0.56959045,0.52807057
490,10.51,0.1047,0.003373,207.0,0.001506,0.05229,0.03039,26.08,50.82,2.459,2.578,2.05,1.924,1.778,1.536,1.532,1.469,1.437,1.297,1.153,1.306,0.0828,0.3063,0.2033,0.1462,0.1109,0.1148,0.1027,0.09356,0.09478,0.0,0.1721,17.95,1568.0,115100.0,24630000.0,15.43,0.1084,0.002118,1609.0,0.003916,0.1611,0.6131,50.61,-101.6,4.317,1.713,2.602,2.683,1.793,0.6679,1.09,-0.6946,-0.2498,1.207,-0.8388,-0.8946,-0.9327,0.2776,-0.2294,0.04117,-0.04154,-0.002001,-0.02298,-0.03582,-0.03573,0.0,0.4458,50.73,3424.0,261400.0,49550000.0,0.6079535,0.65751326,0.7561444,0.73386186,0.7984185,0.78983635,0.7229711,0.75455534,0.70159686,0.696084,0.6464432,0.6220117
491,7.422,0.07092,0.003981,209.1,0.001586,0.05172,0.03493,21.05,50.69,2.377,2.203,2.079,1.638,1.801,1.557,1.543,1.547,1.805,1.578,1.292,1.378,0.06347,0.283,0.2066,0.15,0.1198,0.1073,0.1061,0.09016,0.09486,0.0,0.1462,15.12,1406.0,116200.0,24560000.0,13.92,0.09218,0.002318,1595.0,0.003987,0.1599,0.5756,45.46,-101.5,4.391,1.657,2.596,2.418,1.79,0.6308,1.014,-0.4723,0.1418,1.394,-0.6367,-0.6936,-0.9447,0.3322,-0.2167,0.0479,-0.04507,-0.03459,-0.00758,-0.03567,-0.03429,0.0,0.4314,47.82,3182.0,259400.0,47470000.0,0.5889181,0.63132936,0.70131415,0.69630057,0.76356065,0.7462087,0.702995,0.7378181,0.67474353,0.6681932,0.6242362,0.588973
492,8.276,0.09054,0.003313,188.9,0.001355,0.04391,0.04238,22.26,51.34,2.675,2.328,1.856,1.86,1.812,1.649,1.502,1.626,1.354,1.436,1.28,1.324,0.07157,0.2932,0.1722,0.135,0.1152,0.0951,0.09366,0.09337,0.08725,0.0,0.1487,16.36,1355.0,93250.0,19880000.0,16.27,0.1196,0.00219,1605.0,0.004208,0.1733,0.6045,51.87,-98.04,4.184,0.9884,2.216,2.574,1.09,0.7562,1.115,-0.6547,-0.4452,1.346,-0.8735,-0.8632,-0.9298,0.2516,-0.1306,0.008918,-0.03636,-0.03336,-0.05254,-0.05567,-0.03603,0.0,0.4992,53.94,3748.0,301200.0,57760000.0,0.62467194,0.6693784,0.742826,0.70446926,0.7624476,0.75057006,0.70093334,0.67704165,0.6720786,0.7288431,0.67455953,0.6211419
493,9.009,0.08722,0.005594,213.1,0.001686,0.05591,0.05421,22.84,84.79,2.334,2.622,1.867,1.886,1.508,1.484,1.476,1.517,1.323,1.325,1.407,1.384,0.09769,0.3037,0.1354,0.1148,0.09003,0.1082,0.1,0.09584,0.07623,0.0,0.181,14.45,1202.0,74600.0,15040000.0,18.87,0.1346,0.003616,1621.0,0.005277,0.2199,0.6047,58.32,-94.9,4.224,0.3483,2.242,2.534,0.8838,0.8282,1.356,-0.631,-0.0617,0.967,-1.044,-0.779,-0.9135,0.2214,-0.005521,-0.0383,-0.02438,-0.05091,-0.07621,-0.0659,-0.05037,0.0,0.669,57.06,4169.0,355100.0,68540000.0,0.49057347,0.51858675,0.6152326,0.6414769,0.7753896,0.67980826,0.5983262,0.6421397,0.64397043,0.6646816,0.58470964,0.53136104
494,20.74,0.2001,0.004831,199.4,0.001741,0.05799,0.03167,42.13,51.06,2.356,2.543,2.153,2.235,1.719,1.662,1.579,1.535,1.454,1.544,1.486,1.591,0.1797,0.3198,0.1982,0.128,0.1006,0.1076,0.1061,0.09684,0.08663,0.0,0.2052,21.96,1503.0,145200.0,18970000.0,21.47,0.1523,0.00369,1600.0,0.005127,0.215,0.594,63.99,-93.49,4.614,2.155,1.596,1.672,1.205,0.7533,1.171,-0.3804,-0.1583,0.9486,-1.006,-1.076,-0.8862,0.06413,-0.03292,-0.05259,0.008965,0.03373,-0.01591,0.01523,-0.03818,0.0,0.6521,62.25,4677.0,347500.0,74480000.0,0.5612174,0.58076286,0.6547608,0.65955305,0.7005459,0.70221114,0.6510677,0.713888,0.71997875,0.73111135,0.6694882,0.6069342
495,20.5,0.1819,0.005501,202.1,0.001786,0.057,0.03592,42.54,50.94,2.231,2.451,2.202,2.074,1.733,1.632,1.532,1.718,1.718,1.39,1.592,1.47,0.1799,0.3259,0.2059,0.1372,0.1051,0.1057,0.1111,0.09095,0.103,0.0,0.1775,21.25,1426.0,150800.0,18380000.0,21.14,0.1442,0.003887,1589.0,0.005228,0.2156,0.5568,62.68,-92.76,4.671,1.744,1.549,1.559,1.383,0.6747,1.298,-0.1062,0.04365,1.028,-1.087,-1.013,-0.8904,0.1004,-0.01768,-0.04922,-0.01604,0.02074,-0.01017,-0.003425,-0.01941,0.0,0.6536,61.12,4554.0,348100.0,73830000.0,0.5429053,0.5614511,0.6238056,0.62617546,0.6808035,0.66624075,0.63910526,0.70440435,0.69226396,0.70034117,0.6488885,0.5817492
496,8.855,0.09217,0.004695,184.8,0.001526,0.05026,0.05131,22.67,51.76,2.059,2.178,2.226,2.119,1.894,1.623,1.471,1.53,1.388,1.498,1.444,1.281,0.07732,0.2436,0.1672,0.1148,0.09922,0.09134,0.09969,0.1031,0.08469,0.0,0.1897,14.17,1119.0,84240.0,14950000.0,19.04,0.124,0.003603,1617.0,0.005539,0.2311,0.5753,59.72,-89.26,4.406,1.037,1.043,1.318,1.197,0.8041,1.015,-0.8887,-0.6528,0.5644,-0.5343,-0.9309,-0.9159,0.1402,0.01487,-0.05245,0.03142,-0.00269,-0.01963,0.01079,-0.05574,0.0,0.7204,59.77,4464.0,374600.0,73330000.0,0.5637188,0.67587185,0.78087527,0.6580354,0.6437509,0.6049704,0.62607974,0.6286612,0.6112172,0.63005024,0.5554806,0.5355462
497,26.58,0.1596,6.738e-07,443.3,2.73e-05,0.001021,0.03227,31.74,300.6,3.957,2.554,2.15,1.23,1.481,1.152,1.521,0.9778,1.065,0.8896,1.351,0.9006,0.2464,0.2209,0.1312,0.07958,0.08852,0.08966,0.06448,0.06757,0.06261,0.0,0.001124,31.02,1311.0,79220.0,16460000.0,9.312,0.05379,5.86e-08,161.1,3.054e-06,0.0001183,0.9056,9.089,-1027.0,-1.038,-0.3782,-0.2272,-0.2622,-0.1821,0.04082,0.2408,0.0909,0.1393,-0.005965,-0.312,-0.23,-0.09033,0.08022,-0.004366,0.008998,0.01211,0.01108,0.01256,0.0141,0.008898,0.0,0.0001507,11.9,496.8,25980.0,6131000.0,0.34767374,0.2972669,0.28705898,0.3269211,0.39638224,0.44568163,0.43670824,0.46876654,0.5054839,0.53735703,0.4765016,0.3865949
498,60.47,0.31,0.000673,637.7,0.001243,0.048,0.06217,109.7,357.7,10.66,6.265,4.758,4.87,3.633,3.553,3.169,2.906,2.776,3.009,3.633,3.394,0.5638,0.3858,0.2674,0.2294,0.1779,0.1984,0.1748,0.1724,0.1407,0.0,0.1322,52.59,2616.0,296000.0,45030000.0,40.0,0.2044,0.0004098,1429.0,0.001597,0.06414,0.4362,81.36,-301.5,6.115,4.557,-2.485,-2.525,-0.05943,-0.5221,-0.2844,-0.6846,-0.4913,-1.423,-2.82,-1.984,-0.5846,0.1081,0.2476,0.02445,-0.007629,0.157,0.03367,0.08896,0.03375,0.0,0.1512,67.13,4138.0,289300.0,71950000.0,0.32390362,0.31416574,0.34276074,0.37000352,0.3883442,0.38042584,0.37258646,0.4397959,0.51622224,0.55229133,0.48564035,0.38985518
499,67.69,0.3509,0.0006542,554.3,0.001296,0.04936,0.03582,124.0,313.7,10.59,7.097,4.46,5.023,3.308,3.052,2.421,2.622,2.855,2.572,3.714,3.681,0.6145,0.4014,0.3143,0.2639,0.2205,0.1892,0.1963,0.1505,0.1755,0.0,0.131,55.0,2405.0,317700.0,41230000.0,52.94,0.2867,0.0004515,1476.0,0.001681,0.06799,0.4535,107.5,-257.4,4.291,2.907,-2.434,-2.169,-0.9176,-0.2663,0.6105,-0.1365,-0.772,-1.675,-3.05,-2.68,-0.5063,0.1309,0.1727,0.02808,-0.0222,0.108,0.03128,0.07309,0.05931,0.0,0.1666,78.85,4352.0,240700.0,71270000.0,0.34917456,0.31555992,0.33545482,0.37379116,0.37111238,0.3766765,0.36461335,0.40495706,0.46041492,0.5379954,0.50465935,0.43051705
500,35.9,0.1839,0.0006402,838.3,0.00131,0.05153,0.139,64.77,453.4,10.2,4.077,5.403,7.121,2.51,3.358,3.019,3.448,3.334,2.639,2.731,2.824,0.4708,0.3384,0.2365,0.2289,0.1516,0.2172,0.1459,0.179,0.1265,0.0,0.1381,41.56,2616.0,249200.0,43770000.0,23.91,0.123,0.0002522,1310.0,0.001627,0.06455,0.5059,52.02,-418.0,4.193,-1.447,-4.792,-4.435,-0.9585,-2.104,-2.909,-3.012,-1.962,-2.099,-0.1258,-2.143,-0.6026,0.2048,0.1446,-0.01584,0.07868,0.08104,0.03675,0.1677,0.03749,0.0,0.155,47.18,3135.0,253500.0,53940000.0,0.2939432,0.4292442,0.52486825,0.3056268,0.1838883,0.2195912,0.35945055,0.3572981,0.2902619,0.27156514,0.23148161,0.24841353
501,13.49,0.1128,0.0007697,259.0,0.001168,0.04284,0.02686,29.04,84.67,9.065,4.467,2.914,2.503,2.038,1.875,1.635,1.875,1.696,1.594,1.83,1.357,0.1226,0.3279,0.2703,0.1565,0.1283,0.1147,0.09457,0.09847,0.08155,0.0,0.1211,25.85,1869.0,148000.0,28170000.0,11.34,0.07073,0.0004206,1594.0,0.002101,0.08208,0.5817,30.52,-148.2,13.52,7.814,2.751,1.777,0.4623,-0.5189,-0.2891,0.6994,1.369,-0.06426,-1.318,-1.614,-0.9479,0.3139,0.08464,0.1045,0.06849,0.07728,0.04694,0.03148,0.04322,0.0,0.1659,34.47,2585.0,251400.0,49440000.0,0.72793895,0.7001428,0.7237117,0.71577007,0.7134375,0.67013806,0.65699565,0.69764656,0.7551248,0.7894375,0.768482,0.7567055
502,13.13,0.1095,0.001476,246.0,0.001179,0.04299,0.04227,30.29,72.14,12.57,4.984,2.777,3.501,2.738,1.913,2.138,2.167,1.949,1.612,1.69,1.582,0.1141,0.3319,0.2535,0.146,0.1236,0.1054,0.09504,0.097,0.07888,0.0,0.1277,25.03,1886.0,160000.0,30870000.0,10.53,0.0703,0.0005713,1612.0,0.001984,0.07774,0.5653,29.29,-151.3,17.52,5.336,3.197,2.396,1.185,-0.7795,-1.639,0.9572,0.811,-0.2437,-1.012,-1.711,-0.955,0.3601,0.07797,0.1081,0.04765,0.05617,0.02733,0.04081,0.03545,0.0,0.1552,30.01,2076.0,194300.0,37470000.0,0.7377859,0.71333987,0.7408506,0.759346,0.7664347,0.7456305,0.68255806,0.68823653,0.70417094,0.7429979,0.73399067,0.749112
503,15.87,0.1174,0.00461,232.2,0.00179,0.06149,0.04645,29.93,56.71,10.85,4.512,2.579,2.553,2.124,1.892,1.765,1.957,1.771,1.597,1.55,1.631,0.11,0.3291,0.2467,0.1434,0.136,0.1058,0.0893,0.08622,0.07548,0.0,0.1648,26.2,1959.0,158100.0,29890000.0,9.765,0.05832,0.001635,1592.0,0.002533,0.09722,0.6199,26.16,-146.3,14.95,6.838,2.784,2.378,1.118,-0.2701,-0.5754,0.7062,0.7988,-0.6254,-1.052,-1.154,-0.9581,0.2726,0.05352,0.1175,0.04884,0.07035,0.04712,0.04483,0.03192,0.0,0.1885,31.14,2332.0,216800.0,42110000.0,0.781251,0.7535288,0.7743198,0.7930351,0.79741603,0.7631904,0.6896123,0.6844144,0.71330094,0.757352,0.7600848,0.7700014
