,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
271,15.7,0.135,0.006164,204.0,0.002084,0.07746,0.06395,31.95,52.6,4.362,3.551,2.865,2.674,2.429,2.154,1.879,1.674,1.618,1.645,1.571,1.645,0.1266,0.2951,0.2488,0.1841,0.1366,0.1161,0.13,0.135,0.1059,0.0,0.2786,18.17,1272.0,100500.0,17230000.0,24.35,0.158,0.006418,1587.0,0.006548,0.2726,0.4775,63.95,-86.2,4.995,0.8561,-0.1169,-0.8483,0.1279,-0.4727,0.3145,0.1756,-0.3057,-0.25,-0.8591,-0.5372,-0.8954,0.3411,-0.08237,0.04729,0.0577,0.02055,0.01772,0.07001,0.03054,0.0,0.839,56.98,3722.0,299400.0,58080000.0,0.5386534,0.5021061,0.516959,0.5152277,0.515926,0.4950929,0.5072004,0.5562474,0.5271938,0.5384149,0.51909274,0.50165296
272,16.34,0.1394,0.005853,201.8,0.001791,0.0639,0.04676,33.77,51.75,3.565,3.242,3.13,2.02,2.228,2.203,1.67,1.633,1.707,1.749,1.507,1.38,0.1396,0.3183,0.2577,0.1923,0.1441,0.1234,0.1055,0.1226,0.1051,0.0,0.2293,16.68,1282.0,100300.0,16860000.0,29.31,0.2122,0.006186,1624.0,0.00661,0.2798,0.5367,76.14,-82.27,3.256,0.2733,1.081,-1.158,0.4315,-0.3658,0.03006,-0.1239,-0.2382,0.3448,-1.085,-0.189,-0.8608,0.3585,-0.1493,-0.04977,0.00275,0.02341,0.001306,0.06209,0.02759,0.0,0.9252,61.21,3848.0,292100.0,58270000.0,0.59631974,0.5035882,0.5409635,0.5209256,0.5123385,0.4910728,0.513068,0.61690813,0.5379259,0.51629215,0.48776877,0.5152139
273,29.51,0.1698,0.00301,807.3,0.002141,0.08394,0.2972,57.06,500.0,8.59,4.914,2.959,2.635,2.079,2.07,1.979,1.95,2.117,2.645,2.662,1.693,0.4546,0.3448,0.1744,0.1556,0.1297,0.147,0.103,0.1377,0.09958,0.0,0.1943,36.04,1688.0,133600.0,24270000.0,16.25,0.09191,0.001269,711.1,0.001245,0.05022,0.4173,32.83,-700.7,0.7664,-2.095,-1.004,-0.1471,-0.6983,0.4847,-0.6671,-0.4635,-0.8705,-1.535,-1.597,-0.6827,-0.3697,0.2516,-0.02094,0.06521,0.01649,0.01092,0.01796,0.0613,0.03803,0.0,0.1159,26.32,1248.0,90630.0,18290000.0,0.3136199,0.27109313,0.1934861,0.16531748,0.1645748,0.16572563,0.18902886,0.24625994,0.24335928,0.22502342,0.2815795,0.30384225
274,34.72,0.2164,0.003476,599.2,0.002629,0.1003,0.06065,66.28,343.0,9.504,7.085,4.792,5.318,3.332,3.734,2.717,3.272,3.381,3.855,3.555,3.317,0.3936,0.34,0.2489,0.262,0.1806,0.163,0.1891,0.1792,0.1568,0.0,0.2251,35.98,1703.0,146200.0,23450000.0,31.37,0.1831,0.002363,1427.0,0.002859,0.1138,0.533,64.99,-272.5,0.9251,-3.808,-3.43,-0.594,-0.4514,-0.1678,-1.228,-1.32,-1.88,-2.268,-2.516,-1.332,-0.7108,0.4586,-0.05647,0.1209,0.02224,0.02272,-0.01897,0.1449,0.08118,0.0,0.2578,53.24,2639.0,177900.0,37520000.0,0.45699123,0.39875948,0.31481132,0.28686166,0.2983004,0.30541685,0.3261485,0.3976463,0.39758158,0.37348884,0.42945296,0.46473193
275,28.94,0.1674,0.003299,726.4,0.002607,0.1003,0.1558,55.14,424.5,7.708,8.194,5.139,5.977,3.618,3.092,2.922,3.08,3.384,3.449,3.261,3.142,0.4263,0.3277,0.252,0.2173,0.1905,0.1557,0.2092,0.1775,0.1355,0.0,0.223,34.28,1752.0,151400.0,26200000.0,23.39,0.1237,0.002092,1313.0,0.002775,0.1095,0.5354,48.53,-362.2,2.225,-1.709,-4.615,-1.907,-0.6055,0.5041,-0.8653,-0.7669,-1.2,-2.373,-1.948,-1.348,-0.6756,0.4171,-0.01742,0.1849,0.08352,0.006427,0.01508,0.1516,0.05808,0.0,0.2427,44.26,2347.0,180100.0,34370000.0,0.3566605,0.34639242,0.31228712,0.2942097,0.2993892,0.28379312,0.29739583,0.33091685,0.3083924,0.30446494,0.33118615,0.32307246
276,38.27,0.2423,0.003236,838.5,0.00243,0.09359,0.1451,74.26,490.4,9.236,8.079,3.981,3.699,2.747,2.3,2.229,3.029,2.577,3.543,3.217,2.433,0.4633,0.3569,0.2419,0.2092,0.1637,0.145,0.1617,0.1681,0.1407,0.0,0.2229,43.94,2224.0,176700.0,29970000.0,27.23,0.1688,0.001637,1118.0,0.002297,0.09267,0.5983,57.65,-483.3,2.108,-2.09,-2.859,-1.034,-0.3996,0.4453,-0.9872,-1.809,-1.24,-0.5786,-2.487,-0.7263,-0.4985,0.2556,-0.02882,0.07466,0.00714,0.01263,-0.02292,0.1241,0.08405,0.0,0.2294,44.77,2363.0,135900.0,33580000.0,0.3488063,0.2745621,0.2391931,0.24167334,0.26775023,0.28119972,0.34759197,0.42209542,0.33602858,0.29867256,0.31455418,0.32697877
277,20.28,0.202,0.002632,442.7,0.001671,0.06156,0.02704,45.26,269.0,3.018,6.074,3.392,2.097,2.143,1.746,1.971,1.659,1.391,1.358,1.482,1.22,0.2674,0.2626,0.136,0.1142,0.0951,0.08928,0.09766,0.1094,0.09089,0.0,0.1981,31.16,1890.0,114600.0,21090000.0,19.09,0.1452,0.002136,1413.0,0.002824,0.1182,0.5753,54.37,-189.4,2.094,7.805,3.5,0.9002,2.126,0.9949,-0.747,-1.281,-0.3779,-0.6953,-0.8833,-0.5342,-0.8232,0.05563,-0.2269,-0.01609,-0.04622,0.02258,0.05129,0.08494,0.05711,0.0,0.3272,58.07,4016.0,235800.0,54270000.0,0.6699119,0.64644235,0.6853072,0.75279063,0.7919746,0.7822825,0.744988,0.72340685,0.72197044,0.69209033,0.6713811,0.6904573
278,16.41,0.1685,0.002334,197.9,0.001403,0.04906,0.01769,37.65,51.68,2.697,5.215,2.431,2.096,1.825,1.729,2.042,1.839,1.446,1.455,1.434,1.201,0.1158,0.3043,0.1231,0.135,0.09115,0.0811,0.08602,0.0973,0.08325,0.0,0.1626,22.94,1537.0,84660.0,17980000.0,20.44,0.1513,0.002161,1543.0,0.003124,0.1318,0.584,60.5,-105.8,3.285,4.283,1.505,0.5405,1.63,0.8862,-0.02171,-0.6675,-0.3849,-0.5708,-0.6598,-0.7715,-0.8978,0.1806,-0.271,0.04522,-0.05768,0.01435,0.02444,0.04273,0.01716,0.0,0.3955,59.64,3890.0,240600.0,50940000.0,0.7159409,0.64147097,0.62484866,0.7121614,0.76816344,0.75391734,0.7685778,0.7367805,0.6975758,0.6799995,0.68191993,0.7046915
279,11.88,0.1397,0.001907,184.2,0.00113,0.04053,0.02263,28.88,50.93,2.555,2.561,1.724,1.714,1.658,1.637,1.699,1.675,1.291,1.255,1.281,1.14,0.09615,0.3016,0.1391,0.1275,0.09277,0.07437,0.07545,0.07541,0.07135,0.0,0.1682,19.1,1466.0,85540.0,18400000.0,19.68,0.1428,0.002242,1548.0,0.003962,0.1689,0.5379,60.71,-95.72,3.455,2.48,1.311,0.943,1.398,0.3051,-0.05536,-1.13,-0.9614,-1.111,-0.6328,-0.8988,-0.9006,0.1344,-0.2036,-0.003241,-0.04174,0.02279,0.009022,0.02221,-0.01063,0.0,0.549,61.11,4220.0,287600.0,59330000.0,0.74850273,0.6936626,0.6314523,0.6624058,0.71929735,0.71943754,0.701721,0.68902415,0.720113,0.6954811,0.72946715,0.7651526
280,15.92,0.18,0.002311,195.1,0.001441,0.05309,0.02775,38.13,50.94,2.736,4.596,2.192,2.074,1.774,1.816,1.879,1.721,1.541,1.488,1.383,1.187,0.1215,0.3017,0.1283,0.1272,0.09472,0.1119,0.1016,0.09718,0.09169,0.0,0.1955,22.82,1462.0,89910.0,15880000.0,22.22,0.1724,0.002263,1561.0,0.003416,0.1451,0.5442,65.65,-103.2,3.116,4.534,1.731,0.7305,1.411,0.1706,-0.4728,-1.48,-0.575,-0.6473,-0.4858,-0.4879,-0.878,0.08384,-0.2451,0.00775,-0.04274,-0.003369,0.04832,0.04531,-0.00322,0.0,0.4552,64.28,4361.0,267400.0,58920000.0,0.68699735,0.6251154,0.67173994,0.7503753,0.78001326,0.7468129,0.70420027,0.67725515,0.66185135,0.634095,0.67624354,0.7464423
281,19.96,0.1981,0.002626,441.1,0.001684,0.06194,0.02661,44.84,269.1,3.116,6.052,3.38,2.088,2.152,1.735,1.974,1.654,1.384,1.319,1.439,1.204,0.2666,0.2604,0.1439,0.1113,0.09675,0.08949,0.09769,0.1092,0.09091,0.0,0.1997,30.81,1879.0,116800.0,21220000.0,18.8,0.1408,0.00216,1412.0,0.002865,0.1197,0.5753,54.1,-189.0,2.219,7.698,3.496,0.9615,2.093,1.025,-0.681,-1.228,-0.3553,-0.6999,-0.9237,-0.5331,-0.8257,0.05263,-0.2163,-0.01955,-0.03977,0.01971,0.05153,0.08363,0.05654,0.0,0.3317,57.93,4043.0,243000.0,55440000.0,0.66635144,0.6432876,0.6818692,0.750557,0.7924377,0.7847701,0.7483144,0.7243148,0.71913755,0.69024736,0.66875625,0.6859738
282,22.29,0.2271,0.002554,191.2,0.001497,0.05243,0.02671,49.89,51.25,2.976,4.404,2.268,2.058,1.751,1.755,1.885,1.72,1.557,1.421,1.468,1.268,0.1885,0.3428,0.1784,0.1133,0.1049,0.08005,0.08984,0.09455,0.08772,0.0,0.1811,25.65,1592.0,129700.0,16070000.0,25.4,0.1944,0.002605,1548.0,0.003527,0.1507,0.5636,71.9,-101.5,4.132,3.699,1.01,0.4367,1.189,0.4599,-0.07691,-0.5002,0.01187,-0.6974,-0.8916,-0.7522,-0.8551,0.0686,-0.1527,-0.007213,-0.001383,0.02036,0.03307,0.03059,0.01341,0.0,0.4801,66.36,4595.0,280100.0,65560000.0,0.6504851,0.5681348,0.59838593,0.68352526,0.7175307,0.7119203,0.71211666,0.67862725,0.6574599,0.65792334,0.69534266,0.6858978
283,17.08,0.2045,0.001923,178.4,0.001169,0.04038,0.02432,37.5,50.89,2.647,2.59,1.895,1.805,1.857,1.651,1.703,1.696,1.449,1.239,1.451,1.263,0.1434,0.3416,0.1434,0.1016,0.09477,0.07944,0.08274,0.08086,0.07626,0.0,0.1701,21.12,1481.0,93300.0,12960000.0,25.39,0.2002,0.002825,1552.0,0.00441,0.1911,0.5021,72.65,-92.0,3.744,1.76,0.6422,0.7694,1.116,0.2171,-0.2409,-1.182,-0.6938,-1.348,-0.9978,-0.8724,-0.8621,0.04954,-0.0956,-0.01761,-0.006876,0.02977,0.01597,0.01066,-0.00662,0.0,0.6573,67.6,4818.0,312600.0,69560000.0,0.734343,0.6549145,0.58392566,0.57176304,0.6011856,0.61439246,0.6117636,0.596772,0.64261234,0.65921456,0.68424934,0.7398516
284,17.17,0.1829,0.002317,189.6,0.001445,0.0536,0.02895,40.76,50.93,2.783,3.923,2.043,2.016,1.815,1.752,1.869,1.645,1.622,1.505,1.354,1.182,0.1412,0.2984,0.1431,0.1099,0.09545,0.1058,0.1058,0.1008,0.09164,0.0,0.2029,22.17,1402.0,99160.0,14320000.0,22.51,0.1713,0.002476,1560.0,0.003692,0.1573,0.5439,66.89,-100.7,3.586,4.185,1.546,0.7333,1.291,0.03987,-0.3778,-1.321,-0.3753,-0.7449,-0.7329,-0.6178,-0.8754,0.05344,-0.2006,-0.002392,-0.02141,-0.003699,0.0625,0.04375,-0.008317,0.0,0.4977,65.44,4573.0,291000.0,64280000.0,0.73490316,0.6494097,0.5969768,0.65055454,0.72394675,0.74827266,0.7232563,0.6869351,0.6745602,0.66130006,0.6500524,0.6988629
285,26.51,0.1484,0.0001052,404.4,0.0004754,0.01818,0.4586,20.99,260.4,5.558,1.071,0.6465,1.594,0.9609,0.863,0.614,0.6214,0.4551,0.3879,0.5065,0.3149,0.2292,0.1063,0.1106,0.05445,0.04316,0.0442,0.03407,0.0466,0.02979,0.0,0.03199,25.45,1120.0,108200.0,22020000.0,5.122,0.0289,1.829e-05,114.6,0.0001044,0.004057,0.5636,4.161,-1072.0,0.7975,-0.04785,0.01539,0.2987,-0.2162,0.05816,0.06436,0.02624,0.02385,0.003386,-0.07761,-0.04296,-0.04333,0.02366,0.02273,-0.001472,0.0006023,-0.006625,-0.0004643,0.006872,0.004404,0.0,0.007092,6.039,297.5,18060.0,5473000.0,0.1341338,0.12817855,0.1316614,0.15723826,0.16524853,0.16635777,0.15571725,0.1512318,0.15015507,0.15230888,0.14841974,0.13827848
286,61.32,0.3077,0.0004455,763.1,0.001227,0.04731,0.1584,113.8,457.2,11.6,6.305,4.169,4.425,3.526,2.749,2.236,3.463,2.514,2.839,2.885,2.166,0.5864,0.3713,0.3235,0.2205,0.1677,0.1736,0.1622,0.148,0.1185,0.0,0.1186,55.56,2235.0,284000.0,45090000.0,35.28,0.1823,0.0003041,1129.0,0.001215,0.04913,0.566,71.4,-449.4,6.771,1.183,-1.343,-0.3523,-0.569,-1.158,-0.6134,-0.6883,0.6698,-1.231,-1.597,-1.037,-0.4548,0.2564,0.1591,-0.02145,0.02566,0.03739,0.03247,0.04881,0.05075,0.0,0.1139,48.91,2481.0,185600.0,49110000.0,0.3947438,0.31269884,0.30077636,0.33379132,0.35978875,0.40228966,0.4093643,0.41210815,0.38493422,0.3910249,0.4389222,0.4556041
287,59.86,0.305,0.0006236,671.7,0.001381,0.05266,0.05312,111.8,389.5,11.67,7.356,4.373,4.619,3.674,3.477,3.092,3.974,3.007,3.601,3.686,2.737,0.5718,0.4206,0.2999,0.236,0.2068,0.1905,0.1707,0.131,0.1473,0.0,0.1293,54.34,2113.0,217300.0,32570000.0,43.14,0.2306,0.0004933,1315.0,0.001514,0.06101,0.4796,83.76,-344.1,3.643,-4.28,-3.954,-1.315,-1.926,-2.519,-1.281,-3.08,-0.8894,-3.814,-3.137,-1.364,-0.5322,0.4501,0.07227,-0.03965,0.03544,0.06385,0.01983,0.04362,0.1032,0.0,0.1415,56.49,2392.0,138100.0,41270000.0,0.45152733,0.33067048,0.29732087,0.26420397,0.24660976,0.27486917,0.31518093,0.34013286,0.39073592,0.40040654,0.48260024,0.53492945
288,40.19,0.2126,0.0004626,822.8,0.001183,0.04517,0.2355,75.59,493.8,12.52,7.244,3.709,3.755,2.257,2.596,2.006,2.087,2.04,2.702,2.393,2.163,0.505,0.3762,0.2776,0.1734,0.1357,0.1122,0.1205,0.1304,0.1119,0.0,0.09155,40.82,1981.0,199800.0,37980000.0,17.29,0.09171,0.0001983,774.1,0.0008054,0.03189,0.6716,34.15,-672.7,5.521,-1.132,-0.4351,0.3173,-0.126,-1.125,0.02008,-0.2816,0.4741,-0.9528,-0.9015,-0.8542,-0.3831,0.2454,0.05151,0.01903,0.04291,0.01116,0.03463,0.03903,0.04208,0.0,0.0606,25.26,1254.0,98650.0,24350000.0,0.29762492,0.25519598,0.2548618,0.26592475,0.29234475,0.3179333,0.33054954,0.35037738,0.3684245,0.371163,0.36571473,0.33685693
289,20.13,0.1855,0.001428,257.3,0.001011,0.03962,0.06281,40.37,83.93,3.932,4.107,2.281,2.291,2.018,2.378,1.725,1.467,1.487,1.41,1.46,1.54,0.1587,0.2758,0.1683,0.1207,0.1069,0.09106,0.1241,0.1106,0.1178,0.0,0.1625,19.05,1233.0,76300.0,15830000.0,26.98,0.2095,0.0009737,1661.0,0.002264,0.09799,0.6059,73.7,-112.6,0.6669,0.9055,0.911,-0.7528,0.1295,-1.08,-0.3881,-0.5565,-0.9215,0.1014,0.4281,0.3091,-0.8497,0.2194,-0.2334,0.03718,-0.1027,0.01431,-0.00837,0.07441,-0.05092,0.0,0.3389,63.28,3918.0,253200.0,51270000.0,0.5161398,0.6143702,0.65538335,0.75355095,0.88505274,0.77648765,0.6029013,0.55278665,0.55372244,0.5658289,0.49803534,0.47366753
290,22.33,0.1951,0.001591,229.6,0.001161,0.04395,0.03975,49.44,54.29,8.74,4.383,3.333,2.472,2.119,2.051,1.895,1.88,1.848,1.946,2.002,1.609,0.1784,0.3277,0.2521,0.1935,0.1421,0.1068,0.101,0.09653,0.1004,0.0,0.1418,30.25,2002.0,171400.0,27280000.0,15.59,0.1139,0.0008835,1543.0,0.001932,0.07942,0.5824,45.9,-138.4,8.46,4.122,2.267,0.9768,-0.02282,1.028,0.7081,0.1916,-0.4715,-0.04857,0.06946,-0.06729,-0.9075,0.04761,-0.1005,0.04349,-0.008202,0.01479,-0.001178,0.08075,0.0322,0.0,0.1854,50.26,3900.0,298600.0,64290000.0,0.66877556,0.72653836,0.7815019,0.82019967,0.8488206,0.8541103,0.76976746,0.719813,0.7062198,0.70992154,0.655128,0.6189535
291,16.59,0.1618,0.002015,213.2,0.001249,0.04566,0.07825,38.22,52.82,4.245,4.35,2.75,2.143,1.888,2.07,1.784,1.719,1.819,1.822,1.597,1.423,0.1321,0.3359,0.2024,0.1602,0.1414,0.1136,0.1092,0.09015,0.09186,0.0,0.1551,21.89,1528.0,116600.0,17040000.0,21.67,0.1607,0.001237,1579.0,0.002147,0.08981,0.6073,65.3,-118.8,4.461,-0.5562,0.4827,1.177,0.2027,0.5994,0.296,0.3388,-0.4612,0.0333,0.06344,-0.141,-0.8804,0.01571,-0.03155,0.07622,-0.08333,0.01822,-0.07981,0.0238,-0.004818,0.0,0.273,62.29,4704.0,344000.0,71360000.0,0.57380676,0.6565382,0.6297049,0.6564278,0.81058705,0.71067685,0.6274519,0.62066454,0.64959633,0.6824539,0.5931923,0.5496654
292,18.57,0.1762,0.001759,201.5,0.001098,0.04034,0.04997,41.3,52.13,5.079,3.852,2.916,2.587,2.145,2.1,2.009,1.611,2.836,1.94,1.894,1.602,0.1386,0.3585,0.2281,0.175,0.1272,0.1173,0.1327,0.1227,0.1247,0.0,0.1642,22.51,1598.0,107700.0,20560000.0,23.0,0.1794,0.001048,1573.0,0.00207,0.08627,0.5943,65.97,-120.4,2.872,-0.3184,2.402,1.907,2.05,0.3715,-0.6545,-0.1806,1.135,0.5042,-1.047,-0.3223,-0.8746,0.1955,-0.1309,-0.01966,-0.07826,-0.002508,-0.06401,0.05124,-0.0667,0.0,0.2604,58.43,4025.0,293700.0,59910000.0,0.56083226,0.6006218,0.63960916,0.6349211,0.7303583,0.6502438,0.5896116,0.6282376,0.61930287,0.73935825,0.6318682,0.5328523
293,20.24,0.1836,0.002059,257.1,0.001219,0.04767,0.06021,40.34,84.26,3.925,4.123,2.285,2.285,2.019,2.363,1.722,1.464,1.489,1.414,1.461,1.547,0.1591,0.2745,0.1696,0.1189,0.1071,0.09125,0.1241,0.112,0.1181,0.0,0.1949,19.03,1227.0,77330.0,15810000.0,26.97,0.2087,0.00141,1662.0,0.002724,0.1178,0.5974,73.73,-108.4,0.6815,0.896,0.9236,-0.7584,0.1278,-1.082,-0.3834,-0.5499,-0.9232,0.1046,0.4259,0.3077,-0.8499,0.22,-0.2333,0.03747,-0.1033,0.01476,-0.009417,0.0744,-0.0505,0.0,0.4071,63.25,3919.0,253800.0,51340000.0,0.5173175,0.61572206,0.6569269,0.7560619,0.8863629,0.7762977,0.6032192,0.5525487,0.55539554,0.5658073,0.49727005,0.4737637
294,20.99,0.1778,0.002602,227.3,0.0015,0.05718,0.05122,42.29,52.91,5.482,4.258,2.71,2.998,2.162,2.663,1.927,2.092,2.087,2.074,1.973,1.847,0.1539,0.358,0.2236,0.1677,0.131,0.1238,0.1245,0.121,0.1405,0.0,0.197,21.44,1384.0,117400.0,18910000.0,25.01,0.179,0.00225,1580.0,0.00311,0.1303,0.5126,65.6,-111.9,1.471,1.918,1.277,-0.4971,0.8674,1.41,0.2871,-0.4683,-0.1504,0.6256,-0.7412,0.09932,-0.8692,0.2309,-0.1873,-0.003303,-0.04714,0.003451,-0.05316,0.0552,0.0668,0.0,0.3741,60.69,4021.0,287100.0,59630000.0,0.50049525,0.5437277,0.59463364,0.6454774,0.6757062,0.659781,0.6360101,0.6592591,0.60138685,0.60564834,0.5492951,0.47794983
295,15.11,0.1411,0.003067,203.7,0.001602,0.0606,0.03943,33.59,52.39,4.301,3.824,2.659,2.289,1.93,2.133,1.883,1.912,1.797,1.873,1.608,1.556,0.1095,0.3593,0.1957,0.1492,0.1366,0.1141,0.1029,0.1005,0.1016,0.0,0.2174,18.65,1408.0,93710.0,16530000.0,23.93,0.1687,0.002365,1575.0,0.00316,0.1325,0.5432,67.02,-107.0,3.029,-1.265,0.07068,0.3675,0.4345,0.8664,0.3501,-0.05892,-0.2948,0.2152,-0.5531,-0.1571,-0.881,0.1577,-0.04161,0.03933,-0.07688,0.04306,-0.05319,0.03467,0.01915,0.0,0.4182,61.49,4334.0,327300.0,65440000.0,0.53614706,0.5704485,0.5332847,0.617025,0.69586605,0.6057315,0.6059439,0.5995132,0.6336724,0.6157494,0.5304762,0.5122488
296,16.13,0.1487,0.002727,205.7,0.001366,0.05143,0.04395,35.27,51.28,3.7,3.459,2.657,2.838,2.226,2.247,2.157,1.911,2.125,2.09,1.951,1.765,0.1297,0.3365,0.2167,0.162,0.1455,0.1286,0.1283,0.1293,0.1544,0.0,0.2034,18.25,1296.0,85090.0,15140000.0,28.57,0.2127,0.002355,1586.0,0.003184,0.1346,0.5694,76.25,-103.5,0.6304,-1.044,1.124,0.3051,1.681,0.7061,0.33,-0.3154,0.06724,0.2812,-1.183,-0.4237,-0.8524,0.3069,-0.154,-0.01375,-0.07844,0.01413,-0.05711,0.0258,-0.01875,0.0,0.4408,62.44,3906.0,275000.0,55770000.0,0.50880444,0.53137606,0.5633525,0.5617719,0.62044805,0.54677016,0.523986,0.5782768,0.5305972,0.58720934,0.5220386,0.4916485
297,19.95,0.101,9.624e-08,572.4,9.784e-06,0.0003728,0.4157,27.17,337.6,4.639,1.792,2.25,2.703,3.37,2.684,1.387,1.149,0.7761,1.043,1.188,1.189,0.3752,0.2541,0.14,0.08995,0.07179,0.05155,0.04705,0.04756,0.04732,0.0,0.0005148,24.77,1350.0,134400.0,24420000.0,5.135,0.02572,1.867e-08,262.5,2.369e-06,9.417e-05,0.4825,6.195,-987.6,1.459,0.06954,-0.6752,-1.048,-1.376,-1.052,-0.1618,0.3098,0.02544,-0.06066,-0.1262,-0.2057,-0.1662,0.109,0.06028,0.03117,0.01855,0.01576,0.01465,0.01462,0.0122,0.0,0.0001166,9.51,575.2,56050.0,10960000.0,0.094013475,0.09825833,0.14216928,0.16280104,0.17076796,0.16781226,0.16258071,0.16058667,0.15386744,0.15274057,0.15618783,0.11675167
298,30.55,0.1735,0.001102,775.9,0.001397,0.05575,0.1353,59.79,454.2,7.888,6.351,3.401,4.0,2.378,2.458,2.297,2.99,2.747,2.587,3.155,2.896,0.4177,0.3385,0.2624,0.1923,0.1546,0.1484,0.1379,0.1432,0.1534,0.0,0.1562,35.26,1417.0,112900.0,19570000.0,30.46,0.1815,0.0006936,1179.0,0.001223,0.05022,0.597,62.16,-425.5,-3.892,-4.105,-2.584,-3.252,-0.3137,0.2241,-1.049,-1.96,-0.9883,-0.1447,-1.776,-0.5363,-0.572,0.4759,-0.1879,0.07326,0.02541,0.04271,-0.03579,0.07646,0.1299,0.0,0.1379,45.48,1783.0,117300.0,23180000.0,0.21766336,0.23553088,0.26941633,0.30614907,0.34351468,0.33672717,0.37821963,0.44348153,0.3792656,0.3415421,0.30105218,0.22997856
299,19.84,0.1227,0.000847,819.4,0.001318,0.05155,0.1541,41.86,461.8,7.059,6.353,3.791,4.758,2.239,2.692,2.15,2.739,2.735,3.295,3.33,2.9,0.4244,0.3675,0.2851,0.2127,0.1591,0.149,0.1601,0.1541,0.14,0.0,0.1249,27.24,1177.0,99210.0,17870000.0,21.5,0.1264,0.0004212,1153.0,0.001004,0.03981,0.6581,45.53,-468.3,-0.08638,-4.498,-2.213,-3.325,-0.000189,0.8778,-0.009594,-1.685,-0.7497,-0.355,-1.983,-0.2274,-0.6101,0.5099,-0.2107,0.09233,0.03486,0.06787,0.04025,0.09831,0.1089,0.0,0.09665,33.83,1254.0,95160.0,16960000.0,0.25482318,0.28113276,0.2782551,0.27615952,0.3140494,0.27807245,0.280052,0.30730617,0.30151874,0.3073502,0.27958286,0.25030828
300,31.38,0.166,0.0008933,759.1,0.001291,0.05103,0.1187,63.45,432.0,8.19,5.695,4.848,4.787,2.831,2.411,2.72,2.932,3.033,3.049,3.418,2.783,0.4311,0.3568,0.2976,0.2193,0.1726,0.183,0.1482,0.1566,0.1401,0.0,0.1333,34.35,1403.0,117200.0,19880000.0,28.1,0.1575,0.000602,1269.0,0.001196,0.04847,0.6164,60.68,-393.9,-0.06734,-4.04,-3.102,-3.565,-0.8992,-0.1536,0.4496,-1.786,-1.884,-0.8887,-2.45,-1.151,-0.6243,0.5241,-0.1834,0.09057,0.01847,0.05126,-0.03318,0.044,0.1208,0.0,0.1237,42.03,1613.0,107000.0,21750000.0,0.3739701,0.30945936,0.2679938,0.2830489,0.30536258,0.3117084,0.30199486,0.312918,0.28255787,0.30074292,0.3400835,0.39488235
