,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.2945932388305663,0.1692754491128472,0.0038089752197265625,0.0007409461346662595,4.692680899768591,0.3010121430917521,poly,"{'C': np.float64(4.692680899768591), 'gamma': np.float64(0.3010121430917521), 'kernel': 'poly'}",0.3764705882352941,0.36220472440944884,0.3543307086614173,0.33858267716535434,0.3937007874015748,0.3650578971746179,0.01884046241770354,6
1,2.978402280807495,0.36853498208525304,0.004796648025512695,0.0022296340240152675,15.127241738646855,0.09084469696321254,linear,"{'C': np.float64(15.127241738646855), 'gamma': np.float64(0.09084469696321254), 'kernel': 'linear'}",0.39215686274509803,0.3700787401574803,0.4015748031496063,0.4094488188976378,0.38976377952755903,0.3926046008954763,0.013265574590402394,2
2,0.33661398887634275,0.047210243346159586,0.0065841197967529295,0.0018781503153904435,1.695962919146052,0.005983876860868068,sigmoid,"{'C': np.float64(1.695962919146052), 'gamma': np.float64(0.005983876860868068), 'kernel': 'sigmoid'}",0.35294117647058826,0.35039370078740156,0.3425196850393701,0.41338582677165353,0.3543307086614173,0.3627142195460861,0.025663288218609536,7
3,0.13496546745300292,0.00864655986276111,0.004236078262329102,0.0003926747367820863,4.060281833137908,0.015416196746656105,poly,"{'C': np.float64(4.060281833137908), 'gamma': np.float64(0.015416196746656105), 'kernel': 'poly'}",0.30196078431372547,0.30708661417322836,0.28346456692913385,0.2992125984251969,0.32677165354330706,0.3036992434769183,0.01397429601505207,8
4,0.23822574615478515,0.03506245739762866,0.00578761100769043,0.00039549504581608036,0.20799307999138622,0.3503557475158312,sigmoid,"{'C': np.float64(0.20799307999138622), 'gamma': np.float64(0.3503557475158312), 'kernel': 'sigmoid'}",0.23137254901960785,0.2952755905511811,0.29133858267716534,0.2952755905511811,0.28346456692913385,0.2793453759456538,0.024371049793128836,9
5,0.24363012313842775,0.056017599817338865,0.007570505142211914,0.0025742827128538447,27.89575528819812,7.790692366582295e-05,sigmoid,"{'C': np.float64(27.89575528819812), 'gamma': np.float64(7.790692366582295e-05), 'kernel': 'sigmoid'}",0.3607843137254902,0.38976377952755903,0.33070866141732286,0.4015748031496063,0.35039370078740156,0.366645051721476,0.025862876542779203,5
6,0.8502418518066406,0.1403336033271322,0.0051976203918457035,0.002636786679621092,2.0261142283225704,0.03627537294604771,linear,"{'C': np.float64(2.0261142283225704), 'gamma': np.float64(0.03627537294604771), 'kernel': 'linear'}",0.3764705882352941,0.40551181102362205,0.4015748031496063,0.42913385826771655,0.3858267716535433,0.39970356646595645,0.018087100479827516,1
7,0.12219481468200684,0.024523457410899677,0.004799604415893555,0.0019377997822996468,0.07091389794469839,0.002333252359832339,poly,"{'C': np.float64(0.07091389794469839), 'gamma': np.float64(0.002333252359832339), 'kernel': 'poly'}",0.2784313725490196,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.2795275590551181,0.27694611702948896,0.0016960249525237994,10
8,0.4597476482391357,0.0512628434513077,0.0063969135284423825,0.002333974651699295,9.463708738997987,0.015023452872733867,sigmoid,"{'C': np.float64(9.463708738997987), 'gamma': np.float64(0.015023452872733867), 'kernel': 'sigmoid'}",0.33725490196078434,0.39763779527559057,0.38188976377952755,0.41732283464566927,0.35039370078740156,0.37689979928979467,0.029540741874720434,4
9,6.844293689727783,0.2988112314131284,0.004601430892944336,0.0008242413438981936,36.4029955362776,0.02649704000500244,linear,"{'C': np.float64(36.4029955362776), 'gamma': np.float64(0.02649704000500244), 'kernel': 'linear'}",0.3843137254901961,0.3858267716535433,0.38976377952755903,0.4015748031496063,0.38976377952755903,0.39024857186969275,0.006058519306494603,3
