,Principal component 0,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Method of Moments Overall Standard Deviation 2,-0.20869323428585604,0.9806193452204651,0.8149238025529975,0.2312917446936599,0.964565457492991,0.33094554538152127,0.33340544359989616,0.81129697207427,0.9526244544184024,0.6953884942155137,0.29670409310546075,0.2687729573747241,0.9835578751221169,0.9927804879982375,0.9876029338753876,0.9628755339140207,0.8786784781125649,0.8093278815004866,0.8215543339867392,0.7941808101127312,0.8077521014967857,0.7948979369244934,0.7918568976074443,0.7785253913842338,0.7737347108126548,0.7484889799007418,0.7575789381151735,0.7504130416928004,0.8210554583700802,0.8400870654092067,0.7663138514081046,0.7353559694404824,0.7334622861601294,0.7029221005303726,0.6891273376718389,0.7012745332595177,0.7259390812483287,,0.3280026469280331,1.0,0.9768502005018794,0.9605325255513456,0.9600425286975409,0.9527043685191036,0.914722791795113,0.3347514228294462,0.9110500801647985,0.920030004988464,0.9413188110733853,0.9422992287632732,0.9430974055076684,0.9461480546161762,0.9430823973571762,0.9437473325023819,0.9468286744246297,0.8406816657753576,0.5981233222271065,0.23481173108382153,0.9277616246609397,0.27399474155828274,0.2774402911087865,0.8750944419445821,0.8144923530040029,-0.4533654032215694,0.2973431620290019,0.25726106531154275,0.9270924783714416,0.9689738324977925,0.850529698297418,,0.25243914995401684,0.031100331526601833,-0.10543463855323541,-0.20438715317299588,-0.1940291514313947,-0.2215314917361951,-0.14488578382120326,-0.10246548638402832,-0.03413223627127087,-0.15669163137884026,-0.16380215107657647,-0.19255416901543862,-0.3773450470567007,0.49463326531423957,-0.08844187475586979,0.3942645869341296,0.39330726259468196,0.2666816490686388,0.13315744181552613,0.36329764885576377,0.3450102113090691,,0.2842186807785345,0.8706578235216338,0.9720224765574277,0.8580325901219796,0.9705698816290486,0.8115477370234542,,0.29668232863256516,0.9675114338627426,0.9658516042718912,,,,0.9564213593076388,0.9585699574748517,0.9580684262324914,0.9555932760782279,0.5282953373140028,0.5398787251924045,0.5605461693096175,0.5873159640726779,0.6093875248959154,0.6057253449154089,0.5928014106560627,0.582881529492311,0.5888292535804555,0.5676586731079153,0.5631627319789826,0.5523045645846566
Method of Moments Overall Standard Deviation 3,-0.21564956658106071,0.9241796694584015,0.6959010279627214,0.22492153521170935,0.9829408726643123,0.31749338420901907,0.31936594779484756,0.8556734338658606,0.8892481102574183,0.6471532034583043,0.2817109840230397,0.2447450817950553,0.959210244302346,0.9842961217188309,0.9677247259047397,0.9862275849937072,0.8682639704946651,0.8053394548191004,0.8170784677082396,0.7869807708295341,0.799294220572321,0.7891511725007103,0.7839694772492478,0.7737804714243995,0.7676048754236153,0.7374086144180416,0.7486377515624232,0.739452846943822,0.8180906904796682,0.81615855101746,0.7395819361134359,0.6982372230673799,0.6974155761669618,0.662754878146742,0.6491379672644677,0.6652730100412683,0.6868960646563739,,0.308008599702479,0.9768502005018794,1.0,0.9970665048861082,0.9967068216182533,0.8915447723732342,0.9312381526459137,0.31423172064304516,0.9496202330176193,0.9591405974209122,0.9817637249130966,0.9828321823168685,0.9837042653911023,0.9870198564673773,0.9836918769716718,0.9844200165640083,0.9877884540497427,0.7579949503654735,0.5168132629114063,0.22765324215584953,0.9191280558963444,0.26481950813933813,0.2677223915029767,0.863680958509309,0.736302996104842,-0.40793058369758,0.2845461082947128,0.25923735545424975,0.8767367709754449,0.929613705878045,0.7681150182410859,,0.30417961277865485,0.041110871341305345,-0.12131562438768459,-0.2092706932608443,-0.2018875193700274,-0.21084172477158558,-0.1224369615262038,-0.0908401615905988,-0.04498113501452833,-0.1702657822019985,-0.15386218401946358,-0.1868997444138524,-0.3719714264042116,0.4770170398718049,-0.07193825140753704,0.38206151317777154,0.3820586456808398,0.23891823599080517,0.14089781839784296,0.3570307734793208,0.34412791743387433,,0.2712505087188988,0.8097702788000026,0.9671535489264906,0.9122179092648621,0.9980725658662102,0.7209611782897264,,0.28265314320362706,0.9970353902552592,0.9970877084937411,,,,0.9943807559614853,0.9952575673242872,0.995062244458416,0.9940167433583741,0.526569427588774,0.5342127055269666,0.5467372429604384,0.5710244404053417,0.5918176761416476,0.5843263061434957,0.5719035399660498,0.5652861874454113,0.5731864761803102,0.5532210715074701,0.547462971934301,0.5432047644522697
Method of Moments Overall Standard Deviation 4,-0.21679820927806712,0.8984000196448013,0.6533103829990983,0.21649513091738928,0.9822173417994164,0.30824387701709205,0.3100363247964151,0.863166278299093,0.865353380553868,0.6308413911201954,0.2722460357640535,0.23613970554294839,0.9454133625939811,0.9721965281967128,0.953283169537066,0.9864346517835755,0.8608064342914095,0.8031297890323915,0.8143290185586901,0.7821166454088012,0.7937117276875267,0.784228834581431,0.7771336836925299,0.7682833400073904,0.7607955701003369,0.7294380634843352,0.7421129031182958,0.7325631031607036,0.8198740245429889,0.8091373232312975,0.7278072638818803,0.6821046595996962,0.680887541959241,0.6451304025356369,0.6310669620554904,0.6483607565140282,0.6696873278444021,,0.29822694560819857,0.9605325255513456,0.9970665048861082,1.0,0.9983993961628522,0.8630994610485394,0.9318184206790926,0.3044297978173692,0.9539022200146422,0.9632483386745059,0.9852472755177757,0.9862742966010735,0.987110250169905,0.9902558318964416,0.9870991257150956,0.9877953115018828,0.9909788696895181,0.7262765206398958,0.4857874946983185,0.2197790711969033,0.9107941616472146,0.2559556911311803,0.25873995313704784,0.8528892870153583,0.7081776268401941,-0.39104204025455913,0.27428932478665236,0.257004674966411,0.8561549024563899,0.9093005381252399,0.7374858629046234,,0.3212779582165217,0.04230616428443045,-0.12802999731071596,-0.20943868375868754,-0.20451289789785762,-0.20876141339365067,-0.12044657957922994,-0.09148291465299029,-0.05116303453278463,-0.1699506529406141,-0.153178069071507,-0.18384409154198195,-0.3620490781457895,0.46617749235397277,-0.06351365956928341,0.3738811520264726,0.37366102925788797,0.2313612196754995,0.14285273975767215,0.3501023699932776,0.3388539813552709,,0.26203891268269836,0.7839243920346626,0.9566116266629424,0.9218665185659404,0.9972861979190012,0.6852693852886995,,0.2730961676479815,0.9966592076045069,0.9971667318546021,,,,0.9962708843473418,0.9968021187980441,0.9966898842670016,0.9960333898124334,0.5190227963899041,0.5265073727524878,0.5386286395280295,0.5631367196724214,0.5830977344406454,0.5743455580588517,0.5616532543118881,0.5552485887171132,0.5634606788600991,0.5442006037762361,0.5382163053973359,0.534947402618186
Method of Moments Overall Standard Deviation 5,-0.2108159590257529,0.9007151480021348,0.6506181898051109,0.2054239972860625,0.9791213019106558,0.29371504859155323,0.295526536778936,0.872838017273054,0.8631598189481476,0.6158370785240068,0.2592722888651284,0.22895844792561912,0.9448142560243835,0.975556499798718,0.9564513176030444,0.9859494857796894,0.8493864797374633,0.7844384531203105,0.7968023360634563,0.7634206648724449,0.7745965756330935,0.7650428519181293,0.7582171115660787,0.7482691915321051,0.7410673968149163,0.709696091964916,0.721836892790933,0.7117165916643352,0.7975030368086129,0.7905733486259474,0.7068880751079285,0.6636661469183651,0.6631147804188667,0.6270119998111758,0.6139110272298256,0.6310838196040139,0.6523354891900217,,0.28498077140287886,0.9600425286975409,0.9967068216182533,0.9983993961628522,1.0,0.8603846807338835,0.9315531305075173,0.291141045326766,0.9602040355325272,0.9693163116659019,0.9904460584024022,0.9914171679127335,0.992204684778331,0.9951116574221431,0.9921935718514593,0.9928469210432456,0.9957735690174423,0.7149029700112436,0.47166409349111904,0.20907595226014244,0.8973195768285314,0.24353431230976583,0.24625645516441383,0.8447242255551449,0.6954604739221985,-0.3834879037348313,0.2613152139679714,0.25068398553422183,0.8471253000531295,0.9040340355821723,0.728202053396202,,0.2982221606915928,0.040471913665656126,-0.12836606671165668,-0.2030559401047776,-0.1990119597112373,-0.20289871154047107,-0.1158611676106779,-0.08928182300605175,-0.05176032615659764,-0.16506073181067074,-0.14730575661368062,-0.1746666065765636,-0.3457151656509045,0.44782231362914215,-0.06324275767157986,0.36117426511367323,0.35810170052511325,0.2194890208096608,0.13566698223355567,0.33591431450256815,0.32502321918897614,,0.2500619361099022,0.7689016158648933,0.9476116328761991,0.9087809559563056,0.9955516292176054,0.674905370674925,,0.26069474419101374,0.9967019643975091,0.9978142020761963,,,,0.9993215857548703,0.9993944999995816,0.999392515791064,0.9992520411097167,0.5031075480116889,0.5106373949068496,0.5220114664788379,0.546013536564637,0.5647423051868622,0.556000173777479,0.5433323628345674,0.5367956163094737,0.5445066245759254,0.5259406885254768,0.5204705443730626,0.5180498009321184
Peak Based Spectral Smoothness Overall Standard Deviation,-0.1860251691192044,0.9657417680420042,0.873840892562395,0.30071955321258853,0.8862888921164505,0.4157974736449148,0.41906091224275527,0.6703766628176615,0.9578118826721859,0.6762572269120569,0.3904449056673969,0.2565218574958991,0.9488966060842714,0.9318980358897644,0.9399998525795004,0.8663182462454945,0.8577388079419906,0.7934219016242418,0.8030840906477471,0.7914849295612976,0.7902930819835582,0.7821508885826742,0.7917666406246372,0.7731482866829523,0.7715985482089165,0.7667453953724315,0.7684054628086517,0.7624672275546368,0.7582555276984139,0.8214612679744896,0.7882831339856577,0.777519081887628,0.7793825876893469,0.7547129279736954,0.7430448173039277,0.7561435595143648,0.775561405018369,,0.4182130752104148,0.9527043685191036,0.8915447723732342,0.8630994610485394,0.8603846807338835,1.0,0.8075125396040562,0.42541581469066947,0.7842699413617024,0.7955205806292929,0.8255523481439723,0.8271716805830504,0.8285275043688698,0.8341946736208188,0.8285136825375645,0.8296730465099819,0.8356202218004125,0.9056757534301909,0.6968710304740975,0.3149883225863761,0.9081659144203452,0.36438994066056135,0.36878116824232227,0.842671921128532,0.8790259351880825,-0.43341019388581387,0.39229511258559246,0.228612459343738,0.943805345849193,0.9649400721452468,0.9093734844799904,,0.21359658551319333,0.013496771904966806,-0.08587442420274494,-0.1834517087690303,-0.15910728450877235,-0.20719908248275132,-0.10305329075557808,-0.0805121989494725,0.0071264904026090165,-0.16754906453988938,-0.1496758348635153,-0.1634461038146816,-0.4617692728030522,0.5769116841365753,-0.17525064028355614,0.4574492647219693,0.4617776775661793,0.2314913393139797,0.11590430386067539,0.43220730821096615,0.4210486575103254,,0.3798567370633192,0.9137387547379018,0.9346262216520872,0.7833212255487244,0.8868039019177402,0.9129910487389473,,0.3932353245145065,0.8807311700637713,0.8763468612805656,,,,0.85634068031379,0.8604749962823741,0.8594944036655031,0.8547888883743072,0.5519578649027276,0.575889240494188,0.5897243801807185,0.6031136925390737,0.6152248608814472,0.6063996791335934,0.5978068430888407,0.5872198573072528,0.5882632333076605,0.5730280966664204,0.5728259363667135,0.5650760583957288
Relative Difference Function Overall Standard Deviation,-0.2406644728516702,0.8508612869737363,0.6024847114389297,-0.023895049107580654,0.9548759884228374,0.056541073115479526,0.06018510059466696,0.9076937878554757,0.8144757613646549,0.624276723472896,0.019945338373298302,0.2896751631457196,0.8892336104549191,0.9135650866852982,0.8978601295523341,0.9757325406625856,0.8027321344563223,0.7059231504353409,0.721562669500608,0.6709183585276696,0.6970414218779311,0.671256710121325,0.6517797156645838,0.6351820360103596,0.6173693089323764,0.5718166424646642,0.5914233783105147,0.5940445335971161,0.868869147366236,0.7658177585498237,0.591548999785791,0.534297421926821,0.5184303384186105,0.4667642409556211,0.4470446216824666,0.46405476613421587,0.5058687040742917,,0.07545747381336632,0.914722791795113,0.9312381526459137,0.9318184206790926,0.9315531305075173,0.8075125396040562,1.0,0.08410766203913336,0.9770644288023158,0.9742788730978527,0.9571684134773009,0.9554442942235832,0.9539017711477743,0.9467794855594985,0.9539401228901887,0.9525445575625078,0.9444661622465218,0.6194583559709009,0.3208844620898215,-0.015744945982399793,0.8271845731187721,-0.005633634069412219,-0.003156936183999731,0.7837418799648351,0.5971513794505959,-0.4327308765537499,0.0015247867506416916,0.27799059731951337,0.773127216516075,0.828152990910153,0.6410895457806491,,0.3085148181807279,0.03735418259940822,-0.12956913800225714,-0.23445343968087834,-0.311821336827364,-0.2867020100951356,-0.24991986930623877,-0.16840459825014376,-0.18874026944520936,-0.18197793162993448,-0.25140327656966904,-0.2443850170332448,-0.08402786416771645,0.2463261911828151,0.119357965425443,0.21610672561763908,0.15056108889508618,0.23828688232757497,0.13704537056590677,0.12827534415459682,0.11216650075737074,,0.015306102131198672,0.6766394849301184,0.8722744644146698,0.8327443425605114,0.922538135031565,0.5907942986496935,,0.021990301287876865,0.920401223148938,0.9220481282121331,,,,0.9259045080234916,0.9255018718273327,0.9256129494227848,0.9260122134424803,0.3969000867681323,0.41175436643429386,0.44612902862106624,0.486312133916352,0.4920053845730651,0.47935256017424305,0.46833725990480074,0.458102781298266,0.47501302926335076,0.4530323044096832,0.4475420057116671,0.4386349943592832
Area Method of Moments Overall Standard Deviation 1,-0.03537084111082833,0.3657167443815092,0.42564301830937956,0.7791290586024858,0.2771803000378168,0.946248588127864,0.9532248081618329,-0.08516996340837485,0.4258208343769703,0.18744873016366495,0.9603380300619366,-0.025837857977365424,0.3782051072750538,0.33006091033443674,0.3438443420520698,0.23062249766296392,0.46685238061344053,0.5657913746089255,0.5640119529808132,0.6054987394267428,0.5599916247408064,0.5949056317260977,0.6080089132812736,0.6277054567335264,0.6458651024403084,0.7106527181424486,0.6730569708038753,0.6823994668784866,0.2573144926360399,0.4937440089840576,0.6893032260603698,0.7275110655690539,0.7561590236353316,0.7478800340578108,0.7361921842947339,0.7488859753034487,0.7276064439080888,,0.9974250451811054,0.3347514228294462,0.31423172064304516,0.3044297978173692,0.291141045326766,0.42541581469066947,0.08410766203913336,1.0,0.08029765455898139,0.10672610607280927,0.19129514602285017,0.1971172188562508,0.20213939053304178,0.22394492539676503,0.2020581160894335,0.20646847043339123,0.23029233431650234,0.6236928610911909,0.7306868256080855,0.838258516502418,0.5139688929535092,0.8944899220156333,0.9039950926005781,0.3729576198250101,0.6566114269519642,0.02446824094024129,0.9387956756940292,-0.00632572662280328,0.54226023235001,0.49028632230215907,0.5942067753393233,,0.24595545469932303,0.08972856596462926,0.06014053051477033,-0.04681111143462585,0.24651992537445955,0.0926486792318724,0.14411517935177878,0.08569009758687215,0.3037044476492944,-0.02034856994692175,-0.048025321678426415,-0.007935403301418857,-0.8536624926107663,0.8376085727692864,-0.6557302186752129,0.6282276818963487,0.837109047848012,0.12171454441046617,0.09741691259299402,0.7504012122459448,0.7939613873911118,,0.9515604559389544,0.6210514302254942,0.45780348591161496,0.40762568538850563,0.34896051291550007,0.6221875857897743,,0.9623433474673841,0.34563351136042536,0.3359217955815941,,,,0.2962903855809154,0.3039756923585838,0.3021341229688012,0.29346382586038744,0.48517100160158144,0.5662577821415701,0.5611095184859951,0.5117644560389447,0.46890131580042865,0.4604003298733673,0.5220200967645037,0.5227582237804392,0.5084927304492791,0.5407222362795563,0.5165086120640595,0.46996161345408455
Area Method of Moments Overall Standard Deviation 2,-0.21729858230241,0.8431687133009197,0.5670894429730069,-0.0037004901697185737,0.9496637948950489,0.06088827688669751,0.06356058812987239,0.9429227300900375,0.7889631389348566,0.5654222805401311,0.030353700276417747,0.2453543501264722,0.8838975934852699,0.9281181751407707,0.9043026635501378,0.9758513520930148,0.757152607916261,0.6609913410683131,0.6784243372746206,0.6280800387428667,0.6507404119146327,0.6257578676375449,0.6093104507358835,0.5944125754212624,0.579957574605182,0.5357670677931021,0.5531260408643663,0.5493247744034653,0.7840245440163419,0.6999383696885682,0.5439340637783586,0.49146242071913165,0.4823439668592611,0.4354243231566001,0.4209177867187568,0.4396445938573922,0.47332386081369965,,0.07329081906199929,0.9110500801647985,0.9496202330176193,0.9539022200146422,0.9602040355325272,0.7842699413617024,0.9770644288023158,0.08029765455898139,1.0,0.9993607060913291,0.9885560565686563,0.9873055294642039,0.9861711346881655,0.9806502828331685,0.9861901343684343,0.9851531616807239,0.9788618399238491,0.5726693266054079,0.2859773513545835,0.0029840811445597496,0.7915639469970897,0.014633780070115308,0.016642190531108034,0.7684924434623464,0.5470058301316193,-0.3873255388525247,0.021310232305704762,0.25859544104880133,0.7355377621504703,0.8071715691052291,0.5949675190592587,,0.24517397314259567,0.018875536036702625,-0.143073126675674,-0.20762134908874505,-0.2616797461662221,-0.24953079701335112,-0.20535296821657473,-0.14772704114021296,-0.1564616452131802,-0.16940859210886583,-0.1981624229484549,-0.19280171311074829,-0.09221352869082738,0.2233942865024783,0.0870787107878232,0.19574685027046645,0.1483460217048273,0.2072231073492344,0.10474554429866137,0.1162755209736335,0.10615270362377197,,0.0315240494941642,0.6278102652400847,0.8578777493076073,0.831274338908563,0.9391652437105203,0.5420939579697588,,0.03674191365575196,0.9422910562783837,0.9462057754398535,,,,0.9590131074681171,0.9569111304635056,0.9574313568817833,0.9597423715597916,0.37096834425706815,0.38020430163727015,0.4056261974355138,0.44166461992865286,0.44939682471942816,0.4371771782041829,0.420503665913604,0.4073826450963032,0.42572913749145386,0.40999061528299185,0.40483170039960015,0.40150842232123607
Area Method of Moments Overall Standard Deviation 3,-0.21655880803522828,0.8530916265033012,0.5781107960718632,0.02151764164091259,0.956431970868111,0.08953690279860313,0.09214030567457868,0.9387823052672161,0.8003027016587327,0.5709735105163487,0.05896342912959374,0.24238044633235614,0.894508892558345,0.9377796165998027,0.9143464695469111,0.9805647186676841,0.7698121487339266,0.6769512411198454,0.6938540175485216,0.6454967699167903,0.6664960127992888,0.6434542138788348,0.6280400152928781,0.6138136975142053,0.6001936236610479,0.5576183170981898,0.5742504839745612,0.5695251450824627,0.7852759437778646,0.711374796614227,0.5640163725369206,0.5128420927092526,0.5048571991508539,0.4592106146998061,0.4451549294512631,0.46375146349517843,0.4957330873450081,,0.0997413503127697,0.920030004988464,0.9591405974209122,0.9632483386745059,0.9693163116659019,0.7955205806292929,0.9742788730978527,0.10672610607280927,0.9993607060913291,1.0,0.9933015368035802,0.9923380930488962,0.9914519237934727,0.9870020543650133,0.9914652479362981,0.9906465176488546,0.9855291653357325,0.5905733175526442,0.3086667727502315,0.027977922378681727,0.8059987202154304,0.04274001537348119,0.04487951643107144,0.7797994000691918,0.5656186846755461,-0.38605574749237165,0.05118209856430912,0.2573552732468045,0.7507312164125521,0.821242912922694,0.6120415012208319,,0.24988839286013387,0.021345566102834408,-0.14229063748382798,-0.2069606057629388,-0.25279980330546803,-0.24301050921614412,-0.19335318831293194,-0.14022125022739518,-0.14329178420559585,-0.16836334476378065,-0.19107480267281945,-0.18937942688347217,-0.12347145534535067,0.25093498555193505,0.06656410542301998,0.21667845133961616,0.17458080035931733,0.20753725488419247,0.1084386310994489,0.1436795805682792,0.13345242093933232,,0.058746119262144916,0.6454264870495784,0.8710561489797027,0.8431852156825601,0.9497746818236387,0.5586743486786403,,0.06469013455865485,0.9529552235184829,0.9566252063844344,,,,0.9684282542764089,0.9665216936766166,0.9669951048300212,0.969085536154437,0.3871710680699764,0.39626635482718037,0.41986289024950463,0.454194215955996,0.46316558515706496,0.4513270593210162,0.4351668274817858,0.4228938939342548,0.4399224474993356,0.42406739009166067,0.4188904958454384,0.41572511147663194
Area Method of Moments Overall Standard Deviation 4,-0.2120474143938868,0.8778986337252431,0.608710199468753,0.1068693374559793,0.9703846516227949,0.18352999018902116,0.1857373256699643,0.9171246876249566,0.8303720816727095,0.5853580294158666,0.15175142297611333,0.2312247468250218,0.9213282110151826,0.9609643531025427,0.9389938515993714,0.9875264534873217,0.8049745358433444,0.7234493322000494,0.7386640565795521,0.6967342960394518,0.7126645899618911,0.6962017175917374,0.6844503608140489,0.6721667505314196,0.6616014202447437,0.624307632300177,0.6389382683760819,0.6309267259884553,0.7830776303372522,0.7429606835996879,0.6246882167235998,0.5778911278306736,0.5742464718709499,0.5327762337282899,0.5196112435709609,0.5378844298597655,0.5644249235875665,,0.18474221582049363,0.9413188110733853,0.9817637249130966,0.9852472755177757,0.9904460584024022,0.8255523481439723,0.9571684134773009,0.19129514602285017,0.9885560565686563,0.9933015368035802,1.0,0.9999671487851526,0.9998856626055417,0.998960059515115,0.999887972076771,0.9997765965435663,0.9985123848605739,0.6441450731914573,0.3793608895131409,0.11250749469600294,0.846489575639208,0.13630586437716793,0.1386746811630556,0.8102165337999121,0.6216916176214288,-0.37954248353671555,0.14872878081227828,0.25147872413385997,0.7940634861561056,0.8602228830546286,0.6628205091180682,,0.26407155534720667,0.028317105845870168,-0.1383555393264226,-0.20280062582901265,-0.22426463604160768,-0.22069591587706047,-0.1522432575695743,-0.11430632784185756,-0.09830555530330717,-0.16369675371711087,-0.16615417562392365,-0.1768255228919397,-0.22493411506510788,0.3390706273306419,0.0032065807204172906,0.28178191061738056,0.25725150438307287,0.2055497690479856,0.11785243765141519,0.23156553319705708,0.2216444459322917,,0.14763454080765825,0.697661557904904,0.9066891943447615,0.8748647231040823,0.9761037060794574,0.6079324959744798,,0.15564020263669512,0.9793764390342508,0.9821939193711551,,,,0.9905303270875172,0.9892945247235783,0.9896070492797364,0.9909409005578256,0.43658695906338246,0.4450202190962938,0.46216302335341486,0.49132381865653396,0.504432149028294,0.4939493392427098,0.47943728434439936,0.46992862223689363,0.48220059236416707,0.46549767994359537,0.4604334461086855,0.4579042001500809
