dataset,sources,accuracy,ID,Seed,Parameters
Emotify,Vocals + Vocals,0.27906976744186046,62,60,53
Emotify,Instrumental,0.4186046511627907,63,60,54
Emotify,Instrumental,0.4186046511627907,64,60,55
Emotify,Instrumental + Instrumental,0.4186046511627907,63,60,56
Emotify,Instrumental + Instrumental,0.4186046511627907,64,60,57
Emotify,Instrumental + Mixed,0.4883720930232558,63,60,58
Emotify,Instrumental + Mixed,0.4883720930232558,64,60,59
Emotify,Instrumental + Vocals,0.46511627906976744,63,60,60
Emotify,Instrumental + Vocals,0.4883720930232558,64,60,61
Emotify,Mixed,0.46511627906976744,63,60,62
Emotify,Mixed,0.46511627906976744,64,60,63
Emotify,Mixed + Mixed,0.46511627906976744,63,60,64
Emotify,Mixed + Mixed,0.46511627906976744,64,60,65
Emotify,Mixed + Vocals,0.46511627906976744,63,60,66
Emotify,Mixed + Vocals,0.4883720930232558,64,60,67
Emotify,Vocals,0.4418604651162791,63,60,68
Emotify,Vocals,0.4186046511627907,64,60,69
Emotify,Vocals + Vocals,0.4418604651162791,63,60,70
Emotify,Vocals + Vocals,0.4186046511627907,64,60,71
Emotify,Instrumental,0.27906976744186046,71,70,36
Emotify,Instrumental,0.3488372093023256,72,70,37
Emotify,Instrumental + Instrumental,0.3023255813953488,71,70,38
Emotify,Instrumental + Instrumental,0.2558139534883721,72,70,39
Emotify,Instrumental + Mixed,0.4418604651162791,71,70,40
Emotify,Instrumental + Mixed,0.4186046511627907,72,70,41
Emotify,Instrumental + Vocals,0.32558139534883723,71,70,42
Emotify,Instrumental + Vocals,0.3023255813953488,72,70,43
Emotify,Mixed,0.3488372093023256,71,70,44
Emotify,Mixed,0.3953488372093023,72,70,45
Emotify,Mixed + Mixed,0.4418604651162791,71,70,46
Emotify,Mixed + Mixed,0.46511627906976744,72,70,47
Emotify,Mixed + Vocals,0.3953488372093023,71,70,48
Emotify,Mixed + Vocals,0.3488372093023256,72,70,49
Emotify,Vocals,0.3488372093023256,71,70,50
Emotify,Vocals,0.2558139534883721,72,70,51
Emotify,Vocals + Vocals,0.3023255813953488,71,70,52
Emotify,Vocals + Vocals,0.3488372093023256,72,70,53
Emotify,Instrumental,0.4186046511627907,73,70,54
Emotify,Instrumental,0.4186046511627907,74,70,55
Emotify,Instrumental + Instrumental,0.4186046511627907,73,70,56
Emotify,Instrumental + Instrumental,0.4186046511627907,74,70,57
Emotify,Instrumental + Mixed,0.4186046511627907,73,70,58
Emotify,Instrumental + Mixed,0.4418604651162791,74,70,59
Emotify,Instrumental + Vocals,0.4418604651162791,73,70,60
Emotify,Instrumental + Vocals,0.37209302325581395,74,70,61
Emotify,Mixed,0.3953488372093023,73,70,62
Emotify,Mixed,0.46511627906976744,74,70,63
Emotify,Mixed + Mixed,0.37209302325581395,73,70,64
Emotify,Mixed + Mixed,0.3953488372093023,74,70,65
Emotify,Mixed + Vocals,0.4418604651162791,73,70,66
Emotify,Mixed + Vocals,0.4418604651162791,74,70,67
Emotify,Vocals,0.3023255813953488,73,70,68
Emotify,Vocals,0.27906976744186046,74,70,69
Emotify,Vocals + Vocals,0.3023255813953488,73,70,70
Emotify,Vocals + Vocals,0.3023255813953488,74,70,71
Emotify,Instrumental,0.32558139534883723,81,80,36
Emotify,Instrumental,0.32558139534883723,82,80,37
Emotify,Instrumental + Instrumental,0.32558139534883723,81,80,38
Emotify,Instrumental + Instrumental,0.32558139534883723,82,80,39
Emotify,Instrumental + Mixed,0.37209302325581395,81,80,40
Emotify,Instrumental + Mixed,0.3488372093023256,82,80,41
Emotify,Instrumental + Vocals,0.3488372093023256,81,80,42
Emotify,Instrumental + Vocals,0.37209302325581395,82,80,43
Emotify,Mixed,0.4186046511627907,81,80,44
Emotify,Mixed,0.32558139534883723,82,80,45
Emotify,Mixed + Mixed,0.3488372093023256,81,80,46
Emotify,Mixed + Mixed,0.3488372093023256,82,80,47
Emotify,Mixed + Vocals,0.3953488372093023,81,80,48
Emotify,Mixed + Vocals,0.37209302325581395,82,80,49
Emotify,Vocals,0.3488372093023256,81,80,50
Emotify,Vocals,0.4418604651162791,82,80,51
Emotify,Vocals + Vocals,0.3953488372093023,81,80,52
Emotify,Vocals + Vocals,0.32558139534883723,82,80,53
Emotify,Instrumental,0.3953488372093023,83,80,54
Emotify,Instrumental,0.3953488372093023,84,80,55
Emotify,Instrumental + Instrumental,0.3953488372093023,83,80,56
Emotify,Instrumental + Instrumental,0.3953488372093023,84,80,57
Emotify,Instrumental + Mixed,0.4186046511627907,83,80,58
Emotify,Instrumental + Mixed,0.4186046511627907,84,80,59
Emotify,Instrumental + Vocals,0.4418604651162791,83,80,60
Emotify,Instrumental + Vocals,0.46511627906976744,84,80,61
Emotify,Mixed,0.3953488372093023,83,80,62
Emotify,Mixed,0.4186046511627907,84,80,63
Emotify,Mixed + Mixed,0.3953488372093023,83,80,64
Emotify,Mixed + Mixed,0.3953488372093023,84,80,65
Emotify,Mixed + Vocals,0.32558139534883723,83,80,66
Emotify,Mixed + Vocals,0.3488372093023256,84,80,67
Emotify,Vocals,0.37209302325581395,83,80,68
Emotify,Vocals,0.3953488372093023,84,80,69
Emotify,Vocals + Vocals,0.3488372093023256,83,80,70
Emotify,Vocals + Vocals,0.3488372093023256,84,80,71
Merge,Instrumental,0.6119133574007221,11,10,72
Merge,Instrumental,0.6119133574007221,12,10,73
Merge,Instrumental + Instrumental,0.6209386281588448,11,10,74
Merge,Instrumental + Instrumental,0.6191335740072202,12,10,75
Merge,Instrumental + Mixed,0.6534296028880866,11,10,76
Merge,Instrumental + Mixed,0.6678700361010831,12,10,77
Merge,Instrumental + Vocals,0.6606498194945848,11,10,78
Merge,Instrumental + Vocals,0.6588447653429603,12,10,79
Merge,Mixed,0.6678700361010831,11,10,80
Merge,Mixed,0.6534296028880866,12,10,81
Merge,Mixed + Mixed,0.6624548736462094,11,10,82
Merge,Mixed + Mixed,0.6678700361010831,12,10,83
Merge,Mixed + Vocals,0.6895306859205776,11,10,84
Merge,Mixed + Vocals,0.6877256317689531,12,10,85
Merge,Vocals,0.6137184115523465,11,10,86
Merge,Vocals,0.6101083032490975,12,10,87
Merge,Vocals + Vocals,0.6119133574007221,11,10,88
Merge,Vocals + Vocals,0.6119133574007221,12,10,89
Merge,Instrumental,0.6155234657039711,13,10,90
Merge,Instrumental,0.6064981949458483,14,10,91
Merge,Instrumental + Instrumental,0.6173285198555957,13,10,92
Merge,Instrumental + Instrumental,0.6227436823104693,14,10,93
Merge,Instrumental + Mixed,0.6588447653429603,13,10,94
Merge,Instrumental + Mixed,0.6588447653429603,14,10,95
Merge,Instrumental + Vocals,0.6660649819494585,13,10,96
Merge,Instrumental + Vocals,0.6678700361010831,14,10,97
Merge,Mixed,0.6606498194945848,13,10,98
Merge,Mixed,0.6642599277978339,14,10,99
Merge,Mixed + Mixed,0.6678700361010831,13,10,100
Merge,Mixed + Mixed,0.6660649819494585,14,10,101
Merge,Mixed + Vocals,0.6841155234657039,13,10,102
Merge,Mixed + Vocals,0.6895306859205776,14,10,103
Merge,Vocals,0.6173285198555957,13,10,104
Merge,Vocals,0.6064981949458483,14,10,105
Merge,Vocals + Vocals,0.6028880866425993,13,10,106
Merge,Vocals + Vocals,0.6137184115523465,14,10,107
Merge,Instrumental,0.5902527075812274,21,20,72
Merge,Instrumental,0.5830324909747292,22,20,73
Merge,Instrumental + Instrumental,0.5902527075812274,21,20,74
Merge,Instrumental + Instrumental,0.5884476534296029,22,20,75
Merge,Instrumental + Mixed,0.6155234657039711,21,20,76
Merge,Instrumental + Mixed,0.5992779783393501,22,20,77
Merge,Instrumental + Vocals,0.6462093862815884,21,20,78
Merge,Instrumental + Vocals,0.6425992779783394,22,20,79
Merge,Mixed,0.6371841155234657,21,20,80
Merge,Mixed,0.6064981949458483,22,20,81
Merge,Mixed + Mixed,0.628158844765343,21,20,82
Merge,Mixed + Mixed,0.6299638989169675,22,20,83
Merge,Mixed + Vocals,0.6462093862815884,21,20,84
Merge,Mixed + Vocals,0.6462093862815884,22,20,85
Merge,Vocals,0.5938628158844765,21,20,86
Merge,Vocals,0.5902527075812274,22,20,87
Merge,Vocals + Vocals,0.592057761732852,21,20,88
Merge,Vocals + Vocals,0.592057761732852,22,20,89
Merge,Instrumental,0.592057761732852,23,20,90
Merge,Instrumental,0.5866425992779783,24,20,91
Merge,Instrumental + Instrumental,0.5938628158844765,23,20,92
Merge,Instrumental + Instrumental,0.5938628158844765,24,20,93
Merge,Instrumental + Mixed,0.6119133574007221,23,20,94
Merge,Instrumental + Mixed,0.6209386281588448,24,20,95
Merge,Instrumental + Vocals,0.644404332129964,23,20,96
Merge,Instrumental + Vocals,0.6389891696750902,24,20,97
Merge,Mixed,0.6353790613718412,23,20,98
Merge,Mixed,0.6299638989169675,24,20,99
Merge,Mixed + Mixed,0.6263537906137184,23,20,100
Merge,Mixed + Mixed,0.6353790613718412,24,20,101
Merge,Mixed + Vocals,0.6425992779783394,23,20,102
Merge,Mixed + Vocals,0.6389891696750902,24,20,103
Merge,Vocals,0.5974729241877257,23,20,104
Merge,Vocals,0.592057761732852,24,20,105
Merge,Vocals + Vocals,0.5992779783393501,23,20,106
Merge,Vocals + Vocals,0.5902527075812274,24,20,107
Merge,Instrumental,0.6191335740072202,31,30,72
Merge,Instrumental,0.6155234657039711,32,30,73
Merge,Instrumental + Instrumental,0.6209386281588448,31,30,74
Merge,Instrumental + Instrumental,0.628158844765343,32,30,75
Merge,Instrumental + Mixed,0.6462093862815884,31,30,76
Merge,Instrumental + Mixed,0.6353790613718412,32,30,77
Merge,Instrumental + Vocals,0.6570397111913358,31,30,78
Merge,Instrumental + Vocals,0.6588447653429603,32,30,79
Merge,Mixed,0.6353790613718412,31,30,80
Merge,Mixed,0.6263537906137184,32,30,81
Merge,Mixed + Mixed,0.6389891696750902,31,30,82
Merge,Mixed + Mixed,0.6353790613718412,32,30,83
Merge,Mixed + Vocals,0.6570397111913358,31,30,84
Merge,Mixed + Vocals,0.6570397111913358,32,30,85
Merge,Vocals,0.6101083032490975,31,30,86
Merge,Vocals,0.6064981949458483,32,30,87
Merge,Vocals + Vocals,0.6119133574007221,31,30,88
Merge,Vocals + Vocals,0.6046931407942239,32,30,89
Merge,Instrumental,0.6335740072202166,33,30,90
Merge,Instrumental,0.6263537906137184,34,30,91
Merge,Instrumental + Instrumental,0.6209386281588448,33,30,92
Merge,Instrumental + Instrumental,0.6425992779783394,34,30,93
Merge,Instrumental + Mixed,0.6371841155234657,33,30,94
Merge,Instrumental + Mixed,0.6462093862815884,34,30,95
Merge,Instrumental + Vocals,0.648014440433213,33,30,96
Merge,Instrumental + Vocals,0.6588447653429603,34,30,97
Merge,Mixed,0.6335740072202166,33,30,98
Merge,Mixed,0.6371841155234657,34,30,99
Merge,Mixed + Mixed,0.6335740072202166,33,30,100
Merge,Mixed + Mixed,0.6353790613718412,34,30,101
Merge,Mixed + Vocals,0.6624548736462094,33,30,102
Merge,Mixed + Vocals,0.6678700361010831,34,30,103
Merge,Vocals,0.6083032490974729,33,30,104
Merge,Vocals,0.6119133574007221,34,30,105
Merge,Vocals + Vocals,0.6083032490974729,33,30,106
Merge,Vocals + Vocals,0.6155234657039711,34,30,107
Merge,Instrumental,0.6516245487364621,41,40,72
Merge,Instrumental,0.6588447653429603,42,40,73
Merge,Instrumental + Instrumental,0.648014440433213,41,40,74
Merge,Instrumental + Instrumental,0.6534296028880866,42,40,75
Merge,Instrumental + Mixed,0.6624548736462094,41,40,76
Merge,Instrumental + Mixed,0.6678700361010831,42,40,77
Merge,Instrumental + Vocals,0.6678700361010831,41,40,78
Merge,Instrumental + Vocals,0.6660649819494585,42,40,79
Merge,Mixed,0.6678700361010831,41,40,80
Merge,Mixed,0.6732851985559567,42,40,81
Merge,Mixed + Mixed,0.6768953068592057,41,40,82
Merge,Mixed + Mixed,0.6696750902527075,42,40,83
Merge,Mixed + Vocals,0.6750902527075813,41,40,84
Merge,Mixed + Vocals,0.6768953068592057,42,40,85
Merge,Vocals,0.6137184115523465,41,40,86
Merge,Vocals,0.6173285198555957,42,40,87
Merge,Vocals + Vocals,0.6137184115523465,41,40,88
Merge,Vocals + Vocals,0.6137184115523465,42,40,89
Merge,Instrumental,0.6407942238267148,43,40,90
Merge,Instrumental,0.6335740072202166,44,40,91
Merge,Instrumental + Instrumental,0.644404332129964,43,40,92
Merge,Instrumental + Instrumental,0.644404332129964,44,40,93
Merge,Instrumental + Mixed,0.6714801444043321,43,40,94
Merge,Instrumental + Mixed,0.6768953068592057,44,40,95
Merge,Instrumental + Vocals,0.6841155234657039,43,40,96
Merge,Instrumental + Vocals,0.6841155234657039,44,40,97
Merge,Mixed,0.6714801444043321,43,40,98
Merge,Mixed,0.6642599277978339,44,40,99
Merge,Mixed + Mixed,0.6732851985559567,43,40,100
Merge,Mixed + Mixed,0.6660649819494585,44,40,101
Merge,Mixed + Vocals,0.6732851985559567,43,40,102
Merge,Mixed + Vocals,0.6750902527075813,44,40,103
Merge,Vocals,0.6209386281588448,43,40,104
Merge,Vocals,0.6209386281588448,44,40,105
Merge,Vocals + Vocals,0.6263537906137184,43,40,106
Merge,Vocals + Vocals,0.6191335740072202,44,40,107
Merge,Instrumental,0.5956678700361011,51,50,72
Merge,Instrumental,0.5974729241877257,52,50,73
Merge,Instrumental + Instrumental,0.5992779783393501,51,50,74
Merge,Instrumental + Instrumental,0.5902527075812274,52,50,75
Merge,Instrumental + Mixed,0.6299638989169675,51,50,76
Merge,Instrumental + Mixed,0.644404332129964,52,50,77
Merge,Instrumental + Vocals,0.6570397111913358,51,50,78
Merge,Instrumental + Vocals,0.6534296028880866,52,50,79
Merge,Mixed,0.648014440433213,51,50,80
Merge,Mixed,0.6227436823104693,52,50,81
Merge,Mixed + Mixed,0.6462093862815884,51,50,82
Merge,Mixed + Mixed,0.6498194945848376,52,50,83
Merge,Mixed + Vocals,0.6750902527075813,51,50,84
Merge,Mixed + Vocals,0.6768953068592057,52,50,85
Merge,Vocals,0.6299638989169675,51,50,86
Merge,Vocals,0.6299638989169675,52,50,87
Merge,Vocals + Vocals,0.631768953068592,51,50,88
Merge,Vocals + Vocals,0.6335740072202166,52,50,89
Merge,Instrumental,0.5866425992779783,53,50,90
Merge,Instrumental,0.5992779783393501,54,50,91
Merge,Instrumental + Instrumental,0.6010830324909747,53,50,92
Merge,Instrumental + Instrumental,0.6083032490974729,54,50,93
Merge,Instrumental + Mixed,0.6227436823104693,53,50,94
Merge,Instrumental + Mixed,0.6227436823104693,54,50,95
Merge,Instrumental + Vocals,0.6498194945848376,53,50,96
Merge,Instrumental + Vocals,0.648014440433213,54,50,97
Merge,Mixed,0.6407942238267148,53,50,98
Merge,Mixed,0.6389891696750902,54,50,99
Merge,Mixed + Mixed,0.6462093862815884,53,50,100
Merge,Mixed + Mixed,0.6407942238267148,54,50,101
Merge,Mixed + Vocals,0.6750902527075813,53,50,102
Merge,Mixed + Vocals,0.6805054151624549,54,50,103
Merge,Vocals,0.6389891696750902,53,50,104
Merge,Vocals,0.6462093862815884,54,50,105
Merge,Vocals + Vocals,0.6425992779783394,53,50,106
Merge,Vocals + Vocals,0.6335740072202166,54,50,107
Merge,Instrumental,0.6155234657039711,61,60,72
Merge,Instrumental,0.6245487364620939,62,60,73
Merge,Instrumental + Instrumental,0.6299638989169675,61,60,74
Merge,Instrumental + Instrumental,0.6101083032490975,62,60,75
Merge,Instrumental + Mixed,0.6389891696750902,61,60,76
Merge,Instrumental + Mixed,0.6173285198555957,62,60,77
Merge,Instrumental + Vocals,0.6624548736462094,61,60,78
Merge,Instrumental + Vocals,0.6642599277978339,62,60,79
Merge,Mixed,0.6425992779783394,61,60,80
Merge,Mixed,0.6209386281588448,62,60,81
Merge,Mixed + Mixed,0.631768953068592,61,60,82
Merge,Mixed + Mixed,0.6425992779783394,62,60,83
Merge,Mixed + Vocals,0.6588447653429603,61,60,84
Merge,Mixed + Vocals,0.6606498194945848,62,60,85
Merge,Vocals,0.628158844765343,61,60,86
Merge,Vocals,0.6299638989169675,62,60,87
Merge,Vocals + Vocals,0.6263537906137184,61,60,88
Merge,Vocals + Vocals,0.6209386281588448,62,60,89
Merge,Instrumental,0.6137184115523465,63,60,90
Merge,Instrumental,0.6209386281588448,64,60,91
Merge,Instrumental + Instrumental,0.6191335740072202,63,60,92
Merge,Instrumental + Instrumental,0.628158844765343,64,60,93
Merge,Instrumental + Mixed,0.6353790613718412,63,60,94
Merge,Instrumental + Mixed,0.648014440433213,64,60,95
Merge,Instrumental + Vocals,0.6606498194945848,63,60,96
Merge,Instrumental + Vocals,0.6606498194945848,64,60,97
Merge,Mixed,0.6425992779783394,63,60,98
Merge,Mixed,0.6299638989169675,64,60,99
Merge,Mixed + Mixed,0.6371841155234657,63,60,100
Merge,Mixed + Mixed,0.644404332129964,64,60,101
Merge,Mixed + Vocals,0.6660649819494585,63,60,102
Merge,Mixed + Vocals,0.6660649819494585,64,60,103
Merge,Vocals,0.628158844765343,63,60,104
Merge,Vocals,0.631768953068592,64,60,105
Merge,Vocals + Vocals,0.631768953068592,63,60,106
Merge,Vocals + Vocals,0.6335740072202166,64,60,107
Merge,Instrumental,0.6064981949458483,71,70,72
Merge,Instrumental,0.6137184115523465,72,70,73
Merge,Instrumental + Instrumental,0.6101083032490975,71,70,74
Merge,Instrumental + Instrumental,0.6155234657039711,72,70,75
Merge,Instrumental + Mixed,0.6263537906137184,71,70,76
Merge,Instrumental + Mixed,0.6209386281588448,72,70,77
Merge,Instrumental + Vocals,0.6660649819494585,71,70,78
Merge,Instrumental + Vocals,0.6660649819494585,72,70,79
Merge,Mixed,0.6570397111913358,71,70,80
Merge,Mixed,0.644404332129964,72,70,81
Merge,Mixed + Mixed,0.644404332129964,71,70,82
Merge,Mixed + Mixed,0.6534296028880866,72,70,83
Merge,Mixed + Vocals,0.6732851985559567,71,70,84
Merge,Mixed + Vocals,0.6732851985559567,72,70,85
Merge,Vocals,0.5992779783393501,71,70,86
Merge,Vocals,0.6028880866425993,72,70,87
Merge,Vocals + Vocals,0.6010830324909747,71,70,88
Merge,Vocals + Vocals,0.6064981949458483,72,70,89
Merge,Instrumental,0.6064981949458483,73,70,90
Merge,Instrumental,0.628158844765343,74,70,91
Merge,Instrumental + Instrumental,0.6245487364620939,73,70,92
Merge,Instrumental + Instrumental,0.6064981949458483,74,70,93
Merge,Instrumental + Mixed,0.628158844765343,73,70,94
Merge,Instrumental + Mixed,0.6245487364620939,74,70,95
Merge,Instrumental + Vocals,0.6534296028880866,73,70,96
Merge,Instrumental + Vocals,0.6516245487364621,74,70,97
Merge,Mixed,0.644404332129964,73,70,98
Merge,Mixed,0.6425992779783394,74,70,99
Merge,Mixed + Mixed,0.6407942238267148,73,70,100
Merge,Mixed + Mixed,0.6407942238267148,74,70,101
Merge,Mixed + Vocals,0.6732851985559567,73,70,102
Merge,Mixed + Vocals,0.6768953068592057,74,70,103
Merge,Vocals,0.6155234657039711,73,70,104
Merge,Vocals,0.6137184115523465,74,70,105
Merge,Vocals + Vocals,0.6137184115523465,73,70,106
Merge,Vocals + Vocals,0.6227436823104693,74,70,107
Merge,Instrumental,0.631768953068592,81,80,72
Merge,Instrumental,0.6516245487364621,82,80,73
Merge,Instrumental + Instrumental,0.6498194945848376,81,80,74
Merge,Instrumental + Instrumental,0.6299638989169675,82,80,75
Merge,Instrumental + Mixed,0.6425992779783394,81,80,76
Merge,Instrumental + Mixed,0.6498194945848376,82,80,77
Merge,Instrumental + Vocals,0.6678700361010831,81,80,78
Merge,Instrumental + Vocals,0.6696750902527075,82,80,79
Merge,Mixed,0.6389891696750902,81,80,80
Merge,Mixed,0.6389891696750902,82,80,81
Merge,Mixed + Mixed,0.644404332129964,81,80,82
Merge,Mixed + Mixed,0.6371841155234657,82,80,83
Merge,Mixed + Vocals,0.6805054151624549,81,80,84
Merge,Mixed + Vocals,0.6805054151624549,82,80,85
Merge,Vocals,0.6209386281588448,81,80,86
Merge,Vocals,0.6209386281588448,82,80,87
Merge,Vocals + Vocals,0.6173285198555957,81,80,88
Merge,Vocals + Vocals,0.6227436823104693,82,80,89
Merge,Instrumental,0.6462093862815884,83,80,90
Merge,Instrumental,0.6353790613718412,84,80,91
Merge,Instrumental + Instrumental,0.6425992779783394,83,80,92
Merge,Instrumental + Instrumental,0.6516245487364621,84,80,93
Merge,Instrumental + Mixed,0.6516245487364621,83,80,94
Merge,Instrumental + Mixed,0.6570397111913358,84,80,95
Merge,Instrumental + Vocals,0.6732851985559567,83,80,96
Merge,Instrumental + Vocals,0.6732851985559567,84,80,97
Merge,Mixed,0.6462093862815884,83,80,98
Merge,Mixed,0.6462093862815884,84,80,99
Merge,Mixed + Mixed,0.6407942238267148,83,80,100
Merge,Mixed + Mixed,0.6498194945848376,84,80,101
Merge,Mixed + Vocals,0.6732851985559567,83,80,102
Merge,Mixed + Vocals,0.6750902527075813,84,80,103
Merge,Vocals,0.6245487364620939,83,80,104
Merge,Vocals,0.6209386281588448,84,80,105
Merge,Vocals + Vocals,0.6191335740072202,83,80,106
Merge,Vocals + Vocals,0.6245487364620939,84,80,107
MirexLike_Categories,Instrumental,0.06748466257668712,11,10,108
MirexLike_Categories,Instrumental,0.0736196319018405,12,10,109
MirexLike_Categories,Instrumental + Instrumental,0.06748466257668712,11,10,110
MirexLike_Categories,Instrumental + Instrumental,0.08588957055214724,12,10,111
MirexLike_Categories,Instrumental + Mixed,0.08588957055214724,11,10,112
MirexLike_Categories,Instrumental + Mixed,0.06134969325153374,12,10,113
MirexLike_Categories,Instrumental + Vocals,0.06748466257668712,11,10,114
MirexLike_Categories,Instrumental + Vocals,0.07975460122699386,12,10,115
MirexLike_Categories,Mixed,0.07975460122699386,11,10,116
MirexLike_Categories,Mixed,0.08588957055214724,12,10,117
MirexLike_Categories,Mixed + Mixed,0.07975460122699386,11,10,118
MirexLike_Categories,Mixed + Mixed,0.07975460122699386,12,10,119
MirexLike_Categories,Mixed + Vocals,0.09202453987730061,11,10,120
MirexLike_Categories,Mixed + Vocals,0.06748466257668712,12,10,121
MirexLike_Categories,Vocals,0.0736196319018405,11,10,122
MirexLike_Categories,Vocals,0.06748466257668712,12,10,123
MirexLike_Categories,Vocals + Vocals,0.07975460122699386,11,10,124
MirexLike_Categories,Vocals + Vocals,0.0736196319018405,12,10,125
MirexLike_Categories,Instrumental,0.0736196319018405,13,10,126
MirexLike_Categories,Instrumental,0.07975460122699386,14,10,127
MirexLike_Categories,Instrumental + Instrumental,0.07975460122699386,13,10,128
MirexLike_Categories,Instrumental + Instrumental,0.07975460122699386,14,10,129
MirexLike_Categories,Instrumental + Mixed,0.09202453987730061,13,10,130
MirexLike_Categories,Instrumental + Mixed,0.08588957055214724,14,10,131
MirexLike_Categories,Instrumental + Vocals,0.06748466257668712,13,10,132
MirexLike_Categories,Instrumental + Vocals,0.06134969325153374,14,10,133
MirexLike_Categories,Mixed,0.06748466257668712,13,10,134
MirexLike_Categories,Mixed,0.0736196319018405,14,10,135
MirexLike_Categories,Mixed + Mixed,0.0736196319018405,13,10,136
MirexLike_Categories,Mixed + Mixed,0.0736196319018405,14,10,137
MirexLike_Categories,Mixed + Vocals,0.05521472392638037,13,10,138
MirexLike_Categories,Mixed + Vocals,0.06134969325153374,14,10,139
MirexLike_Categories,Vocals,0.03680981595092025,13,10,140
MirexLike_Categories,Vocals,0.06748466257668712,14,10,141
MirexLike_Categories,Vocals + Vocals,0.05521472392638037,13,10,142
MirexLike_Categories,Vocals + Vocals,0.03680981595092025,14,10,143
MirexLike_Categories,Instrumental,0.09202453987730061,21,20,108
MirexLike_Categories,Instrumental,0.09202453987730061,22,20,109
MirexLike_Categories,Instrumental + Instrumental,0.09815950920245399,21,20,110
MirexLike_Categories,Instrumental + Instrumental,0.0736196319018405,22,20,111
MirexLike_Categories,Instrumental + Mixed,0.06748466257668712,21,20,112
MirexLike_Categories,Instrumental + Mixed,0.09202453987730061,22,20,113
MirexLike_Categories,Instrumental + Vocals,0.08588957055214724,21,20,114
MirexLike_Categories,Instrumental + Vocals,0.08588957055214724,22,20,115
MirexLike_Categories,Mixed,0.06748466257668712,21,20,116
MirexLike_Categories,Mixed,0.08588957055214724,22,20,117
MirexLike_Categories,Mixed + Mixed,0.07975460122699386,21,20,118
MirexLike_Categories,Mixed + Mixed,0.09202453987730061,22,20,119
MirexLike_Categories,Mixed + Vocals,0.07975460122699386,21,20,120
MirexLike_Categories,Mixed + Vocals,0.0736196319018405,22,20,121
MirexLike_Categories,Vocals,0.06134969325153374,21,20,122
MirexLike_Categories,Vocals,0.0736196319018405,22,20,123
MirexLike_Categories,Vocals + Vocals,0.06134969325153374,21,20,124
MirexLike_Categories,Vocals + Vocals,0.06134969325153374,22,20,125
MirexLike_Categories,Instrumental,0.03680981595092025,23,20,126
MirexLike_Categories,Instrumental,0.03680981595092025,24,20,127
MirexLike_Categories,Instrumental + Instrumental,0.03680981595092025,23,20,128
MirexLike_Categories,Instrumental + Instrumental,0.03680981595092025,24,20,129
MirexLike_Categories,Instrumental + Mixed,0.07975460122699386,23,20,130
MirexLike_Categories,Instrumental + Mixed,0.0736196319018405,24,20,131
MirexLike_Categories,Instrumental + Vocals,0.0736196319018405,23,20,132
MirexLike_Categories,Instrumental + Vocals,0.06748466257668712,24,20,133
MirexLike_Categories,Mixed,0.08588957055214724,23,20,134
MirexLike_Categories,Mixed,0.07975460122699386,24,20,135
MirexLike_Categories,Mixed + Mixed,0.08588957055214724,23,20,136
MirexLike_Categories,Mixed + Mixed,0.08588957055214724,24,20,137
MirexLike_Categories,Mixed + Vocals,0.07975460122699386,23,20,138
MirexLike_Categories,Mixed + Vocals,0.07975460122699386,24,20,139
MirexLike_Categories,Vocals,0.0736196319018405,23,20,140
MirexLike_Categories,Vocals,0.07975460122699386,24,20,141
MirexLike_Categories,Vocals + Vocals,0.0736196319018405,23,20,142
MirexLike_Categories,Vocals + Vocals,0.06134969325153374,24,20,143
MirexLike_Categories,Instrumental,0.08588957055214724,31,30,108
MirexLike_Categories,Instrumental,0.08588957055214724,32,30,109
MirexLike_Categories,Instrumental + Instrumental,0.09202453987730061,31,30,110
MirexLike_Categories,Instrumental + Instrumental,0.0736196319018405,32,30,111
MirexLike_Categories,Instrumental + Mixed,0.10429447852760736,31,30,112
MirexLike_Categories,Instrumental + Mixed,0.07975460122699386,32,30,113
MirexLike_Categories,Instrumental + Vocals,0.09202453987730061,31,30,114
MirexLike_Categories,Instrumental + Vocals,0.09815950920245399,32,30,115
MirexLike_Categories,Mixed,0.08588957055214724,31,30,116
MirexLike_Categories,Mixed,0.08588957055214724,32,30,117
MirexLike_Categories,Mixed + Mixed,0.1165644171779141,31,30,118
MirexLike_Categories,Mixed + Mixed,0.12269938650306748,32,30,119
MirexLike_Categories,Mixed + Vocals,0.10429447852760736,31,30,120
MirexLike_Categories,Mixed + Vocals,0.09202453987730061,32,30,121
MirexLike_Categories,Vocals,0.06748466257668712,31,30,122
MirexLike_Categories,Vocals,0.09815950920245399,32,30,123
MirexLike_Categories,Vocals + Vocals,0.08588957055214724,31,30,124
MirexLike_Categories,Vocals + Vocals,0.06748466257668712,32,30,125
MirexLike_Categories,Instrumental,0.08588957055214724,33,30,126
MirexLike_Categories,Instrumental,0.09202453987730061,34,30,127
MirexLike_Categories,Instrumental + Instrumental,0.08588957055214724,33,30,128
MirexLike_Categories,Instrumental + Instrumental,0.09202453987730061,34,30,129
MirexLike_Categories,Instrumental + Mixed,0.06134969325153374,33,30,130
MirexLike_Categories,Instrumental + Mixed,0.06134969325153374,34,30,131
MirexLike_Categories,Instrumental + Vocals,0.12269938650306748,33,30,132
MirexLike_Categories,Instrumental + Vocals,0.147239263803681,34,30,133
