,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
0,-0.3151387499758733,-0.30381335482012345,-0.6800870016438336,-0.3125917576201197,-0.35873492041889204,-0.32287142675618496,-0.28816228618640133,-0.3478201633845879,-0.2472622441491407,-0.4107076938590682,0.08084912109786209,0.4793906173455485,0.5549872822671293,1.291828670355255,1.2126646703655504,0.4889556080576313,1.119395178734412,0.8823680612086572,1.984790069009052,1.702015987194051,1.0886591957939256,-0.3804361556132688,0.7096441484146416,0.10693008664165485,-0.2209637393577322,-0.03523121178010753,0.317999039907635,0.2239294160923898,0.37940221216806636,0.48658909083352037,0.0,-0.4045806723314409,-0.3096119439706504,0.33654517637810266,0.11149601216699362,0.36623960608503825,0.5880331737708475,0.2806820327748848,-0.6324531520113778,0.722869499139298,-0.38748232569999386,-0.3937518904427964,0.5273362661232348,0.5978731235605633,0.5253986770175155,-0.5741866290678874,-0.7853244538308294,-1.3132997047697954,-1.0676172994033772,0.42488386797622013,-0.7370203790661269,-0.6513414389905817,0.906535999786624,1.4043849895674363,0.5459434486083553,-0.25397132324796473,-1.5043796164015442,-0.551050980692037,0.3644812071039218,0.28180425767982054,0.9991146122381366,1.179630264540903,1.2264104099889932,0.8456748449564649,0.1916876005728256,0.12068760152046515,0.0,-0.3558006590163584,0.8204243562289625,0.7518789030870416,1.0008785713117987,0.7047504013695121,-0.5015964812968072,-0.8128075620561176,-0.8860967516575149,-0.7166550560211704,-0.8702977794940661,-0.9245943279449789,-0.6802304224350612,0.0765156589295622,0.5211464223573412,0.0024871773886360688,-0.23943980700368525,-0.6064876758803781
1,-0.49184680262813923,-0.37992479135247215,-0.5764780302669197,-0.4580867374668157,0.03912015058497761,0.08038638943297523,-0.3433507072614477,-0.3556706711808052,-0.5271647282455761,-0.6819062152930306,-0.5105030256141481,-0.2103815411342605,-0.15747246614981852,0.4986713969405881,1.0398187175826585,1.115873018993313,1.9659502946634981,1.8101140535899556,1.5780190463042463,1.5157186012600048,0.8204392344802958,-0.6020106897150665,-0.38493276793955244,-0.3956462800255559,-0.06088157546835335,-0.03350340230191373,0.4205178924809043,0.45825379758320495,0.43969133014746825,0.569422024323955,0.0,-0.5374687191678645,-0.7069810386325044,-0.6169280661235386,-0.7285371569416961,-0.6842008621028235,0.916714811830596,0.49210128612728377,-0.519567384473669,0.7397693066906976,0.0037104438396720887,0.005315256548049426,0.7655203208682384,0.854095066472452,0.5759226265014478,-0.7332346855476446,-0.6491127812509889,-1.75911280126467,-1.167130565676371,1.1459217507864223,1.2051523512766396,-0.6209232450421731,-1.5796098112641288,-1.1045602984295164,1.0395447067170145,-0.3314828258094356,-3.248167432735679,-0.5086114279188729,0.4233672857358835,0.7138402196598211,1.572664165095474,1.601157035464462,1.724829016000636,1.8527003671161106,0.9488967678250604,0.28494883005805327,0.0,-0.026872883968496745,1.0983531574754526,0.9529204133249695,1.1650959279998077,0.8266468252397707,-1.2132996897844732,-1.3075904588913907,-0.8587950593072979,-0.5457949043693728,-0.8198972494604085,-0.6754659112402859,-0.7419787666806937,0.26933455562435765,-0.0660962313658064,-0.9472476281394304,-1.0005874157411863,-1.1951694464720128
2,-0.6328969243953263,-0.6667145929571217,-0.5527430264373554,-0.44180757888256994,-0.07551605631444243,-0.07465543268781083,-0.43831376888656753,-0.5621390262213212,-0.5286181710435625,-0.6844586719653504,-0.00787622003105342,-0.12407011358725617,-0.1913624433718139,0.5436593557285966,0.7178313998271006,1.401610886562637,1.2505516051459609,1.3735872820655672,1.7799271810608694,0.8566665585470876,0.5695237867998039,-0.7439706857888787,0.2643925214231049,-0.4669653209716788,-0.30027049944971834,-0.12334949516798858,0.3888302471400755,0.2987556891734904,0.5021336309118488,0.4084894678282536,0.0,-0.5836845409534707,-0.7659648788951309,-0.36510852537097255,-0.6266320216320371,-0.42885070062722314,0.5887801774937105,0.15617958357847203,-0.5644994129028836,0.7161095761187382,-0.16462825178153168,-0.16671443625263638,0.6925003916763391,0.6601516407280501,0.5751120818573205,-0.3310354640196293,-0.2127813900869,-1.1464724938187862,-0.721914815146958,1.0483762777163712,0.7673032049109173,-0.6100596043463127,-0.21808551740821422,-0.09003968665527423,-0.2582756510904368,0.53977100986416,-0.40294629159457546,-0.5662706823762064,0.10249104887908618,0.758731710403245,1.166819159857241,1.430783845822884,1.3300243137476861,1.8588233435378352,0.7392114113723368,-0.08586111591147245,0.0,-0.1354135400563172,1.0110808285816275,1.0846153266770298,1.4059480511422209,1.0624201714098762,-0.5847515356946646,-0.58407256519805,-0.11088125205445096,-0.044717584696640486,-0.5703917155995499,-0.7532605376211565,-0.7391964587069834,-0.22317688403999303,-0.5247722413689622,-0.5341991588332706,-0.2160636629860173,-0.6397384036344079
3,-0.6226884038596786,-0.3786125252053627,-0.39712031870849956,-0.4687699352877269,0.031028183039135997,-0.010178905700080216,-0.386668745633354,-0.4730357627342544,-0.52770020717115,-0.6627627902506333,-0.16145663284811004,-0.20103113648333512,-0.15978314641495467,0.08986777143216593,0.24472733478135697,0.9666069687705315,1.1700692525752379,0.8914834694307441,1.7454550604926653,0.7194475162193222,0.7209382810897557,-0.6701351705895683,-0.2567542692601708,-0.22737791779329683,-0.018290908011545908,0.1790171635159174,0.6702910969321421,0.18454716710233685,0.4073935883727886,0.8439540324636807,0.0,-0.5189262010046426,-0.8093496870221868,-0.6491484545676557,-0.8051672428933512,-0.7282612821221428,1.0108372809113422,0.6107309782861299,-0.475746748973799,0.7245594798944379,-0.03223376163104744,-0.03508339748053458,0.7979736227313041,1.0023450149472308,0.581326257462296,-0.5529908860620361,-0.542772089500061,-1.2307678498807126,-0.010984494863020227,1.9433987762363136,1.3627560207481113,-1.0511234165982395,-0.7615853162525026,0.7355068888651177,0.34986484483897984,-1.5425882519465233,-0.2193147582826543,-0.4860745619634684,0.35143459088007406,0.6109851421468341,1.9382600789051219,1.6672500831702466,1.5479708009642468,1.5732885430714094,1.5699297159952779,0.227261850988305,0.0,0.006736151672909521,1.1162551736588013,1.0006359616409333,1.1937286978838708,0.8571209312073353,-0.5663546032416485,-0.6642038695268911,-1.0294996478840572,-1.0912762610205486,-1.0706888729267483,-0.7981993663848944,-1.004340987955676,-0.1769263675676713,0.15245401539083214,-0.4770016539068067,-0.2921873281591815,-0.7938352374612148
4,-0.35395988440720927,-0.47154482780520546,-0.6816414351440065,-0.33853666661376136,-0.35374487376562314,-0.32249873006839463,-0.33068306004839526,-0.6304384440484119,-0.2681459222465244,0.4035259846108995,0.3425213200618211,0.5757717114397032,-0.029614824812290615,-0.08812806551169258,0.16669973323936566,0.11045955213557858,0.7229450716267766,0.8124832648393236,1.0491182250149462,0.3799055063717861,0.388907925753932,-0.36819822491725057,0.679286082937946,0.9482718978029501,0.67344027723522,-0.05769273499662619,-0.32339618137349124,-0.42607460348843396,-0.20281841289015798,-0.3703767725060889,0.0,-0.5804536476371517,-0.44772837433768214,0.29275047363852597,0.4753279328618267,0.8018369403669448,-0.2867081857018014,-0.4286295622224142,-0.6786474052674908,0.553871423625302,-0.5989540678860614,-0.6243670852111335,0.36738784979812267,-0.3955369193012519,0.45974456084320775,2.20645490149221,-1.3280204335305095,-0.23463657738824892,-0.42856291172609473,-0.6252986812750317,-0.4775593162244462,0.41054322689410666,1.231943981722967,0.8965847578624472,-0.18075214256541203,-0.10281917269873828,-0.7878844864247976,-0.7281263560559287,1.5196356597883924,1.123156241083171,-0.9720846404768182,-0.34620852213877346,-0.14307956624228205,0.13438908396611932,-0.5457890253793077,-0.21003478272262538,0.0,-0.7011472744267432,-0.6828974527677529,-0.8332952327003661,-0.5991879810329044,-0.6132546817276593,0.2393496152669791,0.035957941213851936,-0.21824636461343003,-0.35006424905487976,-0.35122973793237083,-0.18870926672778218,0.1319323405753972,0.06371772652081037,0.34623887746743087,0.310236439807953,0.34851495474586147,0.3844022643590186
5,-0.7874625522237931,-1.0720855354914807,-0.6585640762568232,-0.4458773685286314,-0.5029068088606332,-0.5073562872124089,-0.2687621831118666,-0.8327852824959138,-0.5303776017990197,-0.05655433057471709,-0.5749077148600107,-0.11040413755898072,0.09362145599496537,-0.01966812822559329,0.3909056262777455,-0.1603517104114676,1.1889478291041726,0.5197773785967522,0.6955327597582259,0.5702092877022635,0.1358294138692977,-0.7936022936116195,-1.1489440824363937,0.6741393341662896,0.3474013746348332,-0.20801215959948227,-0.4997286077995142,-0.2594876902605101,-0.08460867799483072,-0.2953538013161813,0.0,-0.7266866886061971,-1.1133683237477352,-1.204089902139149,-0.9072333657785389,-0.9028006277895825,-0.27699713730458153,-0.4353245052452402,-0.6754640583770112,0.5741511926869814,-0.5618117222329843,-0.5923164925316297,0.6003561953151334,-0.3840289324333467,0.4875732602915769,2.358424379647371,-1.6367668913781477,-0.25593967155620023,-0.5964620718833733,-0.37681442355974365,0.03434290802394135,0.31695658351283573,0.5755784243598939,-0.34596452432477437,0.13754820887855185,0.3451614358934414,-0.44434642410482117,-0.7541754608615261,1.8549689578662103,1.1722563090837912,-1.1259256121594101,-0.8221078403082913,-0.6662404578928546,-0.12461281867283293,-0.5548963521332005,-0.2882544153595722,0.0,-0.6725520457416778,-0.8028409611961899,-1.0637931414320159,-0.9015163453969826,-0.9151889158536618,0.2798004974403465,0.18203214386036792,-0.17144680241888996,-0.35125894389000945,-0.20776057555760827,-0.1164788106366634,0.14979501773526094,0.11968876917741601,-0.28967738359612266,-0.6787339866994593,-0.16813614820745368,0.22420684693489748
6,-0.5876056008921011,-0.8034288661014346,-0.6835545840672964,-0.4499471581746928,-0.15468247213792435,-0.11788824847149164,-0.3128774859936853,-0.7815607191255957,-0.4872332997956337,-0.16216222539194236,-0.006525072704217093,0.8059355182317144,1.3899130847362875,0.4693314238179742,1.0575971584403276,1.444258329483432,1.2853279303308407,0.6078929914102601,1.1417004916838365,0.6473323990835628,0.37376647632493704,-0.724525973682983,-0.886684127901606,0.6440516137671441,0.06689042690206858,-0.005858450650813688,0.10364143907261755,-0.21065370151284424,-0.25104970727367965,-0.55331922275782,0.0,-0.41989229717834375,-1.0135995140473146,-0.8997167180990908,-0.23076357340699533,-0.04332202545817952,-0.17017560493516326,-0.4205251575105723,-0.6642866209161746,0.5910510002383811,-0.3892795359735298,-0.4271441358391167,0.3366731176777209,-0.31396560061992407,0.4862223525513648,1.627904432024315,-1.997847307638041,-1.155995400152142,-1.3307850841442803,-0.5568457177171011,-0.3977251430423906,0.7926536823031652,0.8313642334168332,1.93702180889436,0.24580175681890162,-1.598290793373159,-1.5079383670471238,-0.741882624885851,1.8105399404552693,1.3756708765149308,-0.7594352740957936,-0.5418733180357649,-0.39455765645109575,0.056627283410216375,-0.32851422996500673,0.1265540739682361,0.0,-0.5880886824002419,-0.6869254064090063,-0.9756148081441144,-0.7447940372962725,-0.7780554389996208,0.24352884088237814,-0.7216400212911693,-1.0117202354074961,-0.9651769788431056,-0.8118276908736218,-0.6396132560872237,-0.1148936011569458,0.07866611515139581,-0.32135018536682497,-0.26198280999844975,0.3234398844779212,0.5717899107873529
7,-0.8097487590269674,-1.0900993707836195,-0.7191869827635692,-0.49674973910439923,-0.605405064441291,-0.5882314684629151,-0.3434392922069935,-0.899907124153572,-0.40232164159748035,-0.2607508643602888,-0.3884493837566045,0.6419438058924065,0.24535612673889887,0.19353567646540212,1.0398187175826585,0.7277812884140812,0.961411301465956,0.9461759187632663,0.4729413526606806,0.18659692849398524,0.012534754233193937,-0.6774779290071793,-1.117742737363123,0.6540808539001922,0.4340513532538551,-0.17518377951380107,-0.4700913395101511,-0.6066422151078267,-0.4678752137210287,-0.6337855010056707,0.0,-0.8238944353406634,-1.205256372421331,-1.2092514206763132,-0.7396452996531755,-0.6892077280141098,-0.3218173606763655,-0.4887665942870966,-0.6960883357372761,0.5741511926869814,-0.6516722359097836,-0.6781822664078819,0.41143161661228417,-0.4408919263688782,0.465688554900141,2.217119426275028,-1.6269692096662645,-0.5634590060766758,-1.0506387326458997,-0.9652817336127536,-0.3978627881685665,0.6430975620568222,1.1735651411098025,1.305308601988632,0.23733353573001942,-0.7410381219259531,-0.49772768378851917,-0.7553462071449238,1.8246443904269967,1.5427386403611962,-0.7584290468100788,-0.4946681946299002,-0.33029917165454087,0.05009610856037674,-0.30943221200446935,0.062267313394745546,0.0,-0.7577316672197337,-0.8082115660511945,-1.022376045493759,-0.7742689474710432,-0.7928915169048826,-0.13095092239644926,-0.09548419939330896,-0.4523272106785274,-0.7629819394864135,-0.7307934325689612,-0.609314575382953,-0.20629921974818857,0.017435533933928077,0.32122732241271745,0.3471037825824121,0.07198106122850986,-0.05791960278043176
8,1.2427389965556974,1.1776158283439937,-0.6526452717753953,-0.20881212164555346,-0.016174960978272077,0.002865478372582197,-0.43849093877765916,0.8164101427944427,-0.19210791481502487,0.07074944595722535,-0.316388192992003,-0.08666849498355429,0.03277354234638264,0.4116294766768331,0.24966579057515376,-0.22965380515775888,0.005559163527245694,0.44482846654848157,0.47097151719964014,1.2593092958884138,1.3287593224537069,0.8372379486405506,-0.29554513070261523,-0.9606268075206242,-0.5558145041905616,-0.21492339751225722,0.22480008302284496,-0.1358274284317437,0.008193500037748578,0.04733787780995931,0.0,-0.2219649631481949,0.5572717689800717,-0.12173510586103917,0.182330545399616,-0.5079591820255464,0.6627335460571541,0.5238141741301438,-0.6223712304380381,0.7042797108327584,-0.3425520688615943,-0.3548439616551196,0.6055719045431261,0.5471025932609817,0.5159423228360308,-0.24158676240374044,0.27832143152508265,-0.2050450277079325,-0.8931153632848573,-1.3914014317608716,-0.12105843942871512,-0.7194202540179728,-1.3475359016661168,-2.1565157669092834,-0.858820938414361,0.18872226446304272,0.024578285961085924,-0.4093906804009235,-0.12353276191784471,0.26332477754140543,0.33422198244426005,0.6354641717632769,0.39017474879168046,0.16500396607474255,0.6797969463588451,0.5589619806393575,0.0,-0.3387206572969552,0.9238084996878019,0.9599186937446442,1.0631969528241714,0.9288954702625205,0.32849863424104386,0.2282164761859853,-0.06388671116146766,-0.038485653962037625,0.1361281994098677,0.5248221928657484,0.3316759017866141,0.34784725995380056,0.45701527732557556,0.17275286922444774,0.31716055845313285,0.36647809594232233
9,-0.5683388156558085,-0.587024248750838,-0.653362702621629,-0.4336679995904471,-0.29467351068098085,-0.29491917517190847,-0.5044867232092957,-0.37765209301021385,-0.5271647282455761,-0.5810841767364047,-0.3425103746441711,-0.25929135007756293,-0.21215856575803846,0.23754563614932314,0.0876844405386151,0.1882911354660288,1.1780181269032104,0.13085329445437394,0.7812206023134755,0.39292629141018753,0.6917369143338367,-0.6997101697716125,-0.25591098966359577,-0.9227385670179964,-0.5572831478959688,-0.14408320890631368,0.33104689387150577,0.17076337995581847,0.46122315799725466,0.42978936501150816,0.0,-0.7453696803918677,-0.5330355813290839,-0.43549286905957796,-0.7183949396833889,-0.6401404420835042,-0.06111306139715587,-0.23036528463416445,-0.6258641796445494,0.765119018017797,-0.3940720967029591,-0.39867128373779,0.6838075429630182,0.07527513167686892,0.5602520967149874,0.14593540689192105,0.4326946604489018,-0.32961875055760786,-0.6257029368545848,-0.8551865505570819,-0.2783179960847471,-0.8208142338460022,-0.18752671688971823,-0.8993884876396216,-0.5384253570102613,-0.6834473587560416,-0.8958332560073868,-0.6637353104690592,-0.060767959543658025,0.4314191791731382,0.5373680911268687,1.0900374665397283,1.121010059613771,0.0019286940428096283,0.8461140801739837,0.31501450135287973,0.0,-0.4075916319719682,0.5107194762570285,0.7544237323305597,1.2905748313152607,0.9164652428283824,0.4905593700313211,0.07376133794773207,-0.23093966240451194,-0.20200852454876944,-0.0160891708359163,0.09226531943682612,0.0949179536147205,0.3928307318436999,0.6708271474871742,0.36028180460497244,0.5610260204092737,0.7361868859983202
