,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Principal component 10,Principal component 11,Principal component 12,Principal component 13,Principal component 14,Principal component 15,Principal component 16,Principal component 17,Principal component 18,Principal component 19,Principal component 20,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
LPC Overall Standard Deviation 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method of Moments Overall Standard Deviation 1,0.7950161679027127,-0.29369077444277425,0.27036627087777426,0.018792270281284107,-0.16609253628248244,0.017215778996717387,-0.22475711043506102,0.06502199428950431,-0.019906774853658868,0.1442399913374494,0.057924701356780565,0.1057933420519569,-0.02146785162922738,0.03073428941964723,-0.022991646137288345,-0.0004093806809506388,0.006197500155972661,-0.08121187694799405,0.025737911684176787,0.05689635465741222,0.09520951311661242,0.12245742730113703,0.32427452574702653,0.6855816182661248,0.04388148800858592,0.8819514020519702,0.8973989830714514,-0.42443500200556733,0.30526547258800674,-0.21528620305475082,0.3497868237270634,0.39609817652466855,0.5216180522115399,0.4902617475303061,0.5135605838943325,0.5210770458598005,0.564544060729312,0.5675737229358336,0.5846565560582342,0.5750208906676667,0.5749621971001665,0.6057339255107453,-0.11768401285852126,0.4072166177574274,0.5417695480505145,0.6031358566984739,0.6331328049135764,0.5963333003582053,0.6111780092570347,0.626925508847049,0.6590391003471022,,1.0,0.10486315719641125,0.2996896806358449,0.30766416682608594,0.28183832210616744,0.7089310239137356,0.7028396613080374,0.7537173449403133,0.7910191741883834,0.8740793448594009,0.8847986657707012,0.6193258649475073,0.7577328219404589,0.8027768210252743,0.3584811172683925,-0.11136724170845737,-0.1567063926058534,-0.2749797797985565,-0.1219756155959889,-0.12335025227170134,-0.04346247050079212,-0.14721556855522908,-0.2916762015408413,-0.22524333751530018,-0.2325454199366156,-0.33180033972663747,-0.7679211287243983,0.4567895541497169,-0.23286666676987575,0.33467941697252185,0.3099952888878188,0.36557845985564197,0.27534801823082755,0.43421288413497056,0.41842929396488543,,0.8946636093812347,0.7720603162233451,0.7003407874475082,0.7008667792825976,0.690333902023042,0.6835711147819276,0.7302216677674781,0.7172190737476033,0.7332427900920697,0.7321776334124818,0.6948820464127837,0.7013361140479286,0.6896686770677777,0.7149933084282484,0.6998997996971368,0.7048876856149907,0.704938146020587
Method of Moments Overall Standard Deviation 2,0.32367230386712825,0.8168515693890935,0.21286649367825816,0.1751512783408236,0.036350298993556525,0.07839431854102243,-0.22809658747656975,0.07786693506040133,-0.02972139380233335,-0.03826489875098739,0.06201480378362576,-0.10652964492677669,0.1677550388919778,-0.08572247448706702,-0.09492095068736375,0.02052043614046951,0.005250488350512342,0.047540827682603974,-0.011996670904121464,-0.0015496351534750815,0.008861095407547264,0.9256791936506139,0.8707922390505686,0.05989456124003411,0.7151657975275713,0.06392995710347563,0.0697620717622571,0.49009844986071693,0.8639922526525404,0.6960856951464388,0.4975903186693191,0.44769191524368057,0.41632396437432234,0.36007868346233374,0.3653555090752367,0.3292706550453737,0.31231184239278886,0.30051905746058133,0.2736695409450896,0.2684112263862625,0.2768189812244094,0.2592959459953595,0.6930768867029349,0.6702154106116568,0.2227801442984336,0.31524309018773106,0.3681147818138011,0.39035884711996527,0.36691333684769556,0.3513904157613445,0.3477445745759856,,0.10486315719641125,1.0,0.8373475565881903,0.6425147428805563,0.6690212946280538,0.3412977832938571,0.3485957166098267,0.0362355799252211,0.08038379696465936,-0.008566947796827769,-0.0024439020610133614,0.41448789328542623,0.2566603803413385,0.08386428893299687,-0.20889979738017955,0.1553755454601589,-0.13174142941318398,0.01806984168785761,-0.04325431981161425,0.013356049934396442,-0.04507138000566135,-0.0725913674154196,0.051346304585405435,0.004239242620477656,-0.030565173714762247,-0.046971329746009254,-0.0441852691953723,-0.08410592106211681,-0.08837248406921341,0.20962342122459235,0.18262219823952372,0.12066990364299669,0.05337980434639601,0.1682561563016191,0.12056722298057469,,0.03357121422365112,0.30744222622053846,0.30036520409108364,0.24169180120059683,0.2922990277747761,0.0792467155164369,0.10477791648380659,0.12098881155326378,0.13374013532699489,0.15167200314848003,0.14333851466566164,0.1322889763260968,0.13595231462636262,0.1322353373696773,0.12564069674034878,0.1007989843723025,0.08609995340984383
Method of Moments Overall Standard Deviation 3,0.5404159337627727,0.6617084487776256,0.2100278386701724,0.3059985943723423,-0.10258956668927223,-0.12177596856810627,0.019601054834464355,0.01389988271854526,0.08757885616099223,-0.004013822067556364,-0.01625788610784533,0.025417106808242426,0.0752409145468817,-0.11593790352107691,-0.06834217486489325,0.006802510740027886,-0.19062038077181398,0.011824282624616751,-0.05844464855688004,-0.018761750238409702,-0.02384435043037188,0.6463702503640384,0.6889888275932653,0.2925765609415993,0.6691301250023435,0.30636500019431423,0.30824911723438564,0.2954872643210702,0.6567513273351031,0.5651261413068451,0.5917173574273025,0.6372811209879542,0.557995255302819,0.5127527926855957,0.5236905625998035,0.4977413195784697,0.5021354854537871,0.4876798729581409,0.44585530673461443,0.44521149131055726,0.4563558288292701,0.4533018881570164,0.6307103312939714,0.8816676178737376,0.37143202059419106,0.45136047332660567,0.5252521160282815,0.5397992284788029,0.5164539688757787,0.5051900961105728,0.49833661627545967,,0.2996896806358449,0.8373475565881903,1.0,0.9170924126540609,0.9349157214844499,0.4122708866503393,0.4022082971151053,0.2202476648004063,0.3166136060239431,0.19859750772761883,0.20191159327658872,0.5590039543787245,0.3679241795105462,0.32207298870839896,-0.020021425478687925,0.18521481090418665,-0.2062038992272595,-0.011023355337627992,-0.08554852519656843,-0.027076380389511674,-0.1088275808777151,-0.13000147150026692,-0.07720190261338972,-0.062066839841961645,-0.07083612404353153,-0.1823720142174677,-0.3028348709900388,0.07782949325836533,0.03365335250357635,0.340341780550186,0.287375558741667,0.1853834129740713,0.09096388840755082,0.2460998862612261,0.21129523157275745,,0.2001724441570866,0.4611907637904099,0.4827318116232475,0.5094974170229326,0.536739250073062,0.31543659933389906,0.34217856154451787,0.35195850833753606,0.370745907266619,0.38032579358363133,0.37868055193927147,0.3498728581434498,0.34920639947078747,0.34729179574711333,0.3372258912083022,0.3201889276950619,0.30538542582015565
Method of Moments Overall Standard Deviation 4,0.5578753737474667,0.5368010524596158,0.06576129398165086,0.42395179968874097,-0.17224195168894382,-0.2153282618830059,0.1379996100725641,-0.02083948861419889,0.11944080049886262,0.0012307801508741087,-0.08294741280525066,0.0556262739763414,0.02913584064299318,-0.0911748506498292,-0.034938401735730776,-0.010398240812696392,-0.20841136830575027,-0.034412175855813416,-0.07195549358787687,0.002154042039462636,-0.04870411296279049,0.4390047151100715,0.473442718523368,0.3539771038229972,0.6427898431848466,0.3717340018661729,0.3692701892784751,0.21400628086929924,0.447262506829762,0.5096094112140219,0.6265439772228314,0.6991242873781559,0.5934862560663317,0.5436598937853946,0.5472570355556761,0.5274715984475576,0.5360666849943638,0.5039142766811783,0.4634987872021757,0.4594857171989104,0.4739426450085484,0.4893724344340847,0.6049958233631979,0.8674785531479644,0.4285988542421743,0.4748978310965303,0.5239256086813101,0.5217778262194477,0.48201507363778195,0.4777161992284431,0.4673817276519257,,0.30766416682608594,0.6425147428805563,0.9170924126540609,1.0,0.9865347779015712,0.33630397340513113,0.31273647190365,0.24430997617611508,0.3715557447254971,0.23090887287598205,0.22809500178083608,0.5687199015680233,0.2995428695192708,0.3776430665992125,0.15492990583159216,0.1383442765021413,-0.22812381319860028,-0.028908468767691424,-0.13189773857124573,-0.09642704621107111,-0.16926903398545606,-0.12982937887332932,-0.12493921848330355,-0.10972264732534806,-0.05263374840827146,-0.2024698066595984,-0.382773484039339,0.19925325015675066,0.17875767972914822,0.3158615302148005,0.2774825123700769,0.12237865010839792,0.04735438836582754,0.18076753459814407,0.18714157275715157,,0.18173441667227025,0.3877726436813934,0.40872300488992375,0.494662255243911,0.5088566999843792,0.38983442832627546,0.4223739447971251,0.4258858627641863,0.44265652399192656,0.43509308102575955,0.43740525421054444,0.4040598807180975,0.3956212168407718,0.39303821697275243,0.3843974750020648,0.3808565444523866,0.37098526144258936
Method of Moments Overall Standard Deviation 5,0.5416579048894837,0.5549885422898093,0.06055819324980759,0.43672197884033964,-0.1602507202158276,-0.19408154813489817,0.12600494031580534,-0.03443887251864858,0.10350026209232917,8.320382335349606e-05,-0.07143127002469454,0.0683350299599683,0.03168375211369854,-0.1084120717830179,-0.0652409874213994,-0.00885724373037565,-0.2187521495077402,-0.013027568390281154,-0.09862215728603532,-0.018426977394459667,-0.05265232083481321,0.45533484693001575,0.474359839298723,0.346472131492931,0.6608941972649328,0.35123667163502453,0.34774637187367613,0.24505790478490758,0.45966869854403064,0.5340727861751499,0.6257981994348685,0.6860409033702639,0.5810365566298129,0.5355715592503318,0.5321476201986294,0.5137632393390978,0.5232335786254453,0.4912449621895358,0.45045383984099413,0.4444551766609335,0.45527521623984324,0.46930257514892393,0.5951782573216435,0.8676579114447025,0.4240745235813126,0.4674025694494068,0.5158383280664448,0.5127625123630543,0.47343184872767846,0.4666723018925264,0.4531087590874283,,0.28183832210616744,0.6690212946280538,0.9349157214844499,0.9865347779015712,1.0,0.31585381289197423,0.2891042623979752,0.23211710361640192,0.3531028839669062,0.21285065415096888,0.209271963081368,0.5723473107904976,0.2752355350045201,0.35902518264399536,0.14201470154600776,0.14687436947712784,-0.1999736339789045,-0.02445432130334414,-0.11654744878766242,-0.08936242380739111,-0.15963092115767005,-0.14228507386764294,-0.1255189089072322,-0.1032862755391979,-0.03616858565784895,-0.19169917809728906,-0.3657040080700939,0.19740506844502778,0.16005081197237359,0.3009078518247764,0.2667060888976074,0.11075495327204675,0.03493600116639519,0.17930646758022944,0.1887976163600642,,0.16087900044084566,0.3647578787861249,0.3805581636467768,0.46949449733342763,0.47971374188068083,0.3772194610987898,0.41167403425381965,0.4181641550425011,0.43251764932131326,0.42390019495984077,0.42686492282818933,0.3907039908951212,0.3866485921576832,0.38165846930131664,0.3703966976121557,0.36245867911912616,0.3520994008091687
Spectral Centroid Overall Average,0.8553086624153903,0.0733978138891257,0.20329293699015466,-0.3696404964681724,-0.030087809005749602,0.10417357034230929,-0.08689902374521795,0.007591874733395752,-0.03921799287967475,-0.06317197092046839,-0.08870962574223068,-0.14814477795526423,-0.023745060823161634,0.055891386774382115,0.032451835998397016,0.033457863432191946,0.028265889598180577,-0.028056773300212334,-0.006477189109032046,0.0403020531555221,-0.009883950143947592,0.44221883924658545,0.6169509556156675,0.3153815085278311,0.17242031776584604,0.6434852881135043,0.6555852111635494,-0.3371027766376526,0.6207010514684738,-0.07917325074513289,0.4411264277482036,0.5461331248389583,0.629336086586646,0.6553846296562582,0.717984307718403,0.7189227321859673,0.7512953069467199,0.7786646882179978,0.7932446499659558,0.7778875254745752,0.7733727583971813,0.7583022493615722,0.03968369296458089,0.47311232282757876,0.5961435764648884,0.7396681458743033,0.8102716380054008,0.8246782258132281,0.8473885244457248,0.8557834771085263,0.8747342109066574,,0.7089310239137356,0.3412977832938571,0.4122708866503393,0.33630397340513113,0.31585381289197423,1.0,0.9828020989528323,0.4200989562295226,0.8087837494433923,0.651156126633993,0.6659778330082072,0.7037693773993421,0.9797039513021408,0.808370601211218,0.131342496563145,-0.3016775726472219,-0.43385200010380603,-0.4272207365464852,-0.10865257005500523,-0.04061122251088775,0.019473332219644826,-0.21077314988608345,-0.2548232550846256,-0.23788120819350117,-0.27216150064998335,-0.36264349412715535,-0.7470789841690164,0.47545297141287957,-0.36158594358112617,0.489074883607481,0.3631955044747158,0.3916132514554432,0.3428446425048097,0.6117232879006315,0.47975184748004307,,0.7130068011411408,0.9378550622737685,0.7932670938460801,0.7492284663254343,0.7464787063444429,0.5405834018462636,0.5734563396297911,0.5499508268319473,0.551957256947799,0.5812462294090711,0.5476918521150057,0.561191836133479,0.5585775748992978,0.5858186603719225,0.5899714863899685,0.5707132127247185,0.5604340108854279
Spectral Rolloff Point Overall Average,0.8098441695473149,0.08769070952390451,0.28754654749706726,-0.37463200384859385,-0.013280591933605956,0.15783850043559616,-0.11321215518910055,-0.020527969345501898,-0.0331978002127771,-0.07749124486679473,-0.07555014144194534,-0.1198176675135762,-0.05418511514025341,0.039769545459024426,0.03469158157499468,0.008885634257817878,0.023810719026472308,-0.06914864156075937,0.011995707555728527,0.024188648062640813,-0.01080295766290852,0.45747450927336064,0.6550820358174835,0.2910257772314873,0.15355423898351364,0.5904780552725032,0.6055799176367404,-0.31899382721756625,0.642059574580431,-0.07708980759125764,0.40357198758411955,0.48838158831336936,0.5780087964299182,0.5965189937690145,0.6665981659671422,0.6605036033401461,0.6935109086379497,0.7195464616021792,0.7350256366567427,0.722456532821997,0.7149666590698817,0.6925352548245236,0.05258995935303985,0.4509266589621666,0.5248662097109085,0.6877125252027133,0.767942641996993,0.7906032275398481,0.8198256220199152,0.8272639401773886,0.8495774028771638,,0.7028396613080374,0.3485957166098267,0.4022082971151053,0.31273647190365,0.2891042623979752,0.9828020989528323,1.0,0.41414856542935535,0.7537924219826564,0.6080210963619213,0.6271229312900942,0.6505687574057271,0.9778055623632813,0.7549997980150498,0.057538756108794525,-0.22829009764137975,-0.3728205188717267,-0.3640998057428383,-0.06781659398330891,0.010089048946822419,0.03545995471805904,-0.2169129407855342,-0.2267065622316492,-0.17167755453154973,-0.2537731009538692,-0.3282762824226047,-0.6857517398952413,0.38899248372681244,-0.42801037020885097,0.46267818735998073,0.31689343948186316,0.36939280463580376,0.3260443539383101,0.6007387472471334,0.459147580820074,,0.7066854248879973,0.9350525117299552,0.8084403254879224,0.7398382656637897,0.7447592888755699,0.49706034853981795,0.5374830797733443,0.5344446975019692,0.5366643603060187,0.5669255373610346,0.5227648203009205,0.541167446802592,0.5341765563297182,0.5585999285897582,0.5618805941432344,0.5292659173316785,0.5213429614965376
Spectral Flux Overall Average,0.5363714197843047,-0.3180594897705972,0.24930985665382654,0.1693190977114805,-0.4297775164238428,0.02176474286689642,-0.2812569776215913,0.11471564730751564,0.008944039971864961,0.28162831658224485,0.06482307225186577,0.1313095666230928,0.012472563613419616,0.10840243154918117,-0.12603895497733514,0.0010450156443663984,-0.027399231014177374,-0.09224567759661466,0.02463545414563581,-0.1056469596025172,-0.08801050908419945,0.013417106039310359,0.14834040117972222,0.8744811657435323,0.008964877145044148,0.7100524808343663,0.7001195497347715,-0.3125692280742701,0.13012787794617173,-0.18666420060138822,0.19746291700859228,0.25376096207838883,0.30283215075247527,0.27080187925648963,0.29268256020119493,0.3105381290905116,0.34091696383940123,0.3466426976405957,0.35801726112576177,0.33158062141033223,0.34179755087276986,0.3655468029815623,-0.13720685569447585,0.26804212930434124,0.33580439806891604,0.363736829178362,0.3772022588637818,0.34870198981117373,0.356378778270736,0.3655162437594198,0.387440288637399,,0.7537173449403133,0.0362355799252211,0.2202476648004063,0.24430997617611508,0.23211710361640192,0.4200989562295226,0.41414856542935535,1.0,0.520267654296957,0.8181510948325539,0.8241950737415991,0.40823072927059767,0.4641934617943916,0.546287739261139,0.2978254742661257,-0.039655194476111204,-0.09443436284350522,-0.07528697778906161,-0.04667493661924036,-0.04936245469773194,-0.029811027417063447,-0.062010583016615765,-0.22950902442203414,-0.1589885923114367,-0.09870674490460579,-0.19002410212749943,-0.5227309466803122,0.3026180597314621,-0.020520002950476183,0.1466989898027674,0.14562174515344853,0.13266679516796046,0.038589709614039854,0.17924743974159074,0.16814214277345724,,0.8011998362606247,0.4904769124502331,0.468198926203933,0.48622727072647703,0.48501231944846807,0.5003002811113646,0.532690016452497,0.534154386495255,0.5566868268321152,0.5289536277544022,0.4963149409403748,0.48556554209313096,0.4909008497755762,0.51287070152716,0.48664359945504193,0.5054046786864093,0.5043327248410973
Compactness Overall Average,0.9518115188864522,-0.26248809312783494,-0.0561881401845426,-0.015187357626224723,0.035072573635428324,0.033758326185066176,0.03348205276187221,-0.01699641111781248,-0.012409162661728987,-0.04569157386764277,-0.03755625067568339,-0.059356856456898775,0.006563120641772799,0.02191383246906604,-0.0025138990809208334,0.0048868089198136,-0.0020968051285603657,0.018261281969812842,-0.006777465355472984,0.015837462527254847,-0.009315283855733188,0.09907947658994394,0.2598736905051234,0.5020434338813771,0.11407735993014573,0.8324481955340984,0.8352418558271737,-0.4931370387902358,0.2891461405071332,-0.21546576650788632,0.54135373724605,0.593348985733286,0.7079897772932926,0.7095730497322325,0.7600936855629072,0.756968952593585,0.7993732496842888,0.7943612683288361,0.8112972496277489,0.799541255736546,0.8176258600561555,0.8443590543532543,-0.11873635215269406,0.4734842911251427,0.8132679244566857,0.8487530363449124,0.8564613515149061,0.8138636465234788,0.8057394700518817,0.8214947156804607,0.8348069451227915,,0.7910191741883834,0.08038379696465936,0.3166136060239431,0.3715557447254971,0.3531028839669062,0.8087837494433923,0.7537924219826564,0.520267654296957,1.0,0.8266887225482128,0.8234853449509154,0.8275570807355502,0.8113189146451227,0.9981792646286413,0.6055477435423375,-0.3123037683368329,-0.27642999096632104,-0.5161342881801527,-0.1992663542719354,-0.2768423412664067,-0.09030591884453991,-0.2238649563314546,-0.3506684520531991,-0.30368792071705986,-0.29279455942764543,-0.49000945769554494,-0.9930518424955718,0.7995480615813622,-0.19724319069180227,0.45711624372227255,0.3577169173767919,0.41620109614413375,0.3460499084672262,0.5208513810583845,0.4762357935690282,,0.7458318276816339,0.7838597832890131,0.615532935647749,0.6808229836282653,0.6388421475679998,0.8329524597224255,0.8480665414744446,0.8137909191136355,0.8116440246075158,0.8274525419436495,0.8247748830506174,0.819576259805732,0.8134080403039832,0.8223023591008042,0.8297907048360705,0.8409891749493787,0.8382138432702405
Spectral Variability Overall Average,0.7846073735280816,-0.41001029744241996,0.10345765747554585,0.04707323609501374,-0.23506652747782866,0.04523396199230288,-0.17736696970767019,0.12109375408895885,-0.010112896875937593,0.19091876358435309,0.05588768024908264,0.01837917250905526,-0.013258565644719836,0.12318158130887515,-0.05851611547734829,-0.018658155695694772,0.0195170917749611,0.0799555793129103,0.034219302001072045,-0.0005385169903291656,-0.06213010988478952,0.008089019822887032,0.16430168819172714,0.7284430957206802,0.006440768425484862,0.8918702004913389,0.8883625318951501,-0.46272395716199755,0.1758260503465951,-0.2799549366802807,0.3184939210227368,0.37522377564989445,0.5051969957342854,0.4774664823519653,0.5311526271198171,0.547853724868613,0.5853062547868254,0.5868861169298665,0.6135111742423062,0.6053293176334434,0.6203967246343016,0.64858569302664,-0.20972720852287843,0.31431042388799446,0.603598022115449,0.6262110021180475,0.637247505153281,0.5913793689501202,0.5957926471609216,0.6143124076828496,0.6404109713661494,,0.8740793448594009,-0.008566947796827769,0.19859750772761883,0.23090887287598205,0.21285065415096888,0.651156126633993,0.6080210963619213,0.8181510948325539,0.8266887225482128,1.0,0.9986966972702479,0.6312114613730404,0.6797160600730231,0.8385525833436187,0.519068629009904,-0.20304860543279032,-0.17853434974573448,-0.32328631175750255,-0.13843243871117672,-0.18313564257660284,-0.05914720316946756,-0.09951665151789806,-0.3025481742405597,-0.27342777032610677,-0.2315901214073845,-0.38401860919331576,-0.819661012387472,0.6130318474791944,-0.11244091573970477,0.2964915247119827,0.2475474544337975,0.32672693993523705,0.1976785998044138,0.35744384682042907,0.34940512666091034,,0.9216308291683027,0.6720667214174353,0.5642942189356788,0.6117162200215823,0.5820880522948642,0.7133412362702558,0.7263536358507922,0.6851793745381616,0.701798911573202,0.7062856451830865,0.6939648215723501,0.693365246096225,0.6961269140746026,0.7179406338170853,0.6996751754791243,0.725251306718337,0.7272841521701146
Root Mean Square Overall Average,0.7845877365839656,-0.40563478639049055,0.14098239314863326,0.03583154392794842,-0.23093098756969482,0.04494468873697376,-0.1836016226720775,0.1185634383329484,-0.011298978735118185,0.18722710521014624,0.04819149530900875,0.0220753537300491,-0.02309327365280269,0.13222828787326546,-0.04626995741282357,-0.011368131484668273,0.02334314098532618,0.07459814338571406,0.037820258974208217,-0.002567131692301386,-0.059499170823664405,0.017583862700639958,0.18199818447436286,0.7217566727980953,0.005080056184011647,0.8831915424276215,0.8809952758439846,-0.4614816894235356,0.18880336456580027,-0.2791440916631638,0.3063010605492946,0.36669787916166624,0.49782784107121053,0.46905097998444806,0.5239239500308877,0.5402665119841547,0.5785039973640849,0.5818872458220823,0.6076206066853275,0.5981698171106681,0.6120135924472823,0.6388125115317503,-0.20589850466286336,0.31574121476692973,0.5860122778489778,0.6163105829781335,0.6324754535774763,0.5898692939354092,0.5972976970315095,0.6157085971227387,0.6442507147320531,,0.8847986657707012,-0.0024439020610133614,0.20191159327658872,0.22809500178083608,0.209271963081368,0.6659778330082072,0.6271229312900942,0.8241950737415991,0.8234853449509154,0.9986966972702479,1.0,0.6271606385095232,0.6996435523082295,0.835937956420162,0.4952694676809337,-0.18660921554893803,-0.17717975200580227,-0.3141025611687233,-0.1283680287973599,-0.1649501901394284,-0.05617962977942578,-0.10261457023144926,-0.3033470869339587,-0.26275697596122943,-0.23171932343173568,-0.3798776118258888,-0.8129590845590475,0.5854633770247564,-0.12255793540075667,0.2997496467968097,0.25108505252017427,0.33537405007712084,0.2058218659112464,0.368097079189498,0.3527145959862337,,0.9397718625905421,0.6950523696233019,0.5947261234160556,0.633698807172007,0.6068040010048342,0.7092386128151044,0.7242417711386557,0.6842364042219011,0.7029112521777834,0.7086298509776633,0.6942690893215829,0.6953381529656875,0.6972531955880863,0.7207368858073776,0.7004630055768892,0.7233391496479431,0.7245658889903258
Fraction Of Low Energy Windows Overall Average,0.8778122764157641,0.10660306072163636,-0.07746012790355473,0.19821311425101032,0.0738433325989857,0.044651072895527395,-0.02288149844026171,0.03535353190912422,-0.1028551224256841,-0.04395371156008359,-0.07487121748872548,-0.0831705991290195,0.0040181571658645205,0.09205977006995765,-0.043611028376949836,-0.0325099420608392,0.042113591027209824,0.12365690146266359,-0.140856890642775,-0.09095536858298485,0.1198571890196344,0.36670428096377516,0.4432879385875981,0.42278254021421297,0.4716624905211013,0.6802203680998635,0.6808732454496935,-0.032227929371791544,0.452552078154904,0.19729572235870366,0.6702155561312179,0.664644962772156,0.7453659186952002,0.736017341704956,0.7740635037912522,0.7478638257225967,0.7589724925745017,0.7519696126306005,0.7486304560258394,0.7215680615552306,0.739529524942882,0.775197208384396,0.24174334126902575,0.6422092709700633,0.7794770152766567,0.8126470139408888,0.8094261338520478,0.7598694056914584,0.737782828254073,0.7513663306276236,0.7557353011245582,,0.6193258649475073,0.41448789328542623,0.5590039543787245,0.5687199015680233,0.5723473107904976,0.7037693773993421,0.6505687574057271,0.40823072927059767,0.8275570807355502,0.6312114613730404,0.6271606385095232,1.0,0.6654785497297375,0.8287885293781031,0.5077411130504201,-0.23068171745496496,-0.23524824577674214,-0.4177969609332133,-0.1814881781431464,-0.24458209168064268,-0.12562077168614574,-0.2007746115101061,-0.29414921837443303,-0.25305412754197243,-0.24017045685473606,-0.4168322574061409,-0.8269687947346114,0.6714142464451202,-0.09808508970883265,0.4024890586902465,0.3191343236692745,0.31971879044352686,0.29378835511434565,0.4333063991714486,0.3971690640748821,,0.5553973484783067,0.6614750622917033,0.5152260633814085,0.570881867005291,0.545167043455064,0.7425698625060457,0.7574888403393427,0.7334716445702119,0.734325306005054,0.7398409416980167,0.7373328826769987,0.730517523262714,0.7323493323869527,0.7376587326971459,0.7418444304389108,0.7574669843926427,0.7494204893544054
Zero Crossings Overall Average,0.844458566973531,-0.014982961857124173,0.30923997603575026,-0.35875747848123274,-0.02236759490730976,0.09273856594847973,-0.057452744055230126,-0.013804257884614634,-0.017516628392528384,-0.056888334347305405,-0.0851370347908239,-0.08777665503534687,-0.07304653398146682,0.06858552080000245,0.07489562834590185,0.015994827021853297,0.01678123559027178,-0.036646711141494516,0.0017320335990878468,0.025022173961054467,0.002250810844472203,0.3498558817156703,0.5634672617725501,0.3343330023774095,0.09982994574562384,0.6473796097083807,0.6615617726670365,-0.3818241860298568,0.5622677528862347,-0.15188094630195031,0.37377353289879217,0.48324817151783356,0.5827165447861279,0.603461250363222,0.6693217799185922,0.6719864361389352,0.7108814173832154,0.7365294999260902,0.7489350849093914,0.736300486481496,0.730075515581649,0.7161334629220543,-0.020191900880529412,0.45224660134885003,0.5362140871597129,0.6887316598456242,0.7745567626819716,0.7953181910802102,0.8267326623425004,0.8368888717408643,0.8639914043296119,,0.7577328219404589,0.2566603803413385,0.3679241795105462,0.2995428695192708,0.2752355350045201,0.9797039513021408,0.9778055623632813,0.4641934617943916,0.8113189146451227,0.6797160600730231,0.6996435523082295,0.6654785497297375,1.0,0.812731488446012,0.11200697871313593,-0.21216913488935077,-0.37686193527975426,-0.3796103665984704,-0.06435722713923987,0.0019598004333576512,0.012337423415952025,-0.20905555485330737,-0.25905226525915015,-0.19598610036608638,-0.2722130277955018,-0.3635834735415522,-0.7484616727081885,0.41031487639507824,-0.3858719601511089,0.48808083087614895,0.35051049732009143,0.4202829701628931,0.35956468378717116,0.619987998004871,0.47942022074647034,,0.7804883367704144,0.9732573885881164,0.864466812902834,0.8174497723606998,0.8121819163500584,0.5610217122057399,0.5983279083359738,0.5788902839276704,0.5864401048116191,0.616459490385357,0.5806765273843092,0.596010136843966,0.5906613268742502,0.6223811115289791,0.6192671820454001,0.5914095985031371,0.5811902776899699
