,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Principal component 10,Principal component 11,Principal component 12,Principal component 13,Principal component 14,Principal component 15,Principal component 16,Principal component 17,Principal component 18,Principal component 19,Principal component 20,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Spectral Variability Overall Standard Deviation,0.8235240989466128,-0.2902621752217654,-0.014679238992498695,0.054857749486548944,-0.28054122143603144,-0.057644208312619495,-0.10324503762961068,0.08601501381861149,-0.004617556295915838,0.21566106438322716,0.09579347365193332,0.0031575682721607257,0.041070198577860186,-0.061841818983555945,-0.0866261311770823,-0.06440194539718554,0.013493246518204676,0.0022420838406993623,-0.036509068870287896,0.07568626902168589,0.08969713481268565,0.05752752914285809,0.1977463320297962,0.7699855694487644,0.0572283717108192,1.0,0.9986396426883335,-0.43648917432668677,0.21899658711906667,-0.22636723441760112,0.451176486086199,0.5120989019541649,0.6041469849772273,0.6001897977920279,0.6209923998670948,0.6440035546372384,0.6819173486141032,0.6768924784706671,0.6888262949419799,0.6965458699280763,0.6972628228048365,0.7402979813714208,-0.14399213376282277,0.43256470894129834,0.6716541156973426,0.6761177283127386,0.6965986468893882,0.6431687261965235,0.6341495731406492,0.6563344255003134,0.6654763454575616,,0.8819514020519702,0.06392995710347563,0.30636500019431423,0.3717340018661729,0.35123667163502453,0.6434852881135043,0.5904780552725032,0.7100524808343663,0.8324481955340984,0.8918702004913389,0.8831915424276215,0.6802203680998635,0.6473796097083807,0.8386199871061695,0.5164062170318251,-0.2444356484625483,-0.24704505164151425,-0.3362405915449999,-0.18524798717020852,-0.23351227158969576,-0.11973445166206169,-0.13458735980689682,-0.3052213398570733,-0.3570530950850608,-0.26491688646042827,-0.372696098608212,-0.8326452797283729,0.663871867792928,-0.06552394816571296,0.33897956588810124,0.3284032494056203,0.2974088680668684,0.21088207452843977,0.37006066484342426,0.413380749083213,,0.7555896103527369,0.6440433863885529,0.523618076939312,0.6008099028093616,0.5712766931427665,0.7101476217409242,0.7359257503699097,0.6957087628197065,0.6987369787356211,0.6803404427799858,0.6683623866645814,0.6639211466202045,0.656644537544426,0.6679224966628695,0.6580865852448478,0.6994912447965216,0.7109839623290414
Root Mean Square Overall Standard Deviation,0.827773730198466,-0.2858436997598132,0.0006716732580863429,0.045022636268313564,-0.26728732446624115,-0.05174231425872144,-0.10811559818069591,0.08206831174672302,-0.007956538835982262,0.2101346082832217,0.0940577687824229,0.008811585260625152,0.03674703356331582,-0.061172848226493666,-0.07926203415015605,-0.06072861120996099,0.014553232203208878,-0.0037477301936188704,-0.03147701257445524,0.08349809847321933,0.10277510831506184,0.0665961377721546,0.21205915720167046,0.7560592101573532,0.05794392346433553,0.9986396426883335,1.0,-0.4366664962209455,0.23055681283463145,-0.22462669411942798,0.4511384889131166,0.5102637663437201,0.6060920992464652,0.6015406631553046,0.6216487208505805,0.6442493673002052,0.682370832942293,0.6777664935615044,0.6903856567287594,0.6981303368542333,0.6975670373360973,0.7399204841859465,-0.13965743673547037,0.4351714899280532,0.6694555262727179,0.6781798612750605,0.6998940666723089,0.6470320566439703,0.6394906344705201,0.6614902928354021,0.6722977726561673,,0.8973989830714514,0.0697620717622571,0.30824911723438564,0.3692701892784751,0.34774637187367613,0.6555852111635494,0.6055799176367404,0.7001195497347715,0.8352418558271737,0.8883625318951501,0.8809952758439846,0.6808732454496935,0.6615617726670365,0.841039145523445,0.505481757138846,-0.24111666966299117,-0.24349000209290952,-0.33659475429306907,-0.18295940414714362,-0.22841485697678582,-0.11346590291414368,-0.13835923134926018,-0.3056952165668653,-0.351161641629524,-0.2660713020749427,-0.3720532072247027,-0.8329535085247819,0.6544981216895799,-0.08316951433612434,0.34346114617175616,0.3322952624282091,0.30749280673525314,0.22194730848979102,0.3807737588193619,0.42037175520759434,,0.7623175436299359,0.6582336016018085,0.5388507380923724,0.6102535118493511,0.581793536108084,0.709300351897315,0.7381932332736997,0.6993552400125856,0.7027496878194808,0.6860642073127184,0.6721269851399162,0.6690995594899196,0.6601990013817688,0.672138799504886,0.6623201868762075,0.7004292394986278,0.711668546580586
Fraction Of Low Energy Windows Overall Standard Deviation,-0.32892150945138815,0.6729542751982485,-0.030362344723970026,0.2725557731096591,0.06022978317623286,0.03442193904417111,-0.10045420005995924,0.09163789526827198,-0.1650524488330715,0.0865627202021806,-0.010172802997490798,0.03270443315288014,-0.09244837253032294,0.18975430383701788,-0.018999517282981788,-0.06883562658938824,0.003907473656260467,0.25072908192785964,-0.17646634104712897,-0.24012077142699786,0.2414342236934088,0.37666281121922335,0.2241481079945056,-0.2888531714694289,0.5623983254606624,-0.43648917432668677,-0.4366664962209455,1.0,0.19650979266955537,0.7184935955755858,0.07208548786522342,-0.017039568847281607,-0.055722465596985,-0.11895264170864195,-0.14247567847498793,-0.1661964602736825,-0.21158482089652422,-0.223551089732313,-0.25436948920181207,-0.26388290076095255,-0.2669386344653069,-0.2750855578851765,0.6276887055562662,0.16106121945292973,-0.22184882847279386,-0.22642308870614808,-0.2391852746215718,-0.23684090267841573,-0.25638367673044776,-0.2599990591671611,-0.2690722953473896,,-0.42443500200556733,0.49009844986071693,0.2954872643210702,0.21400628086929924,0.24505790478490758,-0.3371027766376526,-0.31899382721756625,-0.3125692280742701,-0.4931370387902358,-0.46272395716199755,-0.4614816894235356,-0.032227929371791544,-0.3818241860298568,-0.4940201686977655,-0.3255150881311777,0.17471865806539286,0.1233114459876966,0.24889075685086304,0.07467816977220092,0.11068278062332938,0.012468866333447228,0.07489251417941685,0.17305099059213125,0.13826256503728598,0.12884160617746196,0.23389707190897158,0.4928825394696787,-0.39590084624034405,0.11778693862870353,-0.19735091112768857,-0.14207428065817418,-0.17427829771613296,-0.15744636288295716,-0.23040518519938125,-0.21514932339977913,,-0.4217812184632199,-0.3531312178807725,-0.2823014568815274,-0.32368176394184023,-0.2919216620933948,-0.3704224440782501,-0.37052815128489336,-0.34969184658769525,-0.3465273154654231,-0.35516849107292586,-0.35003973452897624,-0.3486369231615788,-0.3430258443397396,-0.34942807587266755,-0.3569246049854139,-0.3725084576341884,-0.37466590904371594
Zero Crossings Overall Standard Deviation,0.4838814882817699,0.6280790504265212,0.30284610824988717,-0.13716534629465296,0.06873760138758432,0.21290012933667826,-0.28290746487592844,0.040412443289116425,-0.020442818860224542,-0.06222257207383599,0.06764993667570351,-0.1779016723543413,0.1545729361054332,-0.12631829751934268,-0.06333760266518804,0.014259317183789812,0.06383268639885267,-0.00333621504343669,0.04704128529896659,0.032804381203874626,-0.0017622452174021305,0.932685462417595,0.9441642445520649,0.08653675986621748,0.49122154757118835,0.21899658711906667,0.23055681283463145,0.19650979266955537,1.0,0.4089635474741547,0.4536735089298937,0.43609519076955594,0.4648932015392817,0.43246343163476825,0.46279919689259696,0.4417060189483026,0.437156261560528,0.4405559292378822,0.435079194077528,0.4332578112832028,0.43184649580052054,0.40195708831296334,0.4452274009244423,0.5833926959165046,0.31136354696415136,0.45085369482051485,0.5281930236763499,0.570056761402936,0.5646203547507294,0.5486097975884582,0.5571967966980628,,0.30526547258800674,0.8639922526525404,0.6567513273351031,0.447262506829762,0.45966869854403064,0.6207010514684738,0.642059574580431,0.13012787794617173,0.2891461405071332,0.1758260503465951,0.18880336456580027,0.452552078154904,0.5622677528862347,0.289965893781058,-0.21809231341536664,0.02635768243134625,-0.2148662789327351,-0.11918858090173506,-0.029204000630464293,0.04276394959315159,0.0032473209615153965,-0.12973062682901335,0.013693423688621717,-0.01898424360203866,-0.1140400722282311,-0.12788084205713568,-0.22382521847241776,0.031224972463108038,-0.32723658739346134,0.28538075021617143,0.2150708225476508,0.23987398080606182,0.15809693663845076,0.36251112189109835,0.25912285435946214,,0.26055145698786486,0.5625306826735786,0.5019026236994651,0.4092143137559421,0.4525313829608839,0.15904956465027886,0.19920365929631165,0.21618869334096621,0.22297132095050043,0.25402613974715643,0.23633007230726338,0.24223527071005282,0.24139568521355562,0.24398026708435205,0.2371496551681515,0.1942069330952793,0.17683026576144806
MFCC Overall Standard Deviation 1,-0.0012175530397265835,0.8147859672843509,-0.08099284358996099,0.3898754709392698,0.10146324443274464,-0.007946946347149049,-0.09840548913892942,0.07327194046502779,-0.16929419950521327,0.06406516397038851,-0.020463141222446128,0.07270436237516881,-0.15690921030932745,0.22857094629473937,0.026043967119921515,-0.009397235203176355,0.06070407168160778,-0.008173841515706262,0.0227887262657545,0.060519966181773986,-0.07854805563025197,0.5337079542205969,0.4076707038709877,-0.16339596017835992,0.9346484854786419,-0.22636723441760112,-0.22462669411942798,0.7184935955755858,0.4089635474741547,1.0,0.4092213366854376,0.3291077575998923,0.287415859681282,0.20363852626685847,0.17314093973505046,0.12371262383533145,0.07737914402283233,0.055964670673989074,0.022514651802246922,0.0004051621460219032,-0.001859729706794627,0.007538155999118405,0.940760791482656,0.5043710298517756,0.08196344386394731,0.09940255570475634,0.0717128950343867,0.05215497815088551,0.013525827617219259,0.003246536333713839,-0.0011060725935067483,,-0.21528620305475082,0.6960856951464388,0.5651261413068451,0.5096094112140219,0.5340727861751499,-0.07917325074513289,-0.07708980759125764,-0.18666420060138822,-0.21546576650788632,-0.2799549366802807,-0.2791440916631638,0.19729572235870366,-0.15188094630195031,-0.21605310956016227,-0.17239508204223788,0.13780068676114376,0.036951782708118275,0.09325363068228328,-0.035765317590874486,-0.013528024799997481,-0.052500912848970606,-0.02842889311422603,0.07867365588645316,0.03184120285043119,0.05782637995084238,0.09073725451410394,0.21390488593384865,-0.1833079227508977,0.08822919023575838,-0.03202453689774783,0.02354130649080242,-0.06884127522777737,-0.061151887707551915,-0.07204934955751913,-0.062107818310123415,,-0.25492986090658953,-0.11475767013182352,-0.09383273004927895,-0.12542474996504782,-0.09186472866250928,-0.11798301342876702,-0.10038487502601691,-0.08692613711313794,-0.08504524171885114,-0.0960451056844087,-0.09333324303665044,-0.09036323412470368,-0.08165309220962957,-0.08943215522058932,-0.09529232568465545,-0.10927595203616526,-0.12074719684205495
MFCC Overall Standard Deviation 2,0.6689698800382671,0.39307147278427784,-0.30430223009101504,0.22843177559561936,0.05417559248341859,0.056253345571162516,0.0946681799454224,-0.00010499393892471142,-0.0384229030251948,0.07018943612503337,0.04297624169600969,0.07189403631844407,0.07531999099105836,-0.07588737224956035,-0.07257024825880708,-0.006149969856066015,0.12478684879319256,-0.15983881335023672,0.1567662880604164,0.05263128592670155,0.04154093595324707,0.40157768986738224,0.4133067792283569,0.2957002236897305,0.6035307316438618,0.451176486086199,0.4511384889131166,0.07208548786522342,0.4536735089298937,0.4092213366854376,1.0,0.7909084895131782,0.7575298806288472,0.7244536000239904,0.720152425648997,0.7156623608515749,0.7079851798183603,0.6710089561802859,0.6551697058889638,0.656519487980394,0.6654368307065933,0.6670987331132611,0.4802885089152496,0.6900124528174968,0.7133016119861135,0.7170540935342554,0.7007836329099876,0.6513162121696278,0.5954115916104964,0.5892721558186812,0.5666854371862623,,0.3497868237270634,0.4975903186693191,0.5917173574273025,0.6265439772228314,0.6257981994348685,0.4411264277482036,0.40357198758411955,0.19746291700859228,0.54135373724605,0.3184939210227368,0.3063010605492946,0.6702155561312179,0.37377353289879217,0.5344175074088316,0.3641222572437233,-0.18293517207496993,-0.1986533530843164,-0.3029466723736053,-0.17659993745997848,-0.26385737721288127,-0.0489236645389532,-0.18584430808064062,-0.1113279555181375,-0.2101217405458248,-0.15530192565230783,-0.26817140623829394,-0.553566208582512,0.5328485710925677,-0.07314409230315383,0.3356450477796961,0.3247194849601905,0.21003663616611035,0.18116868529969019,0.2979626484937872,0.2825006037743099,,0.19640149479395225,0.35124788529751566,0.20954706500652473,0.2563514711822285,0.24666212517499772,0.46956192109109174,0.4903168610951098,0.47469379026888264,0.46916611292081706,0.5023530639128181,0.4996600113127062,0.48792737940602127,0.48713969724056855,0.4601751779976785,0.4664882487154993,0.45671042444967686,0.46206917318858265
MFCC Overall Standard Deviation 3,0.7276572701401673,0.3922224532877572,-0.2800626538866683,0.08870064142869816,-0.14566942464525903,-0.10727377712998105,0.11476212359020549,-0.025428290698554783,0.06598173362404584,-0.005556534839274413,-0.07948853693399932,0.060532925061027476,-0.011692194550975983,-0.05038388861706381,-0.004278757456166671,0.06168198091763472,0.07121280670949447,-0.17279295422566454,0.0870630622568396,0.03340502241520391,0.05066694464032533,0.3559584781205153,0.40268443018332817,0.32058238775883324,0.5341925152206632,0.5120989019541649,0.5102637663437201,-0.017039568847281607,0.43609519076955594,0.3291077575998923,0.7909084895131782,1.0,0.8583324074221551,0.7912233190501299,0.7624780224496037,0.7748577044838316,0.7828831239307406,0.7661343678437035,0.7252873360734191,0.7356476453067584,0.7356795218235636,0.7421900080564517,0.42470619972272006,0.7428665808949411,0.6860616988563489,0.741169822733793,0.7423352673958054,0.711889986445087,0.6727321267798213,0.6669459662075224,0.6428665266288838,,0.39609817652466855,0.44769191524368057,0.6372811209879542,0.6991242873781559,0.6860409033702639,0.5461331248389583,0.48838158831336936,0.25376096207838883,0.593348985733286,0.37522377564989445,0.36669787916166624,0.664644962772156,0.48324817151783356,0.5903529624709111,0.2795363605192423,-0.2723133752013113,-0.4475608209759848,-0.3178431980538801,-0.27370450843180494,-0.24733917174303807,-0.04080697596806162,-0.20437847342693305,-0.15072991936335645,-0.3027074456971046,-0.12561783631490686,-0.27224207892112473,-0.6012544614952402,0.525318232846204,-0.004589871028629616,0.39776198073559754,0.39363454159748507,0.15933637564875358,0.09723603949398096,0.3545475670129321,0.3626701324332475,,0.27162473823376954,0.4795427190826263,0.3550966311241733,0.41668448883410264,0.40984308472274744,0.4708347237618171,0.502838126341448,0.47110003106796133,0.4653088485518914,0.4717400841011664,0.4806748863442228,0.46746977645174315,0.4509975219380675,0.4359201164646978,0.4425637354562007,0.45263187382293474,0.4527656163355324
MFCC Overall Standard Deviation 4,0.8173046564082206,0.29323709881289045,-0.28710565451668457,0.045610388261493155,-0.026900781765334024,0.02542870116832093,0.03290925036070848,0.02846575465591358,0.029462588798774,0.060294125203641975,0.008978275797104186,0.07830535983843566,-0.07610213420061765,0.003944756758961567,0.08564163989005745,0.023191384319580583,0.09378004795994681,-0.08348992260515602,0.06571579533359831,0.014786591362270408,0.06737288106616403,0.3502067269389069,0.4206931487469074,0.34685468548240744,0.5344569602932318,0.6041469849772273,0.6060920992464652,-0.055722465596985,0.4648932015392817,0.287415859681282,0.7575298806288472,0.8583324074221551,1.0,0.8664795439227174,0.8491038892620812,0.8451620735319533,0.8362915623793304,0.8156960077804318,0.7996705003072947,0.8110703533719029,0.8054198369654069,0.8237160033643729,0.3796291146705855,0.6925706937223531,0.7914298478881309,0.840739458169508,0.8255508208434718,0.79102170728496,0.7538687544352991,0.7503892899973424,0.7413012231398817,,0.5216180522115399,0.41632396437432234,0.557995255302819,0.5934862560663317,0.5810365566298129,0.629336086586646,0.5780087964299182,0.30283215075247527,0.7079897772932926,0.5051969957342854,0.49782784107121053,0.7453659186952002,0.5827165447861279,0.7014450214798812,0.35834603810822574,-0.3169047361393823,-0.34529638546114894,-0.42379576457798557,-0.272249476141085,-0.31689278328876386,-0.017702930844247997,-0.19613150112787955,-0.12269481417977028,-0.3089846858353727,-0.21238140200173608,-0.3353306733126506,-0.7063485636378629,0.6155127641600837,-0.1610887903110105,0.37401610477541114,0.41090319701787326,0.26680850331445444,0.17464733234666555,0.4154711335452235,0.41660961778655936,,0.4080313268336157,0.5560224714674908,0.39558276514730956,0.4323489222916991,0.41747273802547,0.5527529052518084,0.5765083628375257,0.5387960621031679,0.5394330861122664,0.5630731513584942,0.5680381720156237,0.5690737360600495,0.5660355588163433,0.5581241279141752,0.5582370357395161,0.5595001601965574,0.5510233341341345
MFCC Overall Standard Deviation 5,0.8116567620158003,0.26235709402421103,-0.3192858590572224,-0.06574281310468448,-0.05297344489964427,0.03148796288115995,0.07683333363408167,0.0032123704151544724,0.031694829787983665,0.0015014684331377411,0.0006961095113495869,0.09837760978256137,-0.02305712903173138,-0.004579883570698194,0.1129059058206356,-0.02132696986706595,0.029246320616242605,-0.07478609736683212,-0.012280959721434441,0.013975083126967797,0.1150746915513779,0.3092188306276186,0.3809474899501138,0.3341453279013486,0.44384511455016107,0.6001897977920279,0.6015406631553046,-0.11895264170864195,0.43246343163476825,0.20363852626685847,0.7244536000239904,0.7912233190501299,0.8664795439227174,1.0,0.8933311071634438,0.8800785679925802,0.8370334247171515,0.8413093894951196,0.8227351684779669,0.8261110112425751,0.8202943096149633,0.8383186370225719,0.3016451409715199,0.6361160579869848,0.789016977435235,0.8253556010840267,0.8475118829400563,0.8292177241804772,0.7983093491707715,0.7927798003706777,0.7706609222301978,,0.4902617475303061,0.36007868346233374,0.5127527926855957,0.5436598937853946,0.5355715592503318,0.6553846296562582,0.5965189937690145,0.27080187925648963,0.7095730497322325,0.4774664823519653,0.46905097998444806,0.736017341704956,0.603461250363222,0.698743612586074,0.29901431251718463,-0.3824958364539216,-0.40694973797857004,-0.46383851007269633,-0.2739989258263699,-0.30736241246657814,0.027085737158259224,-0.16106723468522205,-0.13240251958639151,-0.3441617879698788,-0.1952311012836019,-0.3144219503252863,-0.7037515924333789,0.6319223285271436,-0.20026411663845742,0.4119855250742749,0.4271580091882063,0.23580142477433316,0.19388438082376416,0.4308774283840051,0.40884136582900965,,0.37156070110806094,0.5656126913168217,0.3895181235117523,0.4329835843799338,0.4101726743466137,0.5337240069750419,0.5805211601846104,0.5334847675515373,0.5093328742471172,0.5295003000588139,0.532944157761308,0.5363878020091369,0.5357237754474314,0.5267003381068137,0.5250063046215564,0.5199450039214016,0.518608053986581
MFCC Overall Standard Deviation 6,0.8485903900990788,0.23951748464744743,-0.23766824850979304,-0.07774168676545315,-0.018812994887538615,0.07324823266859053,0.13989966126982453,-0.01154017448449229,0.029201727594847966,0.07194034259114336,-0.028431414489683702,0.005286888434995026,-0.028925031210382486,0.00766607870239941,0.08588411179085222,-0.0650976166625636,0.061206543831807646,0.010776111870285453,0.01728621603438504,0.019383071303362233,0.09884386938855753,0.327835586024761,0.4157752390611655,0.33555460019156547,0.4315335904540341,0.6209923998670948,0.6216487208505805,-0.14247567847498793,0.46279919689259696,0.17314093973505046,0.720152425648997,0.7624780224496037,0.8491038892620812,0.8933311071634438,1.0,0.9287823795956426,0.8767253532195776,0.8662483545944382,0.862574651017323,0.8578037435021362,0.8744413262454627,0.8725240731563008,0.2782770749892376,0.6417608199261401,0.773948570961831,0.8345036943398922,0.8542056619780636,0.8441518276754869,0.8210537131585706,0.8236716652246463,0.8198434971611755,,0.5135605838943325,0.3653555090752367,0.5236905625998035,0.5472570355556761,0.5321476201986294,0.717984307718403,0.6665981659671422,0.29268256020119493,0.7600936855629072,0.5311526271198171,0.5239239500308877,0.7740635037912522,0.6693217799185922,0.7503585931627917,0.33063708339505676,-0.34111799633342077,-0.3658100836865494,-0.4461213446957377,-0.20018724007008543,-0.23834812445338782,-0.03743230490779798,-0.18137215162709588,-0.16699669002818623,-0.25935228359736856,-0.23893631155152925,-0.35661753353943537,-0.7484800313789958,0.6523184846013786,-0.19837641729901054,0.43523290639475737,0.4064178183938776,0.30810397105554477,0.24744975847145076,0.4565111264147514,0.4164207165393344,,0.43103192436734006,0.6300735735704751,0.456689169439715,0.5002044960588002,0.47670247173986124,0.5484774329914965,0.571402777991441,0.5406060092210051,0.5382338673810986,0.5778348093873771,0.5854504310449081,0.5841438170919512,0.5823075397398708,0.5631352589078651,0.5592002877517134,0.548320250880321,0.5425416609383433
MFCC Overall Standard Deviation 7,0.845016895863263,0.21842651551887982,-0.2543240048322367,-0.1283015787308577,-0.10359849160421834,0.080463412080347,0.17023324330553322,-0.02024695649153175,-0.020321984694261108,0.09174832285376905,-0.04333772332909031,0.02632248402716692,-0.0045364115889330115,-0.024752905417717568,0.0823405195619138,-0.023989255915065923,0.04687475932156656,0.02408937197760965,0.006126395668169904,0.04066421162092276,0.10557195490965897,0.3035529935130648,0.3932691205788262,0.36235476040220216,0.38203498201525377,0.6440035546372384,0.6442493673002052,-0.1661964602736825,0.4417060189483026,0.12371262383533145,0.7156623608515749,0.7748577044838316,0.8451620735319533,0.8800785679925802,0.9287823795956426,1.0,0.9124522955405615,0.9074251456033348,0.8866504485414465,0.8980908334155115,0.8878904753206757,0.8754736109614024,0.2354885703562695,0.6111416652001925,0.7757278571662019,0.8294283784946854,0.8609499660262177,0.8441497416285256,0.8273857819174895,0.831302079956906,0.8181935148050082,,0.5210770458598005,0.3292706550453737,0.4977413195784697,0.5274715984475576,0.5137632393390978,0.7189227321859673,0.6605036033401461,0.3105381290905116,0.756968952593585,0.547853724868613,0.5402665119841547,0.7478638257225967,0.6719864361389352,0.7480573670167797,0.3133131627666434,-0.38503951459034697,-0.40640311458965706,-0.4270472466197842,-0.15380613325225223,-0.20532928537934914,0.01726041628305024,-0.17156170284523659,-0.2108521227154109,-0.319719495544794,-0.210444025656846,-0.33933990345821025,-0.7464165080847059,0.6567487020165229,-0.1933673427375098,0.4178820714548078,0.4130333280486862,0.2813969907108708,0.24114038550612035,0.45834155716078673,0.3989858122740978,,0.4398432915961245,0.6292386933401793,0.45449156700230975,0.50241317597809,0.47847891933633646,0.5398453251458483,0.5708238257814077,0.5231927981732554,0.5245581271876815,0.5627792301838488,0.5649095949579306,0.5558112091979062,0.5441030355124012,0.5267560423779492,0.5162756215588078,0.5122163214295629,0.5240283402454059
MFCC Overall Standard Deviation 8,0.8748153262141348,0.17518818419454088,-0.216833522248632,-0.13258044826590615,-0.08793984288726416,0.017337668596373767,0.15533542864536767,-0.07354047087503372,0.0012949207145659704,0.11664501642055432,-0.01665853346954437,-0.03306266352489192,-0.03213426698930662,-0.06328681883756228,0.03980250951133843,-0.014453492289154844,0.05923107476665078,0.0198992311508023,0.004400815086402522,-0.02179150530613989,0.024179227378778635,0.284209860624876,0.398275290300446,0.3961099961438955,0.35042053285908187,0.6819173486141032,0.682370832942293,-0.21158482089652422,0.437156261560528,0.07737914402283233,0.7079851798183603,0.7828831239307406,0.8362915623793304,0.8370334247171515,0.8767253532195776,0.9124522955405615,1.0,0.9294487042956092,0.9130632556366421,0.918908279731709,0.9150550828982645,0.9075963358254214,0.18977431734917427,0.6102742531291476,0.7859347295725636,0.8483090657608817,0.8759192275755621,0.8613717651318147,0.8370520718113545,0.8454174217227197,0.833029355621563,,0.564544060729312,0.31231184239278886,0.5021354854537871,0.5360666849943638,0.5232335786254453,0.7512953069467199,0.6935109086379497,0.34091696383940123,0.7993732496842888,0.5853062547868254,0.5785039973640849,0.7589724925745017,0.7108814173832154,0.7900079345296408,0.34883884683728555,-0.35361746385156023,-0.4021861139333848,-0.44349606304180167,-0.17592315212560608,-0.2345323136586361,-0.06454898527600106,-0.2713910875588792,-0.2266945557058001,-0.3098823787761319,-0.23948538318264323,-0.3566582150652549,-0.7860165050920543,0.6626764045726283,-0.17935427644413462,0.44034182079776474,0.4411365502866689,0.31933595803216036,0.25570242028094736,0.5102371351183415,0.4531657579223314,,0.4804899943918669,0.6742593209654476,0.5062892550035292,0.5532686494093892,0.5292965812913443,0.5783734306007765,0.5935343029749525,0.5621781542228818,0.569016325277538,0.5930542680866173,0.5948200549466811,0.5704483804787625,0.5563494101778834,0.5418488059117379,0.5456987886325975,0.5546871379627399,0.5670907321793023
MFCC Overall Standard Deviation 9,0.8716386158828497,0.17260644051549356,-0.20999524418202198,-0.2027267870868567,-0.0961616242263325,0.02150669221253279,0.14360049504604663,-0.031052821779063582,0.0036575678142122202,0.10271823018983002,-0.02769061346565011,-0.023944454897908817,-0.061758016527624325,-0.04396648754478074,0.020481823287403295,-0.012695724318264863,0.01372711701435014,0.05424664798415598,0.017255867206894215,-0.019019005710672957,0.01062238333677083,0.2830647958841641,0.40063023387543933,0.3858156024559681,0.3272715618975765,0.6768924784706671,0.6777664935615044,-0.223551089732313,0.4405559292378822,0.055964670673989074,0.6710089561802859,0.7661343678437035,0.8156960077804318,0.8413093894951196,0.8662483545944382,0.9074251456033348,0.9294487042956092,1.0,0.9332924384779242,0.9305291400283098,0.916793210728649,0.9015184317654013,0.17644870809189156,0.596527860593791,0.7765964895941014,0.8463525413618709,0.8841615607528301,0.8697394838066055,0.8566141227976408,0.8649887008936231,0.8497557233992787,,0.5675737229358336,0.30051905746058133,0.4876798729581409,0.5039142766811783,0.4912449621895358,0.7786646882179978,0.7195464616021792,0.3466426976405957,0.7943612683288361,0.5868861169298665,0.5818872458220823,0.7519696126306005,0.7365294999260902,0.7851781695514767,0.3086357480072541,-0.39167377719660756,-0.4387582133211693,-0.46168027800877726,-0.18940670401583562,-0.2182972343550795,-0.011711339381002835,-0.23509282799154793,-0.2314170199347532,-0.31295183257673526,-0.25683970016698643,-0.376191695313671,-0.7763257800039219,0.6563103443894699,-0.20847298050875468,0.45321216844776924,0.43251045967406554,0.32829976065636307,0.257184601301811,0.5417948541125558,0.4778169055045874,,0.4958995082856759,0.6930331371486661,0.5192290131880589,0.5617926339230631,0.5353557714432771,0.5668045994462263,0.567819073790763,0.5251284449434881,0.5197884651102823,0.5524871156639276,0.5618807922233815,0.5480911332515526,0.5433444029333205,0.5263006404783143,0.5269552918196503,0.5404409074897473,0.5566246110221369
