,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Classifier__SVC__estimator__C,param_Classifier__SVC__estimator__kernel,param_Scaler,param_Selector__max_features,param_Classifier__SVC__estimator__gamma,param_Classifier__SVC__estimator__coef0,param_Classifier__SVC__estimator__degree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1251,0.6441877683003744,0.12272660525639364,0.42203863461812335,0.12522913219685214,0.001,poly,StandardScaler(),18,0.0001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.0001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 18}",0.23478260869565218,0.08296943231441048,0.2314410480349345,0.18306436301499907,0.07079094984944068,1845
1252,0.5695944627126058,0.07510140434447682,0.3318069775899251,0.10565783524238875,0.001,poly,StandardScaler(),20,0.0001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.0001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 20}",0.23478260869565218,0.08296943231441048,0.23580786026200873,0.18451996709069043,0.07180829162988964,1793
1253,0.77129594484965,0.3362101538230456,0.4510324001312256,0.05560209224201821,0.001,poly,StandardScaler(),24,0.0001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.0001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 24}",0.23043478260869565,0.08296943231441048,0.2183406113537118,0.17724827542560595,0.06684779945705159,2043
1254,0.6621678670247396,0.19858442595205997,0.17676075299580893,0.1438852345573496,0.001,poly,MinMaxScaler(),2,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 2}",0.2608695652173913,0.10480349344978165,0.08296943231441048,0.14954749699386113,0.07921966806119554,2494
1255,0.6087417602539062,0.03985124704898394,0.5052568117777506,0.27485017509433063,0.001,poly,MinMaxScaler(),4,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 4}",0.23478260869565218,0.13100436681222707,0.13537117903930132,0.16705271818239353,0.04792543384578544,2318
1256,0.6448473135630289,0.057330933399345675,0.4690435727437337,0.18119844061446008,0.001,poly,MinMaxScaler(),6,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 6}",0.23043478260869565,0.1222707423580786,0.2445414847161572,0.19908233656097715,0.05461846765872165,1546
1257,0.8871662616729736,0.22482342909226602,0.4931510289510091,0.16588098067666399,0.001,poly,MinMaxScaler(),8,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 8}",0.23043478260869565,0.16593886462882096,0.2445414847161572,0.21363837731789126,0.03421678334938621,1194
1258,1.2044494946797688,0.3829171987094224,0.6128844420115153,0.1592965521030445,0.001,poly,MinMaxScaler(),10,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 10}",0.22608695652173913,0.1703056768558952,0.25327510917030566,0.21655591418264666,0.0345360898259204,1103
1259,1.2993311882019043,0.1473132081795048,0.3231307665506999,0.1074529540565757,0.001,poly,MinMaxScaler(),12,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 12}",0.23043478260869565,0.14410480349344978,0.2314410480349345,0.20199354471235997,0.040935582830096,1471
1260,1.5381454626719158,0.6077413425256953,0.2838734785715739,0.19184009419461598,0.001,poly,MinMaxScaler(),14,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 14}",0.23478260869565218,0.13537117903930132,0.14410480349344978,0.17141953040946775,0.04494610710953268,2229
