,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
175,0.4796860694885254,0.01599488375319027,0.01986527442932129,0.003357062418589901,100.0,0.1,0.1,sigmoid,"{'C': 100, 'coef0': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.1450980392156863,0.13385826771653545,0.1732283464566929,0.13385826771653545,0.18110236220472442,0.1534290566620349,0.019966277207440708,171
176,0.3889510154724121,0.025480688667976075,0.01501002311706543,0.0022977500906693916,100.0,0.1,0.01,sigmoid,"{'C': 100, 'coef0': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.16862745098039217,0.2559055118110236,0.23228346456692914,0.27165354330708663,0.2795275590551181,0.24159950594410992,0.03989524686235195,95
177,0.4452564239501953,0.014750918187005359,0.015105724334716797,0.0011357500886018306,100.0,0.1,0.001,sigmoid,"{'C': 100, 'coef0': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.2901960784313726,0.32677165354330706,0.3188976377952756,0.3779527559055118,0.3346456692913386,0.3296927589933611,0.02842046409377602,40
178,0.4815985679626465,0.008573533322309805,0.01786017417907715,0.0005781343097967665,100.0,0.1,0.0001,sigmoid,"{'C': 100, 'coef0': 0.1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.2627450980392157,0.2677165354330709,0.28346456692913385,0.3228346456692913,0.3188976377952756,0.2911316967731975,0.02525421983694544,59
179,0.4661264419555664,0.01159773690316514,0.015169858932495117,0.0011558361473168407,100.0,0.1,0.0001,sigmoid,"{'C': 100, 'coef0': 0.1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.2627450980392157,0.2677165354330709,0.28346456692913385,0.3228346456692913,0.3188976377952756,0.2911316967731975,0.02525421983694544,59
180,0.4892287254333496,0.009011476244902743,0.020428228378295898,0.0020717399978707088,100.0,1.0,1.0,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 1, 'kernel': 'sigmoid'}",0.1411764705882353,0.11023622047244094,0.15748031496062992,0.16929133858267717,0.1220472440944882,0.14004631773969428,0.021785781142000936,217
181,0.47684803009033205,0.022972218645313392,0.0180910587310791,0.002192138489660626,100.0,1.0,0.1,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.13333333333333333,0.11023622047244094,0.1889763779527559,0.10236220472440945,0.12992125984251968,0.13296587926509187,0.03033085220492076,230
182,0.4212360382080078,0.02334989775027052,0.018058967590332032,0.0023240567980446726,100.0,1.0,0.01,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.14901960784313725,0.21653543307086615,0.2047244094488189,0.16929133858267717,0.2204724409448819,0.19200864597807626,0.028062697677577474,125
183,0.5234878063201904,0.022077445872876803,0.0176485538482666,0.0025511997345752345,100.0,1.0,0.001,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.25098039215686274,0.3031496062992126,0.2952755905511811,0.3779527559055118,0.3700787401574803,0.3194874170140497,0.0480083886076208,42
184,0.6154523372650147,0.013946562595715998,0.01770620346069336,0.003549426388632016,100.0,1.0,0.0001,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.23137254901960785,0.2677165354330709,0.2795275590551181,0.28346456692913385,0.32677165354330706,0.2777705727960475,0.030628335775738206,68
185,0.6287215232849122,0.009847218401490082,0.01863861083984375,0.00058980926614456,100.0,1.0,0.0001,sigmoid,"{'C': 100, 'coef0': 1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.23137254901960785,0.2677165354330709,0.2795275590551181,0.28346456692913385,0.32677165354330706,0.2777705727960475,0.030628335775738206,68
186,0.43983750343322753,0.01630809729718097,0.01695222854614258,0.0013580145911748639,100.0,10.0,1.0,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 1, 'kernel': 'sigmoid'}",0.09803921568627451,0.11811023622047244,0.14173228346456693,0.14173228346456693,0.07480314960629922,0.11488343368843598,0.02585455694995517,242
187,0.7403587818145752,0.014214936590089457,0.01958165168762207,0.00016641880514247279,100.0,10.0,0.1,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.050980392156862744,0.051181102362204724,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.07712521228964027,0.021265311368398713,248
188,0.7103231906890869,0.02762385511667912,0.01794466972351074,0.0031455432520857006,100.0,10.0,0.01,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.050980392156862744,0.051181102362204724,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.07712521228964027,0.021265311368398713,248
189,0.7245956897735596,0.021213672471143936,0.01993107795715332,0.0010102055444757068,100.0,10.0,0.001,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.050980392156862744,0.051181102362204724,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.07712521228964027,0.021265311368398713,248
190,0.7296881675720215,0.014345932336819368,0.020334768295288085,0.0007044422095526629,100.0,10.0,0.0001,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.050980392156862744,0.051181102362204724,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.07712521228964027,0.021265311368398713,248
191,0.7322442531585693,0.021115825883266374,0.02027420997619629,0.0010092882152419917,100.0,10.0,0.0001,sigmoid,"{'C': 100, 'coef0': 10, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.050980392156862744,0.051181102362204724,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.07712521228964027,0.021265311368398713,248
192,0.4777078628540039,0.00954351977742623,0.018789386749267577,0.0005962039663076884,1000.0,-10.0,1.0,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 1, 'kernel': 'sigmoid'}",0.15294117647058825,0.2204724409448819,0.15748031496062992,0.11811023622047244,0.0984251968503937,0.14948587308939326,0.041729045723823806,176
193,0.7468229770660401,0.02225217587989799,0.020383262634277345,0.0004772832119339415,1000.0,-10.0,0.1,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.058823529411764705,0.07874015748031496,0.06299212598425197,0.08661417322834646,0.05905511811023622,0.06924502084298287,0.011343591757602372,284
194,0.7596745491027832,0.01012770446746226,0.02029390335083008,0.0016297197528243952,1000.0,-10.0,0.01,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.23529411764705882,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.09448818897637795,0.23131079203334876,0.0701689144860877,103
195,0.7410952568054199,0.02173201855718682,0.022808218002319337,0.003684408272668429,1000.0,-10.0,0.001,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.23529411764705882,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.09448818897637795,0.23131079203334876,0.0701689144860877,103
