,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
MFCC Overall Standard Deviation 7,0.9045892958944461,-0.1932584660328596,-0.1587206547436068,-0.10233068606515515,0.002890465604166225,0.04805822354126204,0.10670718219090668,0.03241425104649978,0.03509918552733522,-0.04390672996916451,0.48849334272251255,0.5628824574671035,0.5930794052982166,0.6772127758219283,0.7256749340708984,0.7254429411856956,0.3160199301876831,0.5519719944638898,0.6087432889365658,0.8046387643174105,0.8567226170015101,0.8876906383336249,0.8876810900675715,0.938322974009567,1.0,0.9027220296253645,0.9171487478832474,0.8913251747377583,0.8904393884719651,0.9133920229171,0.8929698674794991,0.700862263351336,0.8543467775185264,0.9040317610112361,0.882937545315989,0.8941561797127933,0.8778709222441422,0.867569550104697,0.8793743195822382,0.8867125465782738,,0.705244375532907,0.6024781242145554,0.7384969355312354,0.784143741855719,0.7701464218885539,0.7329081781037187,0.72172307288284,0.6299801626602004,0.8354726818702004,0.680922424222082,0.6822472668627889,0.7406077597800642,0.7740731381966931,0.8337484594206366,0.19107429979808635,-0.419399649825927,-0.6672338448087276,-0.6870674413813785,-0.5630622119016416,-0.6604593091145667,-0.1661546869646757,-0.45577251612388525,0.0034703700998719145,-0.4946092491358992,-0.22266244253177386,-0.3224447594156696,-0.8336301729470779,0.8352396870342975,-0.2806535600590484,0.6400212545033589,0.713510195407957,0.29367454787856934,0.13196232856746215,0.7102114159456564,0.7402421645267853,,0.6842223948713857,0.8020203099207129,0.809764489294008,0.8248318477535712,0.8144264878668067,0.6495835484251604,0.6891247139672791,0.6942314660223557,0.6916997888639107,0.6907676455817042,0.6852268871281793,0.7088135892567275,0.7083630206101821,0.6892519844081761,0.6699432986375286,0.6492920690723466,0.6310785325480539
MFCC Overall Standard Deviation 8,0.8932836696218827,-0.25521762947245014,-0.10831497064332749,-0.09723258054087791,0.02002486818180896,0.010508644673481818,0.08167582109844031,-0.08856944673096734,0.0999819557939492,0.05913962829364887,0.476978003484671,0.5637611906242864,0.6136892941432395,0.6245313195149488,0.7344823381046508,0.7322231547088361,0.25731166759165464,0.5480741772004009,0.551584607734489,0.7993783320324076,0.8724645844673372,0.8888909869836054,0.8424139320545797,0.8470942161185954,0.9027220296253645,1.0,0.9310763608744009,0.8944894397166768,0.9165258602210922,0.9191200495496419,0.9097388242458325,0.6420746779855756,0.8096260417396152,0.9109332621314378,0.8834447064885436,0.8990605773016799,0.8969534862804799,0.8737428106157504,0.884048059924877,0.8875325745298072,,0.7003644276076225,0.5842689459346566,0.7262894573483738,0.7730186285684929,0.7640397912037369,0.7463868775608108,0.7377337016154414,0.6447032335042483,0.8630179739348539,0.6966580609318566,0.6974877089125004,0.6913749121440839,0.793161779553835,0.8620362797062208,0.15158598751094723,-0.42179716237732456,-0.6841154593339319,-0.7005444436738524,-0.6119445988668412,-0.7045145897736043,-0.2726127185695099,-0.5451265586970747,0.04121472351345004,-0.49965886814632365,-0.20920957621122688,-0.28655436135264833,-0.8623319910651475,0.8525148280939755,-0.32513442039667984,0.6679786180095919,0.7680048380798202,0.33712941114340944,0.07261101963959796,0.7483104482052044,0.7808989465796651,,0.6874468915051432,0.8258051863149323,0.8375890139360048,0.8548095018525841,0.8427222868597685,0.661273992426842,0.6951125545495983,0.7063092817266133,0.7113491653218539,0.7030539634588916,0.6930780768212575,0.694373885292547,0.6799364550940845,0.6542991570310919,0.6423470743394787,0.6428808679431178,0.6436353855273904
MFCC Overall Standard Deviation 9,0.916294482480048,-0.26025222310364116,-0.11536746791625806,-0.035879984621506794,0.020131925747364835,0.026925885361400528,0.05259473929994653,-0.07395234457222531,0.07482211285885952,-0.0015956850847164872,0.48823715768464965,0.5773673917218756,0.603985982066021,0.638433100069458,0.7490322972828946,0.7485167006430865,0.2656945048640075,0.5598348515212893,0.5658446402490598,0.8115653375460139,0.9000290648406115,0.8809824828537858,0.8818419731082275,0.8658216251875533,0.9171487478832474,0.9310763608744009,1.0,0.9470517287322622,0.9281557539966757,0.9439752382190374,0.9319111853483407,0.6686278801535138,0.847856025860011,0.9323752241002466,0.8954726757056386,0.9219569504707164,0.9168790645206985,0.8943822655586888,0.9136040967317225,0.9086082372696368,,0.7272710009624154,0.5980119906201108,0.7415478623122672,0.7835306464519711,0.76768778929489,0.76362802334203,0.7554847056987419,0.6427154030056468,0.8842306900180978,0.7101081489404092,0.7120464807008288,0.7178146741330522,0.8131901007874448,0.8844044182448327,0.17624001336409117,-0.43394129539219417,-0.6894220393159521,-0.7203017711548,-0.5965448277598956,-0.7093709489904705,-0.2633524957281948,-0.5989462438227251,0.003159717610076902,-0.5115051651116798,-0.2583934547161826,-0.36558696458411394,-0.8843615680067075,0.8768382596226422,-0.3427587590301484,0.6865960949368924,0.805807996804271,0.3661730982254072,0.14685314033825705,0.7708623196182699,0.789767025526126,,0.7142687195265932,0.8486427858777751,0.8593734601775034,0.8692080496143367,0.856706957009446,0.7015981860012597,0.7298798150931739,0.7370598120326542,0.7409273088909026,0.7391429187446734,0.7339230576179834,0.7444588080057442,0.7251999756282492,0.7152599246693304,0.7149888533185255,0.7046935516012292,0.6923557954133936
MFCC Overall Standard Deviation 10,0.9018642909087031,-0.28964255044720155,-0.0646294827399238,-0.07262652381911797,0.07437077743078466,0.05764697707390499,0.06458901405224211,0.008946587456063443,0.013932024767025819,0.05126520542557999,0.4907100585483803,0.5788710343687291,0.6158640693914095,0.6014024937278474,0.7698473222119644,0.7688312718985075,0.23000500513433056,0.5584755788412056,0.5248655490820969,0.796548103739117,0.8780198112755925,0.8610418898699247,0.8700360716434264,0.8613107907234132,0.8913251747377583,0.8944894397166768,0.9470517287322622,1.0,0.9288512213215765,0.9323463049799019,0.9336868304960746,0.6275509088249057,0.8055708393263523,0.9178515712514916,0.8929392913549176,0.9160413682635681,0.9082180309967114,0.8870146483533076,0.9063473133587566,0.8980968650457096,,0.7346030020102073,0.5918645051506523,0.7352204420983626,0.7710091348158024,0.7532357907279338,0.7954700977439174,0.7856581719268125,0.6628154276568723,0.8945431068959014,0.7360788081986211,0.7371944503379316,0.7025101457203394,0.8373771541212437,0.8926617664437266,0.13733567069637384,-0.49810583290388266,-0.7307065823735335,-0.7093362686288807,-0.6452599824688358,-0.7195805950230233,-0.18820266120731483,-0.5315985555024502,0.08519872128924055,-0.4928267300513519,-0.2758720085771072,-0.42137334732639964,-0.8878381636849283,0.8878812998905647,-0.3321641213378009,0.6761430857657496,0.7765938167798258,0.29045846984732204,0.11230676065832977,0.755439645062051,0.7946636276020744,,0.7302226290818955,0.8684633649918797,0.8736608791288756,0.8765050481252146,0.8684125645820221,0.6839862426536721,0.72230407409907,0.7023624418145699,0.6976794141627262,0.6952901939212389,0.6778776855404257,0.706941573362888,0.7103415001631526,0.729203709449725,0.7333366866940333,0.7135907019326257,0.6783072722191237
MFCC Overall Standard Deviation 11,0.8896684377625024,-0.3447967066517005,-0.035969084658508725,0.014038856470884613,0.017991258781314582,0.08831300191003569,0.16365214890142588,0.013177417298824235,0.0933591444695025,0.012104391088128158,0.47173883045993403,0.5700666708707663,0.7096601507750752,0.5511232576928209,0.8497454003316767,0.8498001429788518,0.18318051769253538,0.5498979214890686,0.47320760535277906,0.787601490386838,0.8798296239059953,0.8827082551125791,0.8639617023832322,0.8236149478786517,0.8904393884719651,0.9165258602210922,0.9281557539966757,0.9288512213215765,1.0,0.943349246575474,0.9292495426266856,0.5847600956377801,0.7932293199023803,0.9163281590782607,0.90547025468232,0.9221264335510272,0.9159163030762899,0.8909099342838899,0.907682703186803,0.900275192325718,,0.8306398468160183,0.5610297908082407,0.7032366690765146,0.7433613289577579,0.7240676356888082,0.7993853740290995,0.7969670449855141,0.7537055885062434,0.9221044394857554,0.8056159939328015,0.8074551336956975,0.6593764598537543,0.860800074886812,0.9233310084673184,0.15730472482885993,-0.4602005284771076,-0.7216117649943836,-0.7449091870929894,-0.5599052873308997,-0.6901811139929662,-0.16664344505275852,-0.5763107509990006,0.014566247228458432,-0.5732733772620856,-0.3559026856262266,-0.40431328698037255,-0.9172883877691647,0.9116211284201172,-0.3970864079889541,0.6548351900578018,0.8103141997227439,0.3467760095363506,0.1684561215617594,0.8107366929948677,0.8195702077077438,,0.8071703638431155,0.8881501095105585,0.9006150686906205,0.9109041062872855,0.9022197026176209,0.6704004861577928,0.7085256967138893,0.7075126124985782,0.6976203289414147,0.6764340147461622,0.6694422784932982,0.7132167273839926,0.7189799377245614,0.7158470466295787,0.7174534212844388,0.6946851966019137,0.6647033637887201
MFCC Overall Standard Deviation 12,0.8958863121481906,-0.32334859558945694,-0.058904012478754986,-0.08542301627713628,0.11092838024626918,0.05718677632713152,0.07980089845817444,-0.0383462395370069,0.08449435158921682,-0.015820992838554326,0.4788827952800395,0.569658600889397,0.6858149884573196,0.5728896713114922,0.8125419293541793,0.8100809463227296,0.21201500780690014,0.5556973562199133,0.4939345873741254,0.797690708684011,0.868192535429184,0.8748905511355809,0.8696584263147519,0.8656219712492066,0.9133920229171,0.9191200495496419,0.9439752382190374,0.9323463049799019,0.943349246575474,1.0,0.9432370762495395,0.6055407697289198,0.8108338854030414,0.91157231453642,0.8871132623015946,0.9185561117760797,0.9102128172102938,0.886601417394315,0.9043344948923324,0.8947163136011009,,0.7673830806114776,0.5737918609674477,0.7121621361079724,0.7504301697037314,0.72795833181581,0.7800851880716899,0.7723425697183697,0.7262371101963333,0.9058981189850426,0.7820524095279977,0.7826306517361584,0.6768262502088144,0.8353165893693981,0.9068810286650648,0.16928155673660467,-0.4688392265467573,-0.7397705164304593,-0.7642865690449359,-0.6484959005000552,-0.7420440765656964,-0.2460245785714739,-0.5298368735943977,0.11338797334294452,-0.4678548754409284,-0.24617469061879454,-0.3738192153841705,-0.9035906246005477,0.8972879159282562,-0.33420179487524243,0.6780335147871888,0.8041973282559248,0.35356255355466737,0.10578657384163793,0.7892811081857721,0.8015545474116494,,0.7646793675811118,0.8647596695091612,0.8763198580563094,0.8884206473204008,0.8810531922724595,0.666720620835888,0.6822869602565401,0.6881874098830532,0.6977706418762227,0.7070169975926054,0.7133250044976559,0.7404439652063547,0.7384416893703305,0.7154164486439073,0.7064525437412555,0.6970590073367143,0.6653391886095903
MFCC Overall Standard Deviation 13,0.9013732811272473,-0.32206578579432793,-0.05186495405897994,-0.03579151846809387,0.08781016964584418,0.046989543638684905,0.09375373428192524,0.01408187132966419,-0.028824217245633638,-0.0012750030862460175,0.4850567467200498,0.577740698070059,0.6319288912083594,0.5804660449445936,0.8068829395566902,0.8055031843290815,0.19417918711816454,0.5600507221921021,0.5043674161282018,0.7795371468926476,0.8776348959696735,0.881006224511909,0.8933791663436099,0.8721398744120926,0.8929698674794991,0.9097388242458325,0.9319111853483407,0.9336868304960746,0.9292495426266856,0.9432370762495395,1.0,0.6162904387415085,0.8062534358881687,0.9186451965592969,0.9103341300055126,0.922822343055922,0.9114715785466596,0.9006211016361754,0.9084258531933871,0.8996248056141949,,0.7752601688457632,0.5757315604392464,0.7142658063702907,0.755768076860701,0.7335293251770463,0.799479432383866,0.7945698127514429,0.6832302014914192,0.9178535712562499,0.7663328321211506,0.7676214955717147,0.691677135610524,0.8569702664207139,0.917296735537451,0.14960805592711454,-0.48321277052025463,-0.7384930417648966,-0.7272131364659264,-0.6305325941121069,-0.7306729869394711,-0.21402562521673416,-0.5321477938324956,0.07245004061362763,-0.49920407825439517,-0.32885448717313986,-0.479300324789942,-0.9125558007015441,0.9024757509716502,-0.37370332852860294,0.6832292018933742,0.7924865395656129,0.3036031332450068,0.12178188753557632,0.7794733682128355,0.7997718220046379,,0.7667918219274379,0.8794536932094461,0.8862046007551806,0.8920329354350949,0.8854504770430423,0.6802270021379713,0.7106063064372938,0.6966392309360454,0.6914926576976477,0.6963098466911626,0.6918208959953469,0.7292577304841941,0.7279399595517952,0.7389417794872335,0.7499271129953886,0.7377287067836794,0.6946398577736704
LPC Overall Standard Deviation 1,0.815954164325312,0.4314110494159181,-0.3401942030036266,0.015508631239833577,-0.006278389673210143,-0.117396300915419,0.0364541811229085,0.02138264905986513,-0.0009467596795052384,0.015888276632518166,0.5796846483351169,0.5933041699862623,0.10548324704048988,0.9718006790773095,0.23403603938301218,0.23564651361992778,0.6456003410801926,0.5717766651864149,0.9605911762084679,0.7738323858867874,0.7012075496480933,0.7301359692291294,0.6788485289717308,0.7364068439314432,0.700862263351336,0.6420746779855756,0.6686278801535138,0.6275509088249057,0.5847600956377801,0.6055407697289198,0.6162904387415085,1.0,0.9144608531192309,0.7480400085644401,0.6907815186311609,0.6769067334273086,0.629883639867103,0.6022464106737015,0.6224023952677262,0.671280547532417,,0.2408435055126645,0.7368334962480465,0.8445455582886043,0.9056207241238703,0.9028444502139129,0.4879242956640833,0.48264459433055934,0.11423269934804464,0.4571445709271035,0.1481507066025791,0.14954511165236214,0.7781235471619034,0.434069169109215,0.45908877253912417,0.342534550028621,-0.0012505910429049267,-0.17907229257032822,-0.2932088067903653,-0.21539221126063307,-0.2636578041113163,-0.2670882550293581,-0.2460776220300947,-0.09435704372219775,-0.18612510618733047,-0.21294373686655185,-0.2726245965536281,-0.46232700784509034,0.417886806997937,0.08994888922437491,0.3433912864625677,0.33436537505479513,0.31157166107390016,0.21678592209652986,0.32869993541037634,0.2963774080011064,,0.1657143947723055,0.5002514455580244,0.5443291374892958,0.5290298532802328,0.5573445298907397,0.5597137142155325,0.539403549178505,0.5774704855223861,0.6119944320334689,0.6156120488147423,0.6051711419087314,0.5860912986984195,0.5796723484203272,0.6098439456958981,0.5959326052695657,0.5965562903183,0.5956738314311228
LPC Overall Standard Deviation 2,0.9346094102349349,0.17229012619666212,-0.19129409816006243,0.022283293006284375,0.05464773189046502,-0.05164885295798495,0.11893187957441487,-0.006215439177536942,-0.004059537102007127,-0.0827826219809948,0.6393128698030931,0.6843916790733581,0.36808041593196544,0.8937093413652536,0.517524010252531,0.5178118179978233,0.521288639160627,0.6771377379246705,0.8503183701467121,0.864172155332561,0.8554813647156441,0.8731840636780432,0.823338385919466,0.8552080111927577,0.8543467775185264,0.8096260417396152,0.847856025860011,0.8055708393263523,0.7932293199023803,0.8108338854030414,0.8062534358881687,0.9144608531192309,1.0,0.8978100937586492,0.8442163154678157,0.8452738061249845,0.822982082244035,0.7954174936129219,0.8115469627796379,0.8452142642510544,,0.5002699570434153,0.7667144599133453,0.8663354151201306,0.9034105143472646,0.8954394187168234,0.6761161030855932,0.6713880254791479,0.3833922635920493,0.6955235861659368,0.44446069884714917,0.4456810218341307,0.8162276083529756,0.6639221154177574,0.6971655810016796,0.3445915370123253,-0.15751918489485087,-0.3976009935656016,-0.5012648729695953,-0.36630615034709774,-0.4957064937600302,-0.27898198287850706,-0.37724887799346507,-0.0208739951325503,-0.3157316997412925,-0.3107260458623459,-0.3973797019549339,-0.6905188536593113,0.6612214165602764,-0.07747277763652811,0.4713702109518777,0.5612446794756665,0.42548508333432183,0.22296773712706006,0.530859755561308,0.5125944949273182,,0.4481911510890747,0.7160960079818669,0.7517205222306539,0.7341975672106635,0.7614253022886934,0.6505363585706803,0.6374525121361521,0.6646864824440535,0.6901727259133543,0.7049004907216544,0.7069652283043755,0.709211420464209,0.6981681483144611,0.7157996176761264,0.710032085040781,0.7022161750993644,0.6799492412918099
LPC Overall Standard Deviation 3,0.9717368893575037,-0.14390515259535674,-0.04166499648959183,0.014841880761786221,0.012513890890677485,-0.025388954668277237,0.026478137821788043,-0.03676540834364047,0.048064867898180624,-0.016196153458080797,0.6124523627201162,0.6957994218727463,0.5302715089965966,0.7277910687307407,0.7151938556021966,0.7165897267930135,0.321077592291215,0.6701078335968456,0.6639334464358613,0.8739527812391241,0.9147488333433869,0.9090402115393615,0.9179248244064394,0.8881114426043102,0.9040317610112361,0.9109332621314378,0.9323752241002466,0.9178515712514916,0.9163281590782607,0.91157231453642,0.9186451965592969,0.7480400085644401,0.8978100937586492,1.0,0.9526887068734969,0.9683007133861278,0.9506381635056385,0.9307581659351266,0.9446679321278109,0.9465717341908707,,0.7197879119438473,0.7136968271381894,0.8369016950380392,0.8555125452723447,0.8515628844340777,0.8389144458694195,0.8357312042878309,0.5781537970026729,0.8931284596614407,0.6598856715236842,0.6632532218453224,0.772764929137025,0.861752905938532,0.8948287007830478,0.2183956797605919,-0.35364432832658194,-0.6272966016100978,-0.7186021270067513,-0.5653043747825802,-0.6936612589315543,-0.2578496244380059,-0.5735440999279499,-0.015629364861834347,-0.5125281755326451,-0.317471363095411,-0.4101341660541344,-0.8792033120442412,0.8650071098109828,-0.36785425535736394,0.6825111262446905,0.7837289093640797,0.39181832537366,0.2030993035757359,0.7472908723505821,0.7481217438244363,,0.6868733628808131,0.8994556902745671,0.9045117597173986,0.8601576248478898,0.881813329988178,0.7088225935832889,0.7514020007236933,0.7606034850237952,0.7645016950625118,0.7709352986604856,0.7621451730797544,0.7732708663084948,0.7602257645930229,0.7664347641970592,0.7650900883864075,0.7491493193153079,0.7233162013783557
LPC Overall Standard Deviation 4,0.9538877837317489,-0.1755102542570167,0.05012716811594806,-0.0028969028599665912,-0.10539926918090498,-0.03613077101513723,0.0493820843415922,-0.017251172272863026,-0.056338998368212066,0.02017457181575018,0.6371484959932691,0.7135074782405647,0.5239917384036198,0.6899967844926921,0.7259380519988762,0.7277027613375648,0.2867142367854243,0.7024050784622482,0.6253752007793306,0.8374442789941766,0.9095649808906431,0.8999539712502573,0.8919033143333637,0.8740228572332841,0.882937545315989,0.8834447064885436,0.8954726757056386,0.8929392913549176,0.90547025468232,0.8871132623015946,0.9103341300055126,0.6907815186311609,0.8442163154678157,0.9526887068734969,1.0,0.9746379923684391,0.9647209723938427,0.9463809670747897,0.9500881773661652,0.9493917379244008,,0.739192544148493,0.7142191248105045,0.8002336813414049,0.7965585811534708,0.7982683581114146,0.8699677890907943,0.8664567103075456,0.5859067358289577,0.8916768838440029,0.6720627879934009,0.6756320769809517,0.739193731317452,0.8971161725708998,0.8922039907282384,0.11019391226768424,-0.4165711697718639,-0.6833776810676537,-0.6667659063341144,-0.5630555290249961,-0.69237780782807,-0.22042465415948076,-0.5859243117532902,-0.09347075880306006,-0.5913876286661033,-0.35036504538464386,-0.4107863853471436,-0.8669403556964577,0.8682776992321453,-0.4482753023854084,0.7384246833556574,0.7741205874666859,0.255311382012027,0.13175514152040327,0.7279875084657652,0.7472387736947451,,0.7093865784867095,0.9120528788044149,0.8905175817537945,0.8257396802701025,0.8487071236125844,0.6849674112186428,0.7496282698572706,0.7521703281074664,0.7359872042555394,0.7127902443600722,0.695247473747174,0.7076172019504996,0.6963120098042376,0.7123498455805231,0.7297158453827408,0.714785301018624,0.6917680655065123
LPC Overall Standard Deviation 5,0.9588675222789131,-0.21077193404505992,0.049779348321010296,-0.013421672142654944,-0.06040801722726485,-9.878607121421286e-05,0.014355093576417345,-0.022328994078633452,-0.007127655075358096,0.025967425605729292,0.6223624528923941,0.7094781041079288,0.5766566068231657,0.6711020314374001,0.7611453012673394,0.7624415181821456,0.2779828080099035,0.6881239262172693,0.6066696304160026,0.8329106227471141,0.9053494977130622,0.8916801203464156,0.9018039468201123,0.8673622246373793,0.8941561797127933,0.8990605773016799,0.9219569504707164,0.9160413682635681,0.9221264335510272,0.9185561117760797,0.922822343055922,0.6769067334273086,0.8452738061249845,0.9683007133861278,0.9746379923684391,1.0,0.9779382017936705,0.9555686699839717,0.9650061289882272,0.9621338948214598,,0.7671997857183761,0.7075119701841779,0.8051256551029335,0.7969113456270103,0.7969542532910644,0.8792473467389884,0.8773742021857198,0.6403519329121278,0.9123733930284713,0.7206803401861913,0.7239606382453796,0.7477249839447919,0.9102358429157474,0.9156999627142021,0.10844824929538094,-0.4324103479796016,-0.7113042312013288,-0.7158197563136569,-0.5899138750012625,-0.7249355583287107,-0.22853746552942208,-0.5899350601037288,-0.046628271417198754,-0.5811035262618581,-0.3222145421308842,-0.39424490135408274,-0.8912837783096259,0.8934431204743968,-0.4506590076312241,0.7385702068957837,0.8095026099272505,0.2835919520580357,0.12231037205413686,0.7604531169987121,0.7702292662655876,,0.7495458939738565,0.9314337942256518,0.9160744478950633,0.8599872167326907,0.8782192567545729,0.7056307192959852,0.7554772086246756,0.7574058572753414,0.7531563157253106,0.7412355166840235,0.7289054439538274,0.7440604361912553,0.73024371023942,0.7348808234162119,0.7463919819850898,0.7357476526269978,0.7113885530821787
LPC Overall Standard Deviation 6,0.9459120314130243,-0.23412749578085534,0.10691564477336034,-0.019402938911214255,-0.024690078450386004,-0.0008587074715965974,0.017849914992183507,-0.05013675572512985,-0.046068981196165266,0.008775401053291396,0.6353003155685479,0.7197018132583133,0.5787488336341939,0.6306790943969866,0.7630122194441012,0.7635046864501984,0.24643988557572877,0.7081128444674065,0.5631981631360505,0.8055852981960269,0.8988452931804249,0.887774236095009,0.8958695224982277,0.8598920730747248,0.8778709222441422,0.8969534862804799,0.9168790645206985,0.9082180309967114,0.9159163030762899,0.9102128172102938,0.9114715785466596,0.629883639867103,0.822982082244035,0.9506381635056385,0.9647209723938427,0.9779382017936705,1.0,0.9709464683276773,0.9674524286536577,0.9661623865623872,,0.7628854488970567,0.7079557646758083,0.788883997068795,0.771028034176078,0.7726375370470693,0.8824673297168008,0.8782849695319244,0.6333932353001233,0.9111477531633019,0.7216906390327826,0.7246298587191038,0.717581186519309,0.9157875405244353,0.912745925395718,0.0813419490731362,-0.4420195031988666,-0.708119288269323,-0.7095131441419591,-0.6030863455827202,-0.7510511527046484,-0.24185193254277643,-0.5928518654409312,-0.006066545778411566,-0.5622638470445405,-0.3198420317575715,-0.41606268918908484,-0.8844664127746044,0.88704068980148,-0.4598817607730321,0.7249212359752586,0.8126186844261916,0.3257394280979355,0.0955397602722007,0.7382348150841583,0.7686650802016438,,0.7461059713802686,0.9320108307051919,0.9134399810501547,0.8496766080927863,0.8724824585252302,0.689320463318791,0.740843425544904,0.7429111722434943,0.7381374543962513,0.7327816253657133,0.7225215688285788,0.7382840380883611,0.7221717953203548,0.7249508397817436,0.7354534223993793,0.7214897962082718,0.6951919608916584
LPC Overall Standard Deviation 7,0.9259059506881322,-0.2499545861695702,0.11552528936239688,0.029619222805228496,-0.0622903178905867,0.017617785593364407,0.013079079667995505,-0.04045901419483086,-0.121241859611085,-0.0070860930221971425,0.6158924190119501,0.7045033714894471,0.5370514461049785,0.6015499313393385,0.741543607762942,0.7426005753440913,0.22546701733921196,0.6850952564169627,0.5326568364269227,0.772817353354923,0.8935717720339639,0.8734398488291792,0.8855825160608058,0.8521976847671147,0.867569550104697,0.8737428106157504,0.8943822655586888,0.8870146483533076,0.8909099342838899,0.886601417394315,0.9006211016361754,0.6022464106737015,0.7954174936129219,0.9307581659351266,0.9463809670747897,0.9555686699839717,0.9709464683276773,1.0,0.9777372893482018,0.9670994062014402,,0.7567982828113187,0.6882537151867019,0.7706016144344527,0.7370605385973694,0.7430208519986167,0.8739593323541809,0.874114376832724,0.604790058046271,0.9072277406940401,0.7090652703078554,0.7126983067214989,0.7105685471381642,0.9108551545800624,0.9076083373302006,0.06708199595097715,-0.42267726943085576,-0.6855865360037285,-0.6742946473965031,-0.5570626563412518,-0.7324355620857327,-0.19180114709286378,-0.6020380462202289,-0.06562105476764474,-0.5867417113683551,-0.34256051890153927,-0.4595496209711397,-0.8797706230453844,0.8772984119292422,-0.5158953010518864,0.735889148368318,0.8141559479207027,0.3106733563292077,0.06269317244868135,0.722704193391752,0.7754062851631996,,0.7486497092111447,0.9274666808553522,0.9029544217862425,0.8249562518985291,0.8442994848528163,0.6968205353475883,0.7466555660742338,0.7425883721118746,0.7318050177712907,0.7254050136480802,0.7156805037263434,0.7298260574445806,0.7169172769003688,0.7216144241445612,0.7390148273876459,0.726713371406182,0.7002137648100818
