,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Spectral Centroid Overall Standard Deviation,0.7184934904191315,0.4154715723410356,0.5485702252920361,-0.030545210610691206,-0.009757368562904408,-0.012493229908845898,-0.02605418310345844,0.004680314403802666,0.00774557035621573,-0.03225473468752143,1.0,0.983235594700221,0.18252922070854571,0.6609611866391237,0.2773262015985547,0.27877855007335883,0.47326634811798657,0.9746020716387096,0.6582550394313985,0.5892878376751255,0.507422193774215,0.5191935202119838,0.469489968166283,0.5200596947276751,0.48849334272251255,0.476978003484671,0.48823715768464965,0.4907100585483803,0.47173883045993403,0.4788827952800395,0.4850567467200498,0.5796846483351169,0.6393128698030931,0.6124523627201162,0.6371484959932691,0.6223624528923941,0.6353003155685479,0.6158924190119501,0.6062283837278368,0.6292644060273638,,0.2833361644937865,0.9645900251528415,0.8088119523754801,0.6345055082196488,0.6852625515925977,0.7593626665788322,0.7575085631513013,0.19559518628655426,0.41961961513008933,0.23520413588996575,0.23654012249932502,0.6424292998935514,0.6363504042689182,0.4306746396191424,-0.047378509238741914,-0.06703983137584418,-0.20202531414953045,-0.2496329720907695,-0.18416468972337555,-0.2665307071460317,-0.17179702437547273,-0.22597744542836135,-0.01612649414568334,-0.14236593036394146,-0.20454047176160903,-0.2678242480343522,-0.33640548572744267,0.35281192106794795,-0.13854178595010816,0.27700075697566334,0.284822139619519,0.27849475876647084,0.024139468193658933,0.2686407161169008,0.22599487822078745,,0.2455104277207911,0.646500361531042,0.5983807225791374,0.36284320763329625,0.5211828720817923,0.34796615867424907,0.3498541122044177,0.3955575203753481,0.43372771525571885,0.4518746555453258,0.4669735446871521,0.458601156375978,0.44842952197099417,0.45075113319680915,0.4418147476149393,0.4425287980571024,0.3986747511504405
Spectral Rolloff Point Overall Standard Deviation,0.7839805803836136,0.31738458281223664,0.5245857573977154,0.018800995734077897,0.01755736499182494,0.023078536673740314,-0.02346605008476424,-0.013816715932571081,0.018856102410500244,0.0010181368312891946,0.983235594700221,1.0,0.2754036909176115,0.6621538350672856,0.38606331014180073,0.38759236935777175,0.4427392995747359,0.9664941026019739,0.6490406011494622,0.6393479336096535,0.5823867325487897,0.5845289221049482,0.5487287028905612,0.5839253646863758,0.5628824574671035,0.5637611906242864,0.5773673917218756,0.5788710343687291,0.5700666708707663,0.569658600889397,0.577740698070059,0.5933041699862623,0.6843916790733581,0.6957994218727463,0.7135074782405647,0.7094781041079288,0.7197018132583133,0.7045033714894471,0.6978313733791959,0.711622293584964,,0.3914582530813826,0.9671162943379925,0.8582197294344964,0.6878908556196754,0.7364160173276878,0.8182484373092626,0.8244695324587508,0.29548451803900977,0.5286414623888235,0.34676077408961303,0.34859240725515284,0.684526190263416,0.7160777513143475,0.5401353466610028,-0.014110011635218507,-0.10085201896536833,-0.2768955502310521,-0.3414145270908022,-0.23856484306741624,-0.36113453519960936,-0.19170998134512374,-0.3105259716277464,-0.018392141220754447,-0.21511567478542018,-0.2679336914601481,-0.3355235056043722,-0.45209465124961007,0.45552180341277965,-0.20497750276348836,0.3454255460638138,0.3961435456346187,0.3299099158158029,0.05398356734618514,0.35828026548153175,0.31701890392809234,,0.35946388066097457,0.7377935700319539,0.7050638520815183,0.48168148856049287,0.6275660575575851,0.4320667312654717,0.43209284429809636,0.47249706955491444,0.5063021706280834,0.5240815592305185,0.5416571557025024,0.5424681667269916,0.530756639425593,0.53370021751401,0.5282435089751825,0.5269904452280845,0.4838173514797983
Spectral Flux Overall Standard Deviation,0.48131494916398815,-0.5302819390629957,0.11297749521195152,-0.003955824955328645,0.14990638370310935,0.2687790980441731,0.2579579788978353,0.14330816606655072,0.31182303880878715,0.09612235705181714,0.18252922070854571,0.2754036909176115,1.0,0.07416613213566539,0.8902354758942059,0.8857452620825053,-0.11334897553653062,0.2606744201618938,0.004955920269166012,0.4060745621729688,0.49929720102487385,0.46065284191712746,0.4839412873922585,0.4528305804174082,0.5930794052982166,0.6136892941432395,0.603985982066021,0.6158640693914095,0.7096601507750752,0.6858149884573196,0.6319288912083594,0.10548324704048988,0.36808041593196544,0.5302715089965966,0.5239917384036198,0.5766566068231657,0.5787488336341939,0.5370514461049785,0.5495494126913109,0.5272297293807393,,0.7978148773501069,0.20090965875873718,0.310934256739055,0.3390907989879219,0.3130351313975475,0.5237103687820632,0.5210558937655384,0.9737091693427808,0.6863813627719131,0.9054753815808568,0.9025582580530023,0.2735888767813738,0.6044760015548996,0.6930127448702819,0.09376777616563545,-0.4587833258268197,-0.6243937094046637,-0.6254927063224435,-0.42576171970208665,-0.5083294736112107,0.02653126697104867,-0.28116417816777484,0.13433368066633172,-0.4272214610263574,-0.28225358377518484,-0.18884984707930233,-0.6872733262604208,0.7008559573540672,-0.24333688479211163,0.31854778240871884,0.5750630036994423,0.2762529259140916,0.10527174410408364,0.653473087280123,0.6246713803520842,,0.8284216537433005,0.6148649867591547,0.6464718681587992,0.7249811939386859,0.7075900300731691,0.4113203793731803,0.4116606977162596,0.39637479968880823,0.38319930729845775,0.3786126544784249,0.39297711381358774,0.43375625835740417,0.4289542252678381,0.4058761659611981,0.41229878828038485,0.39688458924010667,0.3683128152179132
Compactness Overall Standard Deviation,0.8135464020144928,0.48872713226563397,-0.23590975470959807,-0.062415131535814725,-0.07494386624799029,-0.15078672022787382,0.008616599116556642,0.0726708806889451,-0.00554307343721964,-0.014157210909953883,0.6609611866391237,0.6621538350672856,0.07416613213566539,1.0,0.18583328688997336,0.1878241114613906,0.6644622574889267,0.6499103535467413,0.9916908848898759,0.772369598258809,0.674806792837331,0.7157018565039188,0.6592421081616395,0.7184529228377693,0.6772127758219283,0.6245313195149488,0.638433100069458,0.6014024937278474,0.5511232576928209,0.5728896713114922,0.5804660449445936,0.9718006790773095,0.8937093413652536,0.7277910687307407,0.6899967844926921,0.6711020314374001,0.6306790943969866,0.6015499313393385,0.6202519136966524,0.6714885820759531,,0.1984340820154233,0.8020312598408537,0.8520246782955666,0.8596475631243721,0.8801949118691433,0.5236130502208278,0.5147845779570356,0.08274072162136226,0.42395369329969484,0.10419904227015592,0.10567657529418242,0.7808858139602866,0.4489401502734306,0.4250564830210797,0.23784228077566824,-0.03802059147167915,-0.17915001552337356,-0.27863318242746354,-0.22681258215455147,-0.21780141327317762,-0.2139908761466641,-0.20447308546029014,-0.08760251308302255,-0.18632827092368065,-0.1500509132590544,-0.2018029990204131,-0.4155239476957387,0.3930776089998807,0.07708586850721011,0.3422729782640674,0.2881483673513719,0.25130457239704446,0.16381827999479287,0.30168287477222755,0.2835789943630634,,0.12442280934850995,0.5013686227742441,0.5163780494185641,0.47196190731708865,0.509672631819664,0.5319311274361281,0.5251225844165617,0.5532606374723505,0.5812140797295803,0.5764377996161487,0.5621850556517667,0.5379414777623946,0.5277959014548678,0.5545418446439982,0.5394277259005252,0.5459169112545273,0.555787672427405
Spectral Variability Overall Standard Deviation,0.6533585267709767,-0.6061224686208098,0.11751804369717278,0.041162129051767526,0.07664248664306225,0.18614826267605739,0.22207097880459603,0.1240638927530889,0.11479236208560693,0.007664708471891007,0.2773262015985547,0.38606331014180073,0.8902354758942059,0.18583328688997336,1.0,0.9997465633369848,-0.10594364073706825,0.3781557237429882,0.10769449393323323,0.5345695814252206,0.6766387988151659,0.661055923887019,0.6902480792731179,0.6303691274971995,0.7256749340708984,0.7344823381046508,0.7490322972828946,0.7698473222119644,0.8497454003316767,0.8125419293541793,0.8068829395566902,0.23403603938301218,0.517524010252531,0.7151938556021966,0.7259380519988762,0.7611453012673394,0.7630122194441012,0.741543607762942,0.7467099610222233,0.7264313568552029,,0.958561312641437,0.2997780103668966,0.4178433876045299,0.4509851508925304,0.4161753155119601,0.6976888604164455,0.6991351373884268,0.9322070467670968,0.876615192846983,0.9743467564152685,0.9751928691757424,0.38975046241753974,0.8055474030573957,0.8799764128127031,0.11507376360949682,-0.53696108967296,-0.7618562700603088,-0.7442998741201308,-0.5361281271294152,-0.6777750342277333,-0.011657217522047533,-0.4623038427571335,0.08106805298899873,-0.5779534770399885,-0.38221840603595136,-0.3941640044827271,-0.8690605474538363,0.8790998256823135,-0.4711534126878169,0.5383817645360349,0.7694671361747425,0.25890279999646865,0.11628935756934339,0.782901987226709,0.8045771959878566,,0.9568913424193786,0.7986809350913507,0.8058018127053064,0.843831738098694,0.8293999176844573,0.525914360630776,0.5882868247228874,0.5711099258122866,0.5401689048822109,0.5199714323327613,0.5148798146786457,0.5747587792499372,0.5711130009374729,0.5676439584809361,0.5912104856385456,0.55724831795624,0.49835524520587393
Root Mean Square Overall Standard Deviation,0.6540182136213112,-0.6046734748329388,0.11887267001499602,0.04615461164531052,0.06633273670062557,0.1840361538261479,0.22361575226769037,0.12473505821112607,0.11659000221014547,0.0023760069735694993,0.27877855007335883,0.38759236935777175,0.8857452620825053,0.1878241114613906,0.9997465633369848,1.0,-0.10511297246283642,0.3797691648421328,0.11036521355684516,0.5357718699703891,0.6756884792070489,0.6609132219437737,0.6913166071292017,0.629623273951202,0.7254429411856956,0.7322231547088361,0.7485167006430865,0.7688312718985075,0.8498001429788518,0.8100809463227296,0.8055031843290815,0.23564651361992778,0.5178118179978233,0.7165897267930135,0.7277027613375648,0.7624415181821456,0.7635046864501984,0.7426005753440913,0.7474722031974104,0.7272723042898956,,0.9636260068051022,0.3011884931200025,0.41799507627884813,0.4500239504712028,0.4156380675720916,0.6996669526962399,0.7014517604450332,0.9297265542159988,0.8763797522342012,0.9721528941015368,0.9733056112105565,0.3897546664367828,0.8079005174827982,0.879912328330325,0.11240499633638219,-0.5354675141071511,-0.7593603481087156,-0.7473993403136809,-0.5308070941356059,-0.6742612138704985,-0.008584029718813831,-0.46873138807543063,0.07173391840084041,-0.5842455034376058,-0.38693736566443115,-0.3969012604617739,-0.8684365018838921,0.8796477229849872,-0.4802347568172403,0.5416068263345206,0.7721281623343548,0.2577959209439694,0.12226866266028764,0.7855982915698907,0.806506678566679,,0.9587244180999361,0.8003176218249248,0.8058491816965121,0.8417564719859443,0.8272742809674054,0.5250706522627533,0.5904709039314987,0.5738074280638034,0.5411746191327536,0.5185316530819204,0.5124057883487446,0.5728501999396376,0.569433908872164,0.5664119079277128,0.5908036682754423,0.5560682235307348,0.497350882821981
Fraction Of Low Energy Windows Overall Standard Deviation,0.4296500098894758,0.6614378895251578,-0.20855898317854243,-0.19896420465822579,-0.14508209212455286,0.469729128454321,-0.05136514628656275,-0.1723137326644344,-0.033332916526334404,-0.07596736161894035,0.47326634811798657,0.4427392995747359,-0.11334897553653062,0.6644622574889267,-0.10594364073706825,-0.10511297246283642,1.0,0.3856475014417068,0.7028650396871559,0.4038769110568164,0.2744662522410899,0.34841161387792013,0.2719966377019065,0.3343038110803985,0.3160199301876831,0.25731166759165464,0.2656945048640075,0.23000500513433056,0.18318051769253538,0.21201500780690014,0.19417918711816454,0.6456003410801926,0.521288639160627,0.321077592291215,0.2867142367854243,0.2779828080099035,0.24643988557572877,0.22546701733921196,0.25340608706542345,0.29073605246768314,,-0.1085875481094332,0.5802157484572549,0.5796323517624141,0.5470161472541979,0.5790813332238427,0.12724875939166957,0.11993532547796372,-0.1301612221985464,-0.0020206352963421546,-0.14376176365183438,-0.1440989465870536,0.6417485599782046,0.04511069664084463,0.0016062033756347165,0.0724315731958159,0.07146930665969731,0.07989450055373917,0.05311786612274941,0.036937233334584124,0.07228139841183201,-0.07808399785810863,0.03526095291238333,-0.044223138811817574,0.06918540123517294,0.010896514077672455,-0.00259049632154149,0.0084425480724221,-0.012172374419694805,0.20054695482625176,0.0013319618539823475,-0.05193921337465692,0.10751454830626561,0.054914171098778865,-0.02364922753464841,-0.04928108328904321,,-0.1468341884163812,0.0827138750997386,0.09274945632466121,0.055764386846537846,0.09031466586666526,0.18603342134537976,0.1560303027287428,0.18688797270396446,0.22916878533379947,0.24347497572619065,0.2373049229616754,0.20047989502184987,0.18880319562363984,0.20542584899793653,0.18792867659716705,0.18732964520441142,0.20408879941954336
Zero Crossings Overall Standard Deviation,0.7583579909604624,0.29707541705451895,0.5462718244850093,-0.02905751431576181,-0.0168639562131033,-0.08306913755677285,0.03710726084333654,0.008329110527266292,-0.005920701335018733,-0.08653134783235167,0.9746020716387096,0.9664941026019739,0.2606744201618938,0.6499103535467413,0.3781557237429882,0.3797691648421328,0.3856475014417068,1.0,0.6309901152500943,0.628011698204902,0.574191629810428,0.589563743486813,0.5386137345470375,0.5768324167619164,0.5519719944638898,0.5480741772004009,0.5598348515212893,0.5584755788412056,0.5498979214890686,0.5556973562199133,0.5600507221921021,0.5717766651864149,0.6771377379246705,0.6701078335968456,0.7024050784622482,0.6881239262172693,0.7081128444674065,0.6850952564169627,0.6717832686476243,0.6943192939243077,,0.38783779904258064,0.9352747598546157,0.784065538845128,0.6306240861495769,0.6694935323748349,0.806277352541148,0.8042903734577665,0.2810903224467516,0.5118743148480293,0.33027369497280956,0.3320812712982061,0.6135665871171085,0.7203578005544533,0.5205046405548583,-0.04480620744465899,-0.12637740365492778,-0.2880092077806423,-0.33701008444320874,-0.2459841316932402,-0.3507073006214965,-0.18548305168437965,-0.2920276824621922,-0.008914764414665712,-0.208969917413033,-0.2397263162116418,-0.30395122687103715,-0.4300030695445326,0.44911128971660036,-0.21524030724229376,0.3471175857353476,0.3806423478025301,0.297404940530382,0.025869734575816854,0.34923627860500434,0.31784987717560675,,0.3454056977464421,0.7131933434527187,0.6611710497955697,0.4421911490998346,0.5847085135632245,0.37828689483198863,0.39277302174446505,0.43789440174728433,0.47089435835070237,0.48325041965346777,0.4969056816290013,0.4899971109073037,0.47234325705150393,0.4704864927263356,0.47000398737427035,0.47122901913673204,0.4240302563934246
MFCC Overall Standard Deviation 1,0.7597859185462471,0.566332672276368,-0.22971730855528116,-0.07183702985309717,-0.09196820724178867,-0.1390640359018179,-0.012046988752267545,0.07106165280901275,-0.002689505093613861,-0.018708952862899954,0.6582550394313985,0.6490406011494622,0.004955920269166012,0.9916908848898759,0.10769449393323323,0.11036521355684516,0.7028650396871559,0.6309901152500943,1.0,0.7193529219502579,0.6065929739402025,0.6516707738426936,0.5937035441438265,0.6567921621343794,0.6087432889365658,0.551584607734489,0.5658446402490598,0.5248655490820969,0.47320760535277906,0.4939345873741254,0.5043674161282018,0.9605911762084679,0.8503183701467121,0.6639334464358613,0.6253752007793306,0.6066696304160026,0.5631981631360505,0.5326568364269227,0.5509394375048543,0.606784478209568,,0.1281808919020505,0.7960272937807576,0.8280516709437077,0.8243310845899463,0.8505771876254491,0.46917723718124393,0.4614434699195775,0.00891832563502478,0.33785381379550555,0.021162148338014518,0.022836051185789557,0.7619247795326173,0.38033428958436943,0.34086370929821863,0.21369398382312835,0.008747110621145951,-0.10570400248589035,-0.21642930258754145,-0.1685336584666859,-0.14316939735232148,-0.2041393241016856,-0.15618708178877758,-0.09339305209952066,-0.13343542546088455,-0.11885949475228041,-0.16403043071420725,-0.32836647134766356,0.3082845460734111,0.11148829407900428,0.27961238215424095,0.21270536347198948,0.22277922585638252,0.16001005435197868,0.23501515958703414,0.2070600036793782,,0.045550967664372784,0.4321843458934606,0.44351225814415446,0.38939212568030995,0.4337464619836279,0.4751128851057379,0.4680621162480547,0.5008463793457001,0.531846044390525,0.5272231801177601,0.5123169042679789,0.48529817885198234,0.474907861241111,0.5018962599529874,0.48606273980235226,0.4924052055852177,0.5027628687177114
MFCC Overall Standard Deviation 2,0.8848566195993194,0.035721940499999605,-0.12721404388054078,0.0533277221816159,-0.01520257212398844,-0.08085922948276751,0.029217126514701895,-0.063633469228924,0.175160142518033,-0.10750192593699034,0.5892878376751255,0.6393479336096535,0.4060745621729688,0.772369598258809,0.5345695814252206,0.5357718699703891,0.4038769110568164,0.628011698204902,0.7193529219502579,1.0,0.8182495310870757,0.7855612319301121,0.7767790364597948,0.7928598967653308,0.8046387643174105,0.7993783320324076,0.8115653375460139,0.796548103739117,0.787601490386838,0.797690708684011,0.7795371468926476,0.7738323858867874,0.864172155332561,0.8739527812391241,0.8374442789941766,0.8329106227471141,0.8055852981960269,0.772817353354923,0.7882499716946187,0.7846442202753292,,0.5347817201764531,0.6842169327858773,0.776530171176083,0.8033176967442115,0.8092117211081687,0.6917267618250639,0.6825480086218542,0.4415390123093025,0.7394757120947222,0.4864750529449118,0.4887008080375439,0.7582432524724013,0.6912830406118396,0.7406260581532185,0.3576679494956841,-0.16677273275233423,-0.4467899091014196,-0.5506708391656513,-0.4241743524562785,-0.5230925800054648,-0.23975750190983655,-0.47225544412699316,-0.06505716318756169,-0.4016088096726819,-0.3056069696521079,-0.33504812332266176,-0.73578652734093,0.7191189701875755,-0.1509566817232016,0.6042980315449539,0.6348941346541116,0.3692377835039615,0.23072322568199316,0.620366697137519,0.585329158760319,,0.5017128591348727,0.7324131099405174,0.7438605678259269,0.7277411245136425,0.743696774935295,0.6562293784681478,0.659956233891381,0.680754256800114,0.6974440785035843,0.6898260414293,0.6786303715367642,0.6921974987138958,0.6993287770563056,0.6924482609767357,0.6714266679555484,0.6623836764576141,0.6608021879600586
MFCC Overall Standard Deviation 3,0.908901459929741,-0.19230393341545154,-0.12508557212403854,0.047721529932403896,-0.033873238215454696,-0.0434311625330803,0.06965428977944718,-0.042709461737965394,-0.11067074044199732,-0.013933808488493031,0.507422193774215,0.5823867325487897,0.49929720102487385,0.674806792837331,0.6766387988151659,0.6756884792070489,0.2744662522410899,0.574191629810428,0.6065929739402025,0.8182495310870757,1.0,0.9086588804133249,0.843212079448696,0.8197374702752112,0.8567226170015101,0.8724645844673372,0.9000290648406115,0.8780198112755925,0.8798296239059953,0.868192535429184,0.8776348959696735,0.7012075496480933,0.8554813647156441,0.9147488333433869,0.9095649808906431,0.9053494977130622,0.8988452931804249,0.8935717720339639,0.9056284548999176,0.9096326229516493,,0.6636135574262542,0.604740616910972,0.733077977883408,0.776669568577489,0.7667533147688055,0.7588079082716225,0.7503792887950422,0.5381928222000797,0.8603153194965799,0.6237350826426945,0.6256354625449292,0.7169636803664208,0.7989307842649134,0.8576590749143431,0.20957141804038387,-0.37810421675707656,-0.6141138582846296,-0.5795127953643098,-0.5165236183136054,-0.6541051740750734,-0.2404236583060635,-0.5610519188087713,-0.0547784189618538,-0.5123091909112156,-0.3207924261141429,-0.424658443125451,-0.8564391348119875,0.8360234049185942,-0.3365655328375494,0.6742042894211981,0.7490760042074158,0.35116026610065915,0.12346808958040802,0.7061522290200358,0.7486560503465333,,0.6411649753394907,0.8263968855041205,0.8293308572692798,0.8212726628609607,0.8193930597578906,0.7108695288885613,0.7384491227932873,0.7398012849854632,0.744909407477902,0.7492073850587245,0.7364237220753753,0.7266878574823564,0.7038426782695062,0.726815917840712,0.746485232219392,0.7399163509990657,0.7183846239092978
MFCC Overall Standard Deviation 4,0.9124045443987395,-0.1442414247939041,-0.15043080074365697,-0.08659454166612422,-0.05582977578604026,-0.012374945630863589,0.12256200442147319,-0.0035643193453954395,-0.14625987112898511,-0.06240245890348293,0.5191935202119838,0.5845289221049482,0.46065284191712746,0.7157018565039188,0.661055923887019,0.6609132219437737,0.34841161387792013,0.589563743486813,0.6516707738426936,0.7855612319301121,0.9086588804133249,1.0,0.876242324920724,0.8813071818397734,0.8876906383336249,0.8888909869836054,0.8809824828537858,0.8610418898699247,0.8827082551125791,0.8748905511355809,0.881006224511909,0.7301359692291294,0.8731840636780432,0.9090402115393615,0.8999539712502573,0.8916801203464156,0.887774236095009,0.8734398488291792,0.8798824549687045,0.9068370462395549,,0.6553648212352658,0.6256951629457893,0.7398886427235458,0.7852490068077449,0.7765668449968046,0.7331709247241591,0.7234634187870672,0.5096153436504378,0.8210165011343761,0.5961512662064472,0.5982772133447756,0.7260052123012566,0.7746187514734663,0.8170397974924792,0.16632628705820274,-0.39626369289507707,-0.6363657997461524,-0.6225977300822735,-0.5448464833269163,-0.6412370989763203,-0.1865517931601207,-0.4775026012573178,-0.001339964862990849,-0.5120478215685965,-0.2624050023838205,-0.35872478418883835,-0.814757349047979,0.8052050587747173,-0.3289487796130445,0.6581179181058799,0.7138946120990263,0.27432622389808575,0.06967298253492372,0.666639600044431,0.7343865784610746,,0.6169839668233154,0.792303235502438,0.789029677394987,0.7850480975452092,0.7790431748639334,0.6436373514818501,0.6804540532024786,0.6811895927155898,0.686622939275208,0.6826367904511133,0.6732865425397027,0.687454955676704,0.6808842264784808,0.6892293310834222,0.6907711546676629,0.6746464179910547,0.6464283859035808
MFCC Overall Standard Deviation 5,0.8966930815348815,-0.23616558357511885,-0.14806526344610924,-0.039477664212765155,-0.009452905083019119,0.0003558873515146705,-0.058936153772953886,0.07732574616043164,-0.06555114661782498,-0.18192999175657207,0.469489968166283,0.5487287028905612,0.4839412873922585,0.6592421081616395,0.6902480792731179,0.6913166071292017,0.2719966377019065,0.5386137345470375,0.5937035441438265,0.7767790364597948,0.843212079448696,0.876242324920724,1.0,0.9017664309774722,0.8876810900675715,0.8424139320545797,0.8818419731082275,0.8700360716434264,0.8639617023832322,0.8696584263147519,0.8933791663436099,0.6788485289717308,0.823338385919466,0.9179248244064394,0.8919033143333637,0.9018039468201123,0.8958695224982277,0.8855825160608058,0.900414363696543,0.8999387532950066,,0.7084552375965311,0.579251717056702,0.7022631350763083,0.7382514366904929,0.7280164660522123,0.7505437411291183,0.7417716827348313,0.5448458458907749,0.8639935461628209,0.6303275240067044,0.6338862010812525,0.7257231182027235,0.8004968286790799,0.8599701332967576,0.13714885316774153,-0.4222446614407998,-0.6662985474537169,-0.7462885315544667,-0.5954800257184795,-0.6687672557311753,-0.15130276391659792,-0.5170535708957364,0.021700363907476646,-0.5047376116458107,-0.2444523131969829,-0.40317971324565316,-0.8614541733466964,0.8518187984925155,-0.4238001836308866,0.6892361702954616,0.7615755895823687,0.2839897326527074,0.2139605817823913,0.7425336995489057,0.7654483759830416,,0.6713713228051095,0.8197140182092528,0.8034830330143538,0.7960445254319296,0.7773796037605128,0.6867955090106148,0.7631811005519651,0.7592877379595546,0.7438376694995015,0.7446564366326475,0.7271141023164732,0.7617595066366116,0.757051528724998,0.7616328705571128,0.7599266852995251,0.7331432016159702,0.6929189609910342
MFCC Overall Standard Deviation 6,0.9016644029494816,-0.1191879366062591,-0.15456608653215856,-0.1342460486384888,0.07331813436507237,-0.03398807299173408,0.030128627743336422,0.03591473552702568,-0.09166605777583897,-0.08770202442537564,0.5200596947276751,0.5839253646863758,0.4528305804174082,0.7184529228377693,0.6303691274971995,0.629623273951202,0.3343038110803985,0.5768324167619164,0.6567921621343794,0.7928598967653308,0.8197374702752112,0.8813071818397734,0.9017664309774722,1.0,0.938322974009567,0.8470942161185954,0.8658216251875533,0.8613107907234132,0.8236149478786517,0.8656219712492066,0.8721398744120926,0.7364068439314432,0.8552080111927577,0.8881114426043102,0.8740228572332841,0.8673622246373793,0.8598920730747248,0.8521976847671147,0.8612562832560727,0.8765470330654191,,0.617353642054554,0.6356887828594364,0.7569459094671547,0.7932397772641405,0.7824436444271479,0.722848789470219,0.7121590560717226,0.4951866387405215,0.7972659734377653,0.573284259368326,0.5749514760251531,0.7482786923696084,0.7491889748929459,0.7936662183211165,0.1836355488355591,-0.3618172873586477,-0.6175853323359016,-0.6669719105237427,-0.6061887514945752,-0.6658675323378241,-0.19704244295837622,-0.3977493248961552,0.07105257320224162,-0.4083296595742611,-0.2017294181518322,-0.37495321414637456,-0.7916698779162096,0.7791453082175941,-0.25278506802733747,0.6426691877792292,0.6774339062003978,0.264797588361998,0.09325798575769327,0.6344988024140865,0.6872412732721777,,0.5876699975494502,0.7789822566019213,0.7854714787012571,0.7778516516662326,0.7756048455451533,0.6266608729459467,0.6563173971184267,0.6588678772284114,0.6649840466139467,0.6785115237766907,0.6787267110637502,0.7122244126436235,0.7219487929977894,0.7194293112959225,0.6955815609377196,0.6733783496021786,0.6380894821069567
