,source(s),Oversampling,Parameters,Accuracy,Precision,Recall,Gamma
944,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.2898089171974522,0.3363354244273297,0.2629750659760077,1.0
945,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.29936305732484075,0.35187493810514126,0.27371462638511723,1.0
946,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.28662420382165604,0.3291075332708671,0.2565305403584317,1.0
947,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.2770700636942675,0.3243673393209467,0.2561225963090594,1.0
948,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.2770700636942675,0.3241864158877437,0.255237597784481,1.0
949,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.29936305732484075,0.32251649259927934,0.26247738113333186,1.0
950,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.29936305732484075,0.333581769773979,0.26335259187034055,1.0
951,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.2929936305732484,0.31893801753624185,0.25446956440917007,1.0
952,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.28662420382165604,0.3348156675884239,0.2634143285858929,1.0
953,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.30254777070063693,0.34759448012127586,0.2699319131384349,1.0
954,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.28662420382165604,0.3084896892687646,0.24907698965609787,1.0
955,Mixed + Vocals,True,"{'memory': None, 'steps': [('Imputer', SimpleImputer()), ('Scaler', MinMaxScaler()), ('PCA', PCA(n_components=30, random_state=42)), ('Classifier', Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]))], 'transform_input': None, 'verbose': False, 'Imputer': SimpleImputer(), 'Scaler': MinMaxScaler(), 'PCA': PCA(n_components=30, random_state=42), 'Classifier': Pipeline(steps=[('SVC',
                 SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001,
                     kernel='linear', max_iter=1000000, probability=True,
                     random_state=42))]), 'Imputer__add_indicator': False, 'Imputer__copy': True, 'Imputer__fill_value': None, 'Imputer__keep_empty_features': False, 'Imputer__missing_values': nan, 'Imputer__strategy': 'mean', 'Scaler__clip': False, 'Scaler__copy': True, 'Scaler__feature_range': (0, 1), 'PCA__copy': True, 'PCA__iterated_power': 'auto', 'PCA__n_components': 30, 'PCA__n_oversamples': 10, 'PCA__power_iteration_normalizer': 'auto', 'PCA__random_state': 42, 'PCA__svd_solver': 'auto', 'PCA__tol': 0.0, 'PCA__whiten': False, 'Classifier__memory': None, 'Classifier__steps': [('SVC', SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42))], 'Classifier__transform_input': None, 'Classifier__verbose': False, 'Classifier__SVC': SVC(C=1, cache_size=500, coef0=6, degree=5, gamma=0.001, kernel='linear',
    max_iter=1000000, probability=True, random_state=42), 'Classifier__SVC__C': 1, 'Classifier__SVC__break_ties': False, 'Classifier__SVC__cache_size': 500, 'Classifier__SVC__class_weight': None, 'Classifier__SVC__coef0': 6, 'Classifier__SVC__decision_function_shape': 'ovr', 'Classifier__SVC__degree': 5, 'Classifier__SVC__gamma': 0.001, 'Classifier__SVC__kernel': 'linear', 'Classifier__SVC__max_iter': 1000000, 'Classifier__SVC__probability': True, 'Classifier__SVC__random_state': 42, 'Classifier__SVC__shrinking': True, 'Classifier__SVC__tol': 0.001, 'Classifier__SVC__verbose': False}",0.28343949044585987,0.32740685299875827,0.25846412568759347,1.0
